age_calBP,years_AD,d13C,d18O
371.7189859,1578,-4.012214775,-14.74263014
369.5992481,1580,-3.639,-13.75326038
366.5609465,1583,-2.936215086,-13.30908871
363.490251,1587,-4.246146041,-13.99708933
361.7236584,1588,-4.442,-13.604
360.422708,1590,-4.105653297,-13.53214695
357.0792327,1593,-3.890762275,-13.72539499
355.9025542,1594,-4.482224904,-14.52442683
354.9538765,1595,-4.439,-13.99739631
351.709629,1598,-4.026197311,-14.56530813
349.9204776,1600,-4.902494132,-15.54374648
349.3393356,1601,-4.795,-14.863
348.5866135,1601,-4.755114895,-15.14632242
346.7992865,1603,-4.11591578,-14.88335317
344.3481201,1606,-4.125244949,-15.12771728
343.1760176,1607,-4.276,-13.95426515
340.2435696,1610,-4.899816603,-14.37754803
336.7698415,1613,-4.982572392,-15.16048831
334.9989447,1615,-4.869,-14.515
332.8349694,1617,-4.504155121,-14.52883663
329.7403604,1620,-4.561215048,-15.0956511
328.1720351,1622,-4.010361456,-14.50489991
326.9435669,1623,-3.956,-14.16729546
324.5680766,1625,-4.021930458,-13.68829587
322.6586893,1627,-4.161403493,-14.25479168
321.5179471,1628,-3.744,-13.89
320.1592525,1630,-3.786771763,-14.09764407
316.7528243,1633,-4.021017625,-14.51464239
315.7653067,1634,-4.566555632,-15.29947318
314.5985622,1635,-4.486,-14.26900838
310.9197864,1639,-4.821517102,-15.35200195
310.0397814,1640,-4.555824642,-15.81442984
308.3675985,1642,-4.382,-14.902
307.5330428,1642,-4.207251948,-14.8428063
304.6226159,1645,-3.91026353,-14.45855571
303.4816677,1647,-3.713843934,-14.4966742
302.4539038,1648,-3.721,-13.46536209
299.7115524,1650,-4.20969474,-14.05490248
296.0219739,1654,-4.589499453,-14.74225882
293.9799259,1656,-4.756,-14.404
293.0740409,1657,-4.360458789,-14.42262704
291.3048842,1659,-3.945176401,-13.86623815
289.8029461,1660,-4.425290671,-14.16460653
289.0329326,1661,-4.182,-13.60687076
286.2522701,1664,-3.536111465,-13.29574152
283.5173688,1666,-3.96054074,-13.43996921
281.9494072,1668,-4.106,-13.104
280.8087457,1669,-3.950988819,-13.52611427
278.5566153,1671,-4.676430414,-14.3795373
277.5038391,1672,-4.204443835,-14.74084102
276.3941176,1674,-4,-13.8779071
273.7399712,1676,-3.971678517,-14.48234526
272.3511632,1678,-3.824044557,-14.30445425
271.5395502,1678,-4.033,-13.948
270.6742045,1679,-4.512944449,-14.61734555
267.9485758,1682,-4.937291546,-15.13057306
267.0426908,1683,-5.107588923,-15.52100862
265.8690602,1684,-5.095,-14.85694751
264.1226259,1686,-4.537444324,-14.32470286
261.5746009,1688,-4.478916077,-14.57874961
260.6813369,1689,-3.924,-14.013
259.2946789,1691,-4.010610073,-14.16745376
256.6328382,1693,-4.379383035,-15.23123093
255.4726134,1695,-4.405542005,-15.35040185
254.3841953,1696,-4.311,-15.30425702
251.6773468,1698,-3.587471524,-14.7382589
250.8396131,1699,-3.62119712,-14.46617322
250.0696419,1700,-3.659994993,-14.11588808
249.3820225,1701,-3.848,-13.967
248.0808107,1702,-3.710434876,-13.65863366
245.8389387,1704,-3.677456907,-13.79436372
245.362651,1705,-3.945983532,-13.88540434
244.7244371,1705,-4.258,-13.34675002
243.4234322,1707,-4.539979291,-13.60346076
243.003428,1707,-4.453839105,-13.79313684
241.2678158,1709,-4.226110367,-13.7816561
240.345039,1710,-3.961,-13.655
239.1493003,1711,-3.7744949,-13.74386542
237.6477441,1712,-3.078577875,-14.06061198
236.2478141,1714,-2.624093221,-13.81585639
234.6543687,1715,-2.893,-12.79553903
231.9461893,1718,-3.739018604,-13.12923461
230.8705674,1719,-3.828789725,-13.59115329
229.7272049,1720,-4.380218094,-13.97560844
229.1497067,1721,-4.705,-13.717
228.6020516,1721,-4.848911304,-13.76810742
226.8555937,1723,-4.837709448,-14.09688976
225.5995271,1724,-4.471516226,-13.94551175
224.4185846,1726,-4.763,-13.53374168
222.5421542,1727,-4.215054273,-13.47322642
221.8981172,1728,-4.182070243,-13.812873
221.187331,1729,-4.214103966,-13.82415861
219.9994447,1730,-4.223,-13.46
218.8888558,1731,-4.12526721,-13.34885596
216.3843516,1734,-4.219372787,-13.65964892
214.8214085,1735,-4.439874729,-14.29653429
213.3507349,1737,-3.96,-12.90996737
210.6928447,1739,-4.04376403,-13.44483525
210.0599763,1740,-4.61794805,-14.12519567
207.8774556,1742,-4.631815142,-14.49946607
207.2357983,1743,-4.157,-13.855
206.5209502,1743,-3.932522604,-13.76223159
204.3828645,1746,-4.389804955,-14.39213987
203.1024872,1747,-4.54007926,-13.61227074
201.3111035,1749,-4.491448178,-13.9171051
198.6117632,1751,-4.479914098,-14.2425121
196.9996996,1753,-3.963869743,-14.06531829
195.576488,1754,-3.928628311,-13.85936514
194.1985254,1756,-4.364445767,-14.63455188
192.9240722,1757,-3.357183433,-13.46035702
188.9972693,1761,-3.598113875,-13.94923964
187.0947743,1763,-4.195161653,-14.40682158
185.3131326,1765,-4.37995183,-14.4147896
182.6319231,1767,-4.131626387,-14.20936993
180.2974195,1770,-4.087564931,-14.6815213
177.7902864,1772,-4.25481842,-15.22588327
175.5481124,1774,-3.875298862,-14.55779483
171.5660234,1778,-4.065752277,-14.48686486
170.0432247,1780,-4.016382422,-13.93881562
167.9587976,1782,-4.241406107,-13.50056938
165.9548801,1784,-4.561618338,-13.60270905
163.377279,1787,-4.192621675,-13.5453897
161.1837654,1789,-3.984988356,-13.39781322
159.8123338,1790,-3.572675376,-13.12981261
157.8839339,1792,-3.587597747,-13.21607586
156.4840909,1794,-3.762863212,-13.46411107
154.8327845,1795,-3.946260467,-13.34843584
153.1299632,1797,-3.989138846,-14.01859594
153,1797,-3.688972306,-13.94076609
152,1798,-3.688972306,-13.94076609
151,1799,-3.622043099,-13.97431093
150,1800,-3.606937985,-13.70416924
149,1801,-3.606937985,-13.70416924
148,1802,-4.250995684,-13.85832471
147,1803,-3.772451448,-13.81125574
146,1804,-4.037198067,-14.09996623
145,1805,-4.148066354,-14.03648386
144,1806,-3.460368476,-13.68063483
143,1807,-4.473833055,-14.49045143
142,1808,-4.166121311,-14.51630576
141,1809,-4.078468838,-14.87233505
140,1810,-3.995565066,-13.98019526
139,1811,-3.995565066,-13.98019526
138,1812,-3.898005528,-13.67947958
137,1813,-3.934507065,-13.74028976
136,1814,-3.934507065,-13.74028976
135,1815,-4.139317961,-14.09611444
134,1816,-4.139317961,-14.09611444
133,1817,-4.368635192,-14.16313033
132,1818,-3.899139032,-13.65693441
131,1819,-3.899139032,-13.65693441
130,1820,-3.735915437,-12.99731845
129,1821,-4.139317961,-14.09611444
128,1822,-2.59,-13.19
127,1823,-4.81,-14.43
126,1824,-3.54,-13.73
125,1825,-3.85,-13.84
124,1826,-3.02,-13.12
123,1827,-2.68,-13.12
122,1828,-2.69,-12.58
121,1829,-2.84,-12.99
120,1830,-3.21,-12.96
119,1831,-3.21,-12.96
118,1832,-3.46,-12.79
117,1833,-2.95,-12.54
116,1834,-2.95,-12.54
115,1835,-3.48,-12.84
114,1836,-4.59,-13.4
113,1837,-4.21,-13.05
112,1838,-3.96,-12.91
111,1839,-4.7,-13.56
110,1840,-4.7,-13.56
109,1841,-4.29,-13.07
108,1842,-4.59,-13.3
107,1843,-3.74,-12.91
106,1844,-3.77,-13.68
105,1845,-3.77,-13.68
104,1846,-4.65,-13.57
103,1847,-3.35,-12.99
102,1848,-4.26,-13.68
101,1849,-4.3,-13.56
100,1850,-3.52,-12.61
99,1851,-2.76,-12.81
98,1852,-4.11,-13.12
97,1853,-2.69,-12.58
96,1854,-2.84,-12.99
95,1855,-3.21,-12.96
94,1856,-3.21,-12.96
93,1857,-3.46,-12.79
92,1858,-2.95,-12.54
91,1859,-2.95,-12.54
90,1860,-3.48,-12.84
89,1861,-4.59,-13.4
88,1862,-4.21,-13.05
87,1863,-3.96,-12.91
86,1864,-4.7,-13.56
85,1865,-4.7,-13.56
84,1866,-4.29,-13.07
83,1867,-4.59,-13.3
82,1868,-3.74,-12.91
81,1869,-3.77,-13.68
80,1870,-3.77,-13.68
79,1871,-4.65,-13.57
78,1872,-3.35,-12.99
77,1873,-4.26,-13.68
76,1874,-4.3,-13.56
75,1875,-3.52,-12.61
74,1876,-2.76,-12.81
73,1877,-4.11,-13.12
72,1878,-4.1,-13.5
71,1879,-4.56,-13.55
70,1880,-4.56,-13.8
69,1881,-4.11,-13.58
68,1882,-4.11,-13.58
67,1883,-4.01,-13.72
66,1884,-3.98,-13.68
65,1885,-3.91,-13.89
64,1886,-4.27,-13.47
63,1887,-4.29,-13.26
62,1888,-4.72,-12.83
61,1889,-4.96,-13.62
60,1890,-4.96,-13.62
59,1891,-4.64,-13.83
58,1892,-4.91,-13.85
57,1893,-4.38,-13.52
56,1894,-4.47,-13.1
55,1895,-3.79,-12.81
54,1896,-4.62,-14.76
53,1897,-3.3,-12.48
52,1898,-3.63,-12.97
51,1899,-4.65,-13.24
50,1900,-3.57,-12.94
49,1901,-3.9,-12.46
48,1902,-3.89,-12.65
47,1903,-3.89,-12.65
46,1904,-4.71,-12.82
45,1905,-4.12,-13.82
44,1906,-5.25,-14.45
43,1907,-4.47,-14.36
42,1908,-5.08,-15.04
41,1909,-4.23,-14.45
40,1910,-3.41,-14.13
39,1911,-3.355,-14.07
38,1912,-3.3,-14.01
37,1913,-4.03,-14.02
36,1914,-4.82,-14.69
35,1915,-3.5,-13.74
34,1916,-4.03,-14.1
33,1917,-5.3,-14.2
32,1918,-5.08,-13.73
31,1919,-4.44,-13.61
30,1920,-4.44,-13.61
29,1921,-4.43,-13.9
28,1922,-3.46,-13.52
27,1923,-3.86,-13.23
26,1924,-3.05,-13.07
25,1925,-3.64,-13.48
24,1926,-3.57,-13.27
23,1927,-4.83,-12.79
22,1928,-4.2,-12.95
21,1929,-4.75,-14.19
20,1930,-4.64,-13.79
19,1931,-5.47,-14.38
18,1932,-4.71,-13.56
17,1933,-5.13,-14.3
16,1934,-3.37,-13.78
15,1935,-4.04,-13.83
14,1936,-4.04,-13.83
13,1937,-3.99,-13.61
12,1938,-4.31,-13.97
11,1939,-4.31,-13.97
10,1940,-4.31,-13.92
9,1941,-4.31,-13.92
8,1942,-4.31,-13.92
7,1943,-4.52,-13.43
6,1944,-4.52,-13.43
5,1945,-3.22,-13.05
4,1946,-3.22,-13.05
3,1947,-2.89,-13.05
1.5,1949,-1.76,-12.22
1,1949,-1.76,-12.22
0,1950,-3.48,-12.84
-1,1951,-3.45,-12.47
-2,1952,-5.49,-14.5
-3,1953,-4.35,-13.33
-4,1954,-4.35,-13.33
-5,1955,-4.3,-13.55
-6,1956,-4.3,-13.55
-7,1957,-4.48,-13.4
-8,1958,-3.7,-13.48
-9,1959,-1.71,-13.01
-10,1960,-2.56,-12.89
-11,1961,-3.55,-13.31
-12,1962,-3.34,-13.13
-13,1963,-1.18,-12.43
-14,1964,-2.42,-12.53
-15,1965,-4.61,-13.27
-16,1966,-3.05,-12.25
-17,1967,-2.71,-12.37
-18,1968,-2.84,-13.32
-19,1969,-1.98,-12.71
-20,1970,-1.73,-12.71
-21,1971,-1.82,-12.7
-22,1972,-3.16,-13.58
-23,1973,-2.41,-13.11
-24,1974,-1.69,-12.62
-25,1975,-3.05,-13.2
-26,1976,-3.92,-13.39
-27,1977,-3.4,-13.46
-28,1978,-3.4,-13.46
-29,1979,-4.89,-13.56
-30,1980,-3.56,-13.26
-31,1981,-3.96,-12.98
-32,1982,-3.96,-12.98
-33,1983,-3.96,-12.98
-34,1984,-4.2,-12.85
-35,1985,-4.2,-12.85
-36,1986,-4.5,-12.83
-37,1987,-4.5,-12.7
-38,1988,-3.91,-12.7
-39,1989,-3.91,-12.7
-40,1990,-3.19,-11.97
-41,1991,-3.87,-12.75
-42,1992,-3.87,-12.75
-43,1993,-4.44,-12.24
-44,1994,-4.44,-12.24
-45,1995,-4.27,-12.37
-46,1996,-3.26,-12.2
-47,1997,-3.78,-12.55
-48,1998,-3.78,-12.55
-49,1999,-3.55,-11.67
-50,2000,-3.85,-12.59
-51,2001,-2.92,-12.43
-52,2002,-2.93,-12.35
-53,2003,-3.46,-13.14
-54,2004,-3.94,-13.06
-55,2005,-3.72,-11.88
-56,2006,-3.63,-12.67
-57,2007,-2.74,-12.29
