age_calBP,years_AD,d13C,d18O
1804.928001,145,-3.10535937,-13.88857802
1802.025024,148,-3.021896633,-13.88038815
1799.117362,151,-2.856,-13.204
1796.204998,154,-2.520813949,-13.35904988
1793.287919,157,-3.344961218,-13.38712738
1791.827605,158,-3.467,-13.06562456
1790.366107,160,-3.295052634,-13.20512731
1787.439548,163,-3.414637705,-13.85396282
1784.508226,165,-3.876764035,-14.26181155
1781.572126,168,-3.06517273,-13.77329939
1778.631231,171,-3.064206914,-13.34209496
1777.158981,173,-2.87,-13.12102098
1775.685526,174,-2.01313143,-13.06314179
1772.734996,177,-2.326971729,-12.60377986
1769.779625,180,-2.125,-12.634
1766.819397,183,-2.251067923,-12.88240639
1763.854297,186,-2.336656458,-13.45692996
1762.369914,188,-2.164,-12.96715258
1760.884308,189,-2.104546795,-13.11585396
1757.909416,192,-2.278210479,-13.07617909
1754.929604,195,-2.308,-13.038
1751.944858,198,-2.215223495,-13.43072523
1748.95516,201,-2.788387994,-13.63862502
1747.45845,203,-3.172,-13.82719064
1745.960496,204,-2.88347448,-14.20857482
1742.960849,207,-2.426427654,-14.03935871
1739.956204,210,-2.236,-13.706
1736.946545,213,-1.715371039,-13.91391587
1733.931857,216,-1.868667801,-14.36709495
1732.422621,218,-2.54,-14.07291795
1730.912123,219,-2.950543452,-14.2634087
1727.887327,222,-3.319279236,-13.71787792
1724.857455,225,-2.829,-13.603
1721.82249,228,-3.128831142,-13.8465346
1718.782415,231,-3.173798284,-13.18636692
1717.260458,233,-3.175,-12.95077552
1715.737216,234,-3.225173696,-13.08127626
1712.686877,237,-3.252174718,-13.05007891
1709.631381,240,-2.691,-12.503
1706.570713,243,-3.37303871,-13.14993663
1703.504857,246,-2.709661539,-13.08235042
1701.969978,248,-2.763,-12.71194984
1700.433796,250,-2.844637577,-13.08062002
1697.357515,253,-2.862465143,-13.36572119
1694.275999,256,-3.498,-13.612
1691.18923,259,-2.61366626,-13.42039514
1688.097193,262,-3.390867339,-12.71664965
1686.549195,263,-2.335,-12.08050133
1684.999873,265,-2.146503242,-12.47940637
1681.897252,268,-2.623370433,-12.92579213
1678.789316,271,-2.243,-13.142
1675.676047,274,-2.55158272,-13.90544472
1672.557431,277,-2.891438702,-13.49673421
1670.996112,279,-2.894,-12.9914128
1669.43345,281,-2.840571879,-13.63811058
1666.304089,284,-2.732660396,-13.85773094
1663.169332,287,-2.594,-13.813
1660.029163,290,-2.243748412,-13.6586097
1656.883566,293,-2.185997669,-13.35393657
1655.308726,295,-1.933,-13.01439564
1653.732524,296,-2.038732803,-13.16712766
1650.576021,299,-2.557041993,-13.29221378
1647.414042,303,-2.873,-13.138
1644.246569,306,-3.07931701,-14.07153456
1641.073588,309,-2.614193223,-13.70578766
1639.485026,311,-2.703,-13.51992871
1637.895082,312,-2.785320167,-13.36100629
1634.711034,315,-2.875584621,-13.38587579
1633.116927,317,-3.027125026,-13.69218681
1631.521428,318,-2.839,-12.639
1628.326249,322,-2.610302978,-12.90932124
1626.726564,323,-2.018135981,-12.88879005
1625.12548,325,-3.027178658,-12.73009051
1623.522994,326,-3.262,-12.66046701
1621.919104,328,-3.18444655,-12.92070679
1618.707106,331,-3.651197996,-14.09730855
1615.489469,335,-3.347,-13.597
1612.266177,338,-2.483974847,-13.03684936
1610.652406,339,-2.42905554,-13.27912445
1609.037214,341,-2.875675767,-13.01892284
1607.420601,343,-2.899,-12.83964825
1605.802563,344,-3.823428038,-13.48091524
1602.562209,347,-3.069620555,-12.78066384
1599.316134,351,-2.807,-13.006
1596.064323,354,-2.065627454,-13.15028364
1594.43626,356,-2.732221581,-13.2373481
1592.806758,357,-2.624654065,-12.87755647
1591.175814,359,-2.716,-13.44781378
1589.543425,360,-1.815455711,-13.49015851
1586.274305,364,-2.776794793,-13.45095504
1582.999384,367,-3.575,-14.183
1579.718645,370,-3.224262332,-13.90457706
1578.076088,372,-3.040047545,-13.84345977
1576.43207,374,-3.528992718,-13.20054705
1574.78659,375,-3.819,-13.20704675
1573.139644,377,-3.970833415,-13.57623791
1569.841351,380,-2.880396294,-13.55925611
1566.537174,383,-3.228,-13.799
1563.227096,387,-3.421805199,-13.71801224
1561.569839,388,-2.834998852,-13.64643331
1559.9111,390,-3.428740274,-13.21227614
1558.250879,392,-3.587,-13.25832511
1556.589172,393,-2.942609535,-12.72626513
1553.261293,397,-3.02331095,-12.58311576
1549.927448,400,-3.19,-12.784
1546.58762,403,-3.540140552,-14.03094889
1544.915457,405,-3.461444292,-14.24525694
1543.241792,407,-3.577056181,-14.1879152
1541.566624,408,-3.867,-13.65017162
1539.889949,410,-4.001044033,-13.96648994
1536.532072,413,-2.315844195,-13.46613642
1533.168146,417,-3.001,-13.747
1529.798155,420,-2.889594259,-13.42100531
1528.110879,422,-3.159926228,-13.41140241
1526.422081,424,-3.064828936,-13.35247598
1524.731758,425,-3.246,-13.89935462
1523.039908,427,-3.425884657,-14.44951999
1519.651619,430,-3.675381074,-14.30778259
1516.257199,434,-2.288,-13.776
1512.856629,437,-3.069774511,-13.5852289
1509.449894,441,-3.583622213,-14.36800635
1507.744209,442,-3.154,-14.06880439
1506.036976,444,-3.366787631,-14.15220775
1502.61786,447,-3.148240255,-13.56385915
1499.192528,451,-3.472,-13.342
1495.760963,454,-3.375936838,-13.21788263
1492.32315,458,-2.939927242,-12.86600922
1490.601895,459,-2.7,-13.03297643
1488.879071,461,-2.501003186,-13.10959436
1485.428709,465,-2.274585852,-12.70408759
1481.972048,468,-2.549,-12.81
1478.509072,471,-3.12581595,-13.3070211
1475.039762,475,-2.381181179,-13.0196955
1473.302727,477,-2.822,-12.24445466
1471.564103,478,-2.819192897,-12.9341511
1468.082077,482,-3.000171129,-13.05316846
1464.593668,485,-2.765,-12.865
1461.098859,489,-3.302820445,-13.10970805
1457.597634,492,-3.291855477,-12.85505625
1455.844609,494,-3.318,-12.3803048
1454.089974,496,-3.313994189,-12.76616513
1450.575864,499,-2.898782158,-13.03157842
1447.055286,503,-3.128,-12.714
1443.528224,506,-3.330433571,-13.08132037
1439.994661,510,-3.384527364,-13.04298385
1438.225436,512,-3.352,-12.47251933
1436.45458,514,-3.075190764,-13.07965474
1432.907963,517,-3.175742053,-13.19321975
1429.354795,521,-3.219,-12.956
1425.795057,524,-3.411523453,-13.24704102
1422.228733,528,-3.758649037,-13.23508046
1420.443097,530,-3.688,-12.98668446
1418.655807,531,-3.485662782,-12.96026793
1415.07626,535,-3.343099827,-13.18272573
1411.490077,539,-3.431,-12.943
1407.897239,542,-3.623877764,-13.3334012
1404.297731,546,-3.548104312,-13.35432717
1402.49547,548,-3.657136884,-13.61729528
1400.691535,549,-3.569422038,-13.56248392
1398.885923,551,-3.399048278,-12.93511432
1397.078633,553,-3.488096504,-13.20986699
1395.269662,555,-3.642035103,-13.63095852
1393.459009,557,-3.654728202,-13.57029859
1391.646671,558,-3.715834199,-13.40357008
1389.832646,560,-3.711946015,-13.35524203
1388.016932,562,-3.711116797,-13.91660619
1386.199527,564,-3.638943938,-13.6959264
1384.380428,566,-3.689376196,-13.58640542
1382.559634,567,-3.708298273,-13.61854761
1380.737143,569,-3.953685158,-14.41812565
1378.912951,571,-3.476300226,-13.74172654
1377.087058,573,-4.215766326,-15.25017271
1375.25946,575,-3.399475321,-13.17353617
1373.430156,577,-3.391030696,-13.57864665
1371.599144,578,-3.62894843,-13.50624435
1369.766422,580,-3.564900603,-13.66020853
1367.931987,582,-4.565401395,-12.48075136
1366.095837,584,-3.69782814,-13.34390616
1364.25797,586,-3.620682985,-13.41750604
1362.418384,588,-3.834536417,-13.42956594
1360.577077,589,-3.902741461,-13.58549138
1358.734046,591,-3.764915433,-13.2797426
1356.88929,593,-3.876547437,-13.26329646
1355.042806,595,-3.918717459,-13.2466463
1353.194593,597,-4.021143788,-13.50043167
1351.344647,599,-3.966940464,-13.32095574
1349.492968,601,-3.655245764,-13.34404565
1347.639552,602,-3.838506021,-13.29858358
1345.784397,604,-3.524526163,-12.50656625
1343.927502,606,-3.71148819,-12.98793347
1342.068864,608,-3.795236813,-13.21313438
1340.208482,610,-3.533332188,-13.12726047
1336.482473,614,-3.58198228,-12.9560707
1334.616843,615,-3.54535934,-12.83727083
1332.749459,617,-3.906401137,-13.06280614
1330.880319,619,-3.606425291,-12.64143759
1329.009422,621,-3.87428993,-13.13270538
1327.136765,623,-4.00273524,-13.22162321
1325.262345,625,-4.059728385,-13.14515384
1323.386161,627,-4.184818545,-13.42684854
1319.628491,630,-4.04791469,-13.1782259
1317.747001,632,-3.789971773,-13.17198038
1315.863738,634,-3.749396326,-13.14247295
1313.9787,636,-3.747300528,-13.20270523
1312.091884,638,-3.828829756,-13.19798171
1310.203289,640,-3.93665452,-13.17238211
1308.312912,642,-3.917734561,-13.23599162
1306.420751,644,-3.917982349,-12.90792367
1304.526805,645,-4.019066887,-13.05108864
1302.63107,647,-4.036235766,-13.07474826
1300.733544,649,-3.774679176,-12.07684144
1298.834227,651,-4.019489143,-12.99366232
1296.933114,653,-4.074822327,-13.19224653
1295.030204,655,-4.115891966,-13.19864853
1293.125496,657,-3.932294412,-13.11742398
1291.218986,659,-3.481514229,-12.10438662
1289.310673,661,-3.979991245,-13.25058725
1287.400554,663,-3.833290974,-12.6202924
1283.57489,666,-3.915788259,-13.04999101
1281.659342,668,-3.788376205,-12.83570265
1279.741978,670,-3.942929545,-13.0410512
1277.822799,672,-3.881571121,-12.90315572
1275.9018,674,-4.263235663,-12.88144177
1273.978981,676,-4.072912585,-12.82354794
1272.054339,678,-4.116225518,-12.92046331
1270.127871,680,-4.111145437,-12.948374
1266.269451,684,-3.932094471,-12.54451729
1262.403704,688,-3.891189084,-12.61765588
1258.530613,691,-3.951678117,-12.59743442
1254.650158,695,-3.903382514,-12.43063987
1250.762325,699,-4.137750092,-12.82413025
1246.867093,703,-4.086809057,-13.11871416
1244.916698,705,-4.198349364,-13.2104235
1242.964447,707,-4.164467067,-13.10862433
1241.010338,709,-4.104979307,-13.34287156
1239.054368,711,-4.104061214,-13.24950949
1237.096536,713,-4.148339581,-13.20987549
1235.136839,715,-4.256381135,-13.25842574
1233.175275,717,-4.078112677,-13.19055322
1231.211842,719,-4.143718436,-13.1849716
1229.246538,721,-4.179148716,-13.17177295
1227.27936,723,-4.093383383,-13.27284123
1225.310307,725,-4.12629663,-13.30094365
1223.339375,727,-4.184104616,-13.54633405
1221.366563,729,-4.100726758,-13.34215535
1219.391869,731,-4.070414159,-13.48708506
1217.415291,733,-4.061762259,-13.27706078
1215.436826,735,-3.99043891,-13.35563512
1213.456471,737,-3.930586159,-13.33787203
1211.474226,739,-3.984837165,-13.37186993
1209.490087,741,-3.930916525,-13.38870051
1207.504052,742,-3.90882191,-13.32239879
1205.51612,744,-3.800229369,-13.56748174
1203.526288,746,-4.004278518,-13.34275678
1201.534553,748,-4.131177496,-13.33059227
1199.540914,750,-4.004577682,-13.33398168
1197.545368,752,-3.900767517,-13.40195898
1195.547914,754,-4.191191289,-13.59975758
1193.548548,756,-4.147143922,-13.40677714
1191.547269,758,-3.946491047,-13.12705593
1187.538962,762,-3.841004123,-13.3199413
1181.512097,768,-3.675823859,-12.99405802
1177.484557,773,-4.142255619,-13.28941335
1173.449292,777,-3.921505679,-12.9350983
1169.406286,781,-3.9147102,-12.79216301
1167.381874,783,-4.312605628,-13.29270845
1165.35552,785,-4.244303052,-12.88864725
1161.296976,789,-4.145784998,-13.01306167
1157.230636,793,-4.088779947,-13.1037027
1153.156483,797,-3.974143775,-12.97509537
1149.074499,801,-3.958022585,-12.96013423
1147.030564,803,-4.129710479,-13.37154489
1144.984665,805,-3.930358902,-12.92931613
1140.886965,809,-3.710211684,-12.94840698
1136.78138,813,-3.344849321,-13.31390502
1132.667892,817,-3.851347287,-12.92603542
1128.546483,821,-3.713333465,-12.81687572
1126.482803,824,-2.478567531,-14.05867953
1124.417135,826,-3.872766144,-12.91598246
1120.279831,830,-3.678285836,-12.90294997
1116.134553,834,-3.83438522,-13.28292952
1111.981282,838,-4.019531464,-13.02984384
1107.816875,842,-3.868287976,-12.97922649
1106.449481,844,-3.94249552,-13.33166136
1104.928536,845,-3.737977714,-12.96315721
1103.20978,847,-3.914565045,-12.82872937
1097.886171,852,-3.497673672,-14.13312219
1094.561604,855,-4.679333865,-13.24554122
1090.835676,859,-4.374236852,-13.36173611
1089.224084,861,-4.035236547,-13.20003415
1088.122118,862,-4.56385308,-13.85013482
1086.879418,863,-4.234,-13.567
1085.732875,864,-4.397991902,-13.00786072
1083.532884,866,-4.482856918,-13.11430432
1080.537931,869,-3.292,-12.03532427
1077.182709,873,-3.748006254,-13.02761508
1075.310287,875,-4.223874415,-13.13906118
1073.244863,877,-4.238296547,-12.48676963
1072.273568,878,-4.169,-12.537
1071.421826,879,-4.09428946,-12.96858512
1069.515386,880,-4.057471629,-14.01171797
1066.998939,883,-3.89,-13.06340652
1064.08021,886,-3.60590048,-13.34634141
1062.034394,888,-3.868441795,-13.79824532
1060.8841,889,-4.141090914,-13.35001174
1060.199671,890,-4.267,-13.085
1059.338929,891,-4.381363162,-12.91471804
1057.164273,893,-4.655834117,-13.56210634
1056.262955,894,-4.36,-13.12425876
1055.167712,895,-3.76695349,-13.10397247
1054.276969,896,-3.749825423,-13.40346785
1052.339284,898,-3.960385577,-13.04627954
1051.249571,899,-4.013,-13.097
1050.328993,900,-3.990679078,-12.89855264
1048.918719,901,-4.288913332,-12.81669211
1047.041047,903,-4.079,-12.83108275
1044.081437,906,-4.55581904,-13.76114267
1042.695909,907,-4.42639247,-14.07597004
1041.352147,909,-3.751272753,-13.48632731
1039.820881,910,-3.702,-12.914
1038.755776,911,-3.208383153,-12.73786029
1036.556554,913,-2.81921152,-12.81375114
1035.163347,915,-4.101,-13.09560158
1032.976288,917,-3.466064347,-12.70554803
1031.507653,918,-3.80803402,-13.13573115
1030.299555,920,-4.358233346,-13.38083206
1029.199346,921,-4.17,-13.079
1027.739469,922,-3.757654485,-13.74373869
1025.481101,925,-2.852978291,-13.13653397
1022.823073,927,-2.937,-13.13670414
1021.115369,929,-2.015157864,-12.78980261
1019.902399,930,-2.57594572,-13.00882549
1019.022394,931,-1.922394507,-12.75828635
1017.499451,933,-1.656,-12.695
1016.608936,933,-2.32772695,-12.80673888
1014.601391,935,-1.672749088,-13.147845
1012.291023,938,-0.578,-12.26945361
1009.923079,940,-2.08063065,-12.41014222
1009.017165,941,-1.248478719,-12.24170489
1006.978498,943,0.159963343,-11.55887926
1004.525475,945,-0.719,-11.261
1002.776315,947,-1.327422533,-12.07295198
998.9124109,951,-2.367311071,-12.96809732
996.4696557,954,-3.218,-13.05171481
993.5826416,956,-2.815779829,-12.99296826
992.9051127,957,-2.605408911,-12.9401779
992.0495762,958,-2.498585143,-12.67039614
989.9672662,960,-2.376,-12.829
988.9891251,961,-2.314117289,-12.76662372
988.167794,962,-3.075477655,-12.90239245
986.8991657,963,-2.761,-11.7355233
983.8374365,966,-2.414723197,-12.72504271
983.2562946,967,-2.910338766,-12.97746714
982.3851318,968,-2.793950759,-12.94387569
981.393451,969,-3.239,-13.266
979.8382897,970,-3.453982872,-13.66262957
976.7833647,973,-3.614030961,-14.18719857
973.8432633,976,-3.5,-13.56122276
970.8609549,979,-3.254221846,-13.3860415
969.8129881,980,-3.238211787,-13.32967866
969.1285421,981,-3.056280605,-12.91684116
967.6659881,982,-3.198,-12.599
966.4708517,984,-3.232649751,-12.61622819
962.4167113,988,-3.694024597,-13.03510145
960.1593492,990,-4.12,-12.90169618
958.1995026,992,-4.173295307,-13.27512623
956.646877,993,-4.556489482,-13.60137647
955.0939344,995,-4.548911119,-13.54288244
954.2157731,996,-4.615,-13.285
953.2640077,997,-4.238599278,-12.58754745
950.4339666,1000,-4.138588752,-12.42586667
947.477573,1003,-3.984,-11.41527863
943.8110041,1006,-3.353656505,-10.67197235
942.890232,1007,-3.802974095,-12.25303081
941.4393097,1009,-3.53289008,-12.19375687
940.240888,1010,-3.69,-12.558
939.1179682,1011,-3.520742542,-12.50437954
937.7662948,1012,-3.451143778,-12.49655679
934.9989447,1015,-3.234,-12.09474348
930.7655218,1019,-3.405917584,-12.64519409
930.0142877,1020,-3.623416042,-12.76891645
928.8296556,1021,-3.624966461,-12.63284503
926.8071387,1023,-3.504,-12.366
925.683387,1024,-3.282372297,-12.32875344
923.1936824,1027,-3.193987396,-11.96994187
919.5255329,1030,-3.453,-11.87943191
916.4066207,1034,-3.37626347,-12.57061089
915.4452992,1035,-3.189250926,-12.60915615
914.2754599,1036,-2.993979419,-12.41585207
912.861541,1037,-2.961,-12.523
911.7763805,1038,-3.276115152,-12.72223499
908.6828871,1041,-3.312284436,-12.66156711
905.6230101,1044,-3.781,-13.02101683
903.6993114,1046,-3.37490018,-13.24940273
901.9268152,1048,-3.411614855,-13.2292197
900.9913552,1049,-3.063987044,-12.87488032
899.7686056,1050,-3.283,-13.109
897.7756263,1052,-3.574843931,-13.64902264
893.4115302,1057,-3.441489477,-13.43943292
891.0265944,1059,-3.741,-12.63585375
889.3830074,1061,-4.058936162,-12.95490886
888.7178132,1061,-4.274285211,-13.20695678
888.0178132,1062,-3.959117362,-13.04466551
887.1423889,1063,-4.032,-12.924
886.5624469,1063,-3.718444314,-12.79874631
885.6357044,1064,-2.923343784,-12.56857238
883.921937,1066,-3.065,-12.23517535
881.4615696,1069,-3.433440825,-12.75175388
876.9514027,1073,-3.47922309,-13.00461678
875.4988629,1075,-3.481,-12.927
873.9093778,1076,-3.157305,-12.87025605
871.1155972,1079,-2.968733855,-12.90553872
869.4407302,1081,-3.93,-13.92681599
865.9706961,1084,-4.234123908,-13.7628044
864.1988262,1086,-4.000217343,-13.5288534
862.6713834,1087,-3.794347107,-13.11219753
861.3629583,1089,-4.677,-13.799
860.5040182,1089,-4.490163362,-13.98092334
858.4811024,1092,-4.81790199,-13.83020055
856.3654628,1094,-4.699,-12.59289175
853.929724,1096,-3.931623473,-13.07102274
852.275726,1098,-4.716959915,-14.30533019
851.1753118,1099,-4.49880603,-14.2774763
849.5819917,1100,-4.956,-14.435
848.4191224,1102,-5.250126595,-14.3527913
846.7703367,1103,-4.23552764,-13.75371351
844.2043394,1106,-4.229,-13.33710635
840.8128081,1109,-3.843236915,-13.08790383
839.8542132,1110,-3.978903789,-13.2540762
839.1542132,1111,-4.017554028,-13.26656643
838.3680098,1112,-4.155,-13.299
837.532879,1112,-4.258143255,-13.56582456
835.5194885,1114,-4.275944468,-13.44553931
832.7493368,1117,-4.13,-13.26587019
830.0175256,1120,-3.538031433,-13.1597268
828.9137834,1121,-4.339511672,-13.59040594
827.7516384,1122,-4.237727373,-13.52210363
826.3743482,1124,-4.348,-13.408
824.8684062,1125,-4.291378163,-13.81863989
822.6528262,1127,-3.804270804,-13.50718848
820.6780408,1129,-3.846,-12.54244147
817.7993844,1132,-4.047024911,-12.48187167
816.5401723,1133,-3.778741351,-12.48998154
815.3243436,1135,-3.770231686,-12.49401553
814.1475813,1136,-3.75,-12.345
812.7356633,1137,-3.728479341,-12.61224142
809.9455293,1140,-3.602658749,-12.59138973
807.166185,1143,-3.788,-12.53998839
804.3132094,1146,-4.353420508,-13.57574152
802.7645399,1147,-4.878894298,-14.00316599
801.4254127,1149,-4.623543254,-13.70242948
800.3220924,1150,-4.219,-12.813
799.2566305,1151,-4.574176065,-13.34986389
796.479237,1154,-4.6563524,-13.04934494
794.1044132,1156,-4.482,-12.44719911
790.0642466,1160,-3.966026668,-13.57736729
787.8364919,1162,-4.447503639,-13.7799349
786.7996493,1163,-3.877632349,-13.58951873
786.0484151,1164,-4.033,-13.154
784.6412626,1165,-4.147065633,-13.56477894
781.0650855,1169,-4.835801399,-13.45367262
778.2655859,1172,-4.157,-13.09101493
774.358122,1176,-3.79792883,-13.66967708
772.9326591,1177,-4.459218046,-13.78509534
771.0654014,1179,-3.749017405,-13.45396227
768.9492618,1181,-3.666,-13.093
767.1560755,1183,-4.082788826,-13.26503221
763.6408561,1186,-5.086709924,-13.83101841
761.3149516,1189,-4.457,-13.69839111
756.5520239,1193,-4.374148382,-14.2679568
754.3873523,1196,-5.473890907,-14.56391016
753.0313957,1197,-4.739341866,-13.9349962
750.4365438,1200,-4.326,-13.963
747.4320771,1203,-3.711935603,-13.85213666
744.1584567,1206,-4.44300829,-14.17458166
738.6393827,1211,-3.469,-13.29675684
734.1153767,1216,-3.987149775,-13.67903497
732.5025677,1217,-4.910962403,-13.58738833
730.7539146,1219,-4.689529175,-13.43948722
728.6793914,1221,-4.482,-13.479
727.6364421,1222,-4.507838347,-13.47881995
725.2696732,1225,-4.175586373,-13.52541837
722.9275129,1227,-3.372,-13.16473939
720.4525067,1230,-5.337601604,-13.93344452
717.3092801,1233,-4.574315679,-13.49708533
716.1245198,1234,-4.554,-13.376
714.6578575,1235,-4.46212284,-13.48507318
712.2896337,1238,-4.678980356,-12.80991846
708.9492124,1241,-4.382,-13.18636815
704.491117,1246,-4.152636869,-12.78567605
702.7316707,1247,-4.960358959,-13.54941807
700.4182876,1250,-4.432706869,-13.45734541
699.3884603,1251,-4.666,-13.606
698.2993964,1252,-3.955639507,-13.3306804
694.8579998,1255,-5.707218217,-13.71314153
691.9040613,1258,-5.103,-13.54723579
689.1301997,1261,-4.911110089,-13.42022272
687.4323903,1263,-5.465558698,-13.39879497
686.3156701,1264,-4.342455883,-12.70028849
685.3221152,1265,-4.241,-12.194
683.783529,1266,-3.985886908,-12.25968346
679.986641,1270,-5.150361743,-13.93199389
677.5920362,1272,-3.781,-12.82039949
674.6320172,1275,-4.29203489,-13.61573704
671.739303,1278,-4.436366468,-13.13966603
670.1992371,1280,-4.259,-12.7
668.5732917,1281,-4.165802474,-13.07402294
665.6226806,1284,-3.73692771,-13.0326082
660.6911939,1289,-4.255,-12.68568012
656.9732439,1293,-4.037072322,-13.53044187
655.6994905,1294,-4.109253206,-13.90876226
654.5124362,1295,-3.661950761,-13.10860616
653.2077063,1297,-4.267,-13.387
651.1681078,1299,-4.042289903,-13.45541456
648.2634313,1302,-4.562875943,-14.13316727
642.9992421,1307,-4.933,-13.71448865
639.4954252,1311,-4.59946327,-14.11418527
637.6623939,1312,-4.647003254,-14.30166634
636.2714186,1314,-4.561738179,-13.63592017
634.4833941,1316,-4.628,-13.269
633.5481341,1316,-4.364716912,-13.20869603
631.0660248,1319,-4.470296958,-14.21505639
628.7769206,1321,-4.53,-12.64493702
625.0321321,1325,-3.750678823,-12.20501618
624.2758506,1326,-3.890042388,-12.96807509
622.4240997,1328,-4.176841914,-13.41263938
620.8413437,1329,-4.268,-13.069
619.3827358,1331,-4.602364756,-14.00071078
616.3434034,1334,-4.592397076,-14.77823532
612.9280478,1337,-4.612,-14.32930934
610.316716,1340,-4.412558034,-13.95719059
608.686181,1341,-4.298630794,-14.19631209
607.2703904,1343,-4.384906432,-13.80171264
605.8814966,1344,-4.715,-13.742
604.5725868,1345,-4.520647008,-13.77529945
602.8577564,1347,-4.473087935,-13.92710217
600.5323064,1349,-4.49,-13.1565108
597.1993265,1353,-4.014580828,-12.88445854
596.1194826,1354,-4.817895195,-14.80867242
595.0615434,1355,-3.604748521,-12.82752512
593.4278733,1357,-4.371,-13.323
591.6447942,1358,-4.261438862,-13.31154346
589.0586893,1361,-4.137929601,-14.56354198
584.5492838,1365,-4.78,-14.78025763
581.7326242,1368,-4.475838218,-14.88116404
579.3585446,1371,-4.604646466,-14.37505611
576.9066201,1373,-4.081174341,-13.87864963
575.3866348,1375,-4.339,-13.499
574.1447837,1376,-4.298975906,-13.45978772
572.1076877,1378,-3.221059268,-12.44803359
568.4366125,1382,-4.827,-13.58417019
563.975427,1386,-4.611935146,-13.63064047
562.7532801,1387,-4.361785411,-13.77240993
561.4659821,1389,-4.18824771,-13.3915996
560.3220912,1390,-3.895,-13.013
559.0538738,1391,-3.835594106,-13.28355574
555.8102255,1394,-4.180205613,-14.09770839
552.4206672,1398,-4.556,-13.43854335
549.9772073,1400,-4.836682562,-14.38697015
548.847767,1401,-4.605138266,-14.82801806
547.6892822,1402,-4.407655569,-14.34761879
545.7638,1404,-4.232,-14.05
544.1516699,1406,-3.767629596,-14.09048928
540.2860783,1410,-3.754450148,-13.66133521
537.9593704,1412,-4.678,-13.84543369
534.5754182,1415,-4.973178709,-14.92812097
532.9654899,1417,-4.784833048,-15.22724465
530.0560642,1420,-4.52770781,-14.97060161
528.2132723,1422,-4.509,-14.606
525.6296243,1424,-3.93473474,-14.36269949
523.0422654,1427,-4.921844662,-14.53355831
519.999681,1430,-5.021,-13.95119463
518.4525067,1432,-4.980948454,-14.08531674
517.0365438,1433,-4.961021802,-14.45428699
515.4364674,1435,-4.557582873,-14.21378408
514.0492536,1436,-4.637,-13.766
512.508451,1437,-4.902369112,-13.78284557
510.0546779,1440,-5.05263845,-14.05616418
506.8321138,1443,-5.028,-14.80264702
503.0214208,1447,-4.640680015,-14.5475841
501.2292668,1449,-4.714466905,-14.72219237
498.5980379,1451,-4.81610743,-14.60703225
496.6659436,1453,-4.539,-14.161
495.4575611,1455,-4.487091437,-14.24202466
492.0487239,1458,-4.647975972,-14.48555878
488.2205757,1462,-4.881,-13.70684517
484.3990051,1466,-3.952617979,-13.58328806
482.786561,1467,-4.490402811,-14.28889599
480.829697,1469,-4.264934323,-14.71447956
478.9992944,1471,-4.658,-14.518
477.4833862,1473,-4.383999004,-14.09428354
475.1479094,1475,-3.877298351,-13.494515
471.6243597,1478,-4.073,-13.5026551
468.4158376,1482,-4.457160054,-13.926512
467.6977661,1482,-4.563463648,-14.17067461
467.0938362,1483,-4.295033974,-14.22589672
466.5997788,1483,-4.011,-13.968
466.1259334,1484,-4.187707896,-14.48132818
465.0108478,1485,-4.117413248,-14.30036489
464.0755267,1486,-4.399,-13.81348561
461.1754094,1489,-4.325738719,-14.73515869
460.3048842,1490,-4.473297173,-15.15803833
458.6863327,1491,-4.421283705,-14.78404787
456.9538288,1493,-4.559,-14.335
455.245074,1495,-4.154006994,-14.31989922
451.9410363,1498,-4.568663012,-14.73063494
449.9819917,1500,-4.556642556,-14.96970855
447.3989828,1503,-4.287,-13.91593229
444.0629733,1506,-4.681919651,-14.6998901
442.5417966,1507,-4.225484107,-14.44359379
440.1623367,1510,-3.860290173,-13.94391456
439.0640335,1511,-3.754,-13.257
438.4944814,1512,-3.809257615,-13.26385232
436.6623939,1513,-2.928972777,-13.2283092
434.9514027,1515,-3.122506131,-13.60339179
433.3623167,1517,-3.185,-12.87174093
429.2650366,1521,-4.224515192,-14.15765763
427.7987653,1522,-4.420028503,-15.18571835
426.24237,1524,-4.774060324,-15.67939902
425.4415331,1525,-4.95,-15.347
424.4629496,1526,-4.53986814,-14.95815478
421.8780408,1528,-3.818959156,-14.1236799
420.6115868,1529,-3.967934448,-14.41595272
419.3819124,1531,-3.803,-13.21723536
416.7543388,1533,-3.295694992,-13.27735579
415.7682891,1534,-3.463142745,-13.4826753
414.3094023,1536,-3.683528748,-13.54188381
412.6865954,1537,-3.93,-13.161
411.2073978,1539,-4.284676762,-13.97422124
407.5639012,1542,-4.541240929,-14.73568405
404.9189419,1545,-4.604638992,-14.8741552
402.4987194,1548,-4.387,-13.94661929
398.1065682,1552,-3.778918164,-13.74554863
396.4410363,1554,-3.854180446,-14.27667718
395.1211157,1555,-4.125701575,-14.62618236
393.6834093,1556,-4.65,-14.604
392.3856975,1558,-4.907166777,-15.05050577
387.1441529,1563,-4.880507456,-15.13861671
385.9494215,1564,-4.981057087,-15.23410117
384.5781584,1565,-4.9,-14.36099277
381.7045406,1568,-4.208350965,-14.43539289
379.4450909,1571,-4.336980341,-14.28019725
377.5763466,1572,-4.036,-13.816
376.011586,1574,-3.82834013,-13.84930008
373.4606756,1577,-3.844208852,-13.89635628
