"","age_calBP","method","Temp"
"1636",597,"SA_min",-1.06
"1637",596,"SA_min",-1.07
"1638",595,"SA_min",-1
"1639",594,"SA_min",-1.21
"1640",593,"SA_min",-1.17
"1641",592,"SA_min",-1.11
"1642",591,"SA_min",-0.93
"1643",590,"SA_min",-0.99
"1644",589,"SA_min",-1.42
"1645",588,"SA_min",-0.96
"1646",587,"SA_min",-1.09
"1647",586,"SA_min",-1.17
"1648",585,"SA_min",-1.32
"1649",584,"SA_min",-1.14
"1650",583,"SA_min",-1.08
"1651",582,"SA_min",-0.74
"1652",581,"SA_min",-1.4
"1653",580,"SA_min",-1.02
"1654",579,"SA_min",-1.07
"1655",578,"SA_min",-1.07
"1656",577,"SA_min",-0.77
"1657",576,"SA_min",-1
"1658",575,"SA_min",-1.27
"1659",574,"SA_min",-1.06
"1660",573,"SA_min",-0.75
"1661",572,"SA_min",-1.17
"1662",571,"SA_min",-0.93
"1663",570,"SA_min",-1.16
"1664",569,"SA_min",-1.34
"1665",568,"SA_min",-1.3
"1666",567,"SA_min",-1.02
"1667",566,"SA_min",-1.22
"1668",565,"SA_min",-1.16
"1669",564,"SA_min",-1.37
"1670",563,"SA_min",-1.36
"1671",562,"SA_min",-1.06
"1672",561,"SA_min",-1.14
"1673",560,"SA_min",-1.45
"1674",559,"SA_min",-1.42
"1675",558,"SA_min",-1.41
"1676",557,"SA_min",-1.25
"1677",556,"SA_min",-1.47
"1678",555,"SA_min",-1.39
"1679",554,"SA_min",-1.32
"1680",553,"SA_min",-1.39
"1681",552,"SA_min",-1.4
"1682",551,"SA_min",-1.66
"1683",550,"SA_min",-1.26
"1684",549,"SA_min",-1.55
"1685",548,"SA_min",-1.74
"1686",547,"SA_min",-1.51
"1687",546,"SA_min",-1.66
"1688",545,"SA_min",-1.7
"1689",544,"SA_min",-1.12
"1690",543,"SA_min",-1.03
"1691",542,"SA_min",-1.25
"1692",541,"SA_min",-1.43
"1693",540,"SA_min",-1.54
"1694",539,"SA_min",-1.52
"1695",538,"SA_min",-1.59
"1696",537,"SA_min",-1.5
"1697",536,"SA_min",-1.63
"1698",535,"SA_min",-1.48
"1699",534,"SA_min",-1.45
"1700",533,"SA_min",-1.45
"1701",532,"SA_min",-1.42
"1702",531,"SA_min",-1.6
"1703",530,"SA_min",-1.38
"1704",529,"SA_min",-1.43
"1705",528,"SA_min",-1.41
"1706",527,"SA_min",-1.39
"1707",526,"SA_min",-1.46
"1708",525,"SA_min",-1.58
"1709",524,"SA_min",-1.29
"1710",523,"SA_min",-1.36
"1711",522,"SA_min",-1.29
"1712",521,"SA_min",-1.18
"1713",520,"SA_min",-1.41
"1714",519,"SA_min",-1.51
"1715",518,"SA_min",-1.33
"1716",517,"SA_min",-1.27
"1717",516,"SA_min",-1.3
"1718",515,"SA_min",-1.29
"1719",514,"SA_min",-1.41
"1720",513,"SA_min",-1.21
"1721",512,"SA_min",-1.27
"1722",511,"SA_min",-1.22
"1723",510,"SA_min",-1.52
"1724",509,"SA_min",-1.41
"1725",508,"SA_min",-1.55
"1726",507,"SA_min",-1.26
"1727",506,"SA_min",-1.32
"1728",505,"SA_min",-1.54
"1729",504,"SA_min",-1.67
"1730",503,"SA_min",-1.61
"1731",502,"SA_min",-1.52
"1732",501,"SA_min",-1.4
"1733",500,"SA_min",-1.36
"1734",499,"SA_min",-1.48
"1735",498,"SA_min",-1.1
"1736",497,"SA_min",-1.03
"1737",496,"SA_min",-1.3
"1738",495,"SA_min",-1.39
"1739",494,"SA_min",-1.68
"1740",493,"SA_min",-1.36
"1741",492,"SA_min",-1.42
"1742",491,"SA_min",-1.47
"1743",490,"SA_min",-1.43
"1744",489,"SA_min",-1.03
"1745",488,"SA_min",-1.1
"1746",487,"SA_min",-1.13
"1747",486,"SA_min",-1.14
"1748",485,"SA_min",-1.18
"1749",484,"SA_min",-1.16
"1750",483,"SA_min",-1.16
"1751",482,"SA_min",-1.07
"1752",481,"SA_min",-0.87
"1753",480,"SA_min",-0.78
"1754",479,"SA_min",-0.73
"1755",478,"SA_min",-0.72
"1756",477,"SA_min",-0.92
"1757",476,"SA_min",-0.79
"1758",475,"SA_min",-0.95
"1759",474,"SA_min",-0.94
"1760",473,"SA_min",-1.07
"1761",472,"SA_min",-1.27
"1762",471,"SA_min",-1.4
"1763",470,"SA_min",-1.1
"1764",469,"SA_min",-1.06
"1765",468,"SA_min",-1.15
"1766",467,"SA_min",-1.14
"1767",466,"SA_min",-0.95
"1768",465,"SA_min",-1.35
"1769",464,"SA_min",-1.28
"1770",463,"SA_min",-1.27
"1771",462,"SA_min",-1.2
"1772",461,"SA_min",-1.16
"1773",460,"SA_min",-1.5
"1774",459,"SA_min",-1.13
"1775",458,"SA_min",-1.54
"1776",457,"SA_min",-1.53
"1777",456,"SA_min",-1.33
"1778",455,"SA_min",-1.3
"1779",454,"SA_min",-1.19
"1780",453,"SA_min",-1.26
"1781",452,"SA_min",-1.26
"1782",451,"SA_min",-1.42
"1783",450,"SA_min",-1.19
"1784",449,"SA_min",-1.19
"1785",448,"SA_min",-1.09
"1786",447,"SA_min",-1.02
"1787",446,"SA_min",-0.95
"1788",445,"SA_min",-1.19
"1789",444,"SA_min",-0.98
"1790",443,"SA_min",-1.39
"1791",442,"SA_min",-1.22
"1792",441,"SA_min",-1.14
"1793",440,"SA_min",-1.4
"1794",439,"SA_min",-1.45
"1795",438,"SA_min",-1.24
"1796",437,"SA_min",-1.2
"1797",436,"SA_min",-1.1
"1798",435,"SA_min",-1.41
"1799",434,"SA_min",-0.98
"1800",433,"SA_min",-1.29
"1801",432,"SA_min",-1.3
"1802",431,"SA_min",-1.56
"1803",430,"SA_min",-1.33
"1804",429,"SA_min",-1.26
"1805",428,"SA_min",-1.33
"1806",427,"SA_min",-1.42
"1807",426,"SA_min",-1.27
"1808",425,"SA_min",-1.21
"1809",424,"SA_min",-1.4
"1810",423,"SA_min",-1.25
"1811",422,"SA_min",-0.93
"1812",421,"SA_min",-1.41
"1813",420,"SA_min",-1.7
"1814",419,"SA_min",-1.13
"1815",418,"SA_min",-1.08
"1816",417,"SA_min",-1.19
"1817",416,"SA_min",-1.21
"1818",415,"SA_min",-1.19
"1819",414,"SA_min",-1.17
"1820",413,"SA_min",-1.03
"1821",412,"SA_min",-1.1
"1822",411,"SA_min",-1.17
"1823",410,"SA_min",-1.07
"1824",409,"SA_min",-1.23
"1825",408,"SA_min",-1.06
"1826",407,"SA_min",-1.09
"1827",406,"SA_min",-0.95
"1828",405,"SA_min",-1.49
"1829",404,"SA_min",-1.21
"1830",403,"SA_min",-1.24
"1831",402,"SA_min",-1.07
"1832",401,"SA_min",-1.02
"1833",400,"SA_min",-1.04
"1834",399,"SA_min",-1.12
"1835",398,"SA_min",-1.08
"1836",397,"SA_min",-1.26
"1837",396,"SA_min",-1.4
"1838",395,"SA_min",-1.26
"1839",394,"SA_min",-1.17
"1840",393,"SA_min",-1.01
"1841",392,"SA_min",-1.01
"1842",391,"SA_min",-1
"1843",390,"SA_min",-1.02
"1844",389,"SA_min",-0.88
"1845",388,"SA_min",-1.25
"1846",387,"SA_min",-1.47
"1847",386,"SA_min",-1.56
"1848",385,"SA_min",-1.6
"1849",384,"SA_min",-1.39
"1850",383,"SA_min",-1.16
"1851",382,"SA_min",-0.78
"1852",381,"SA_min",-1.14
"1853",380,"SA_min",-1.46
"1854",379,"SA_min",-1.27
"1855",378,"SA_min",-1.03
"1856",377,"SA_min",-1.27
"1857",376,"SA_min",-1.15
"1858",375,"SA_min",-1.31
"1859",374,"SA_min",-1.25
"1860",373,"SA_min",-1.25
"1861",372,"SA_min",-1.33
"1862",371,"SA_min",-1.33
"1863",370,"SA_min",-1.11
"1864",369,"SA_min",-1.35
"1865",368,"SA_min",-1.4
"1866",367,"SA_min",-1.32
"1867",366,"SA_min",-1.21
"1868",365,"SA_min",-1.19
"1869",364,"SA_min",-1.08
"1870",363,"SA_min",-1.17
"1871",362,"SA_min",-1.11
"1872",361,"SA_min",-1.23
"1873",360,"SA_min",-1.27
"1874",359,"SA_min",-1.4
"1875",358,"SA_min",-1.61
"1876",357,"SA_min",-1.26
"1877",356,"SA_min",-1.37
"1878",355,"SA_min",-1.11
"1879",354,"SA_min",-1.1
"1880",353,"SA_min",-1.21
"1881",352,"SA_min",-1.08
"1882",351,"SA_min",-0.93
"1883",350,"SA_min",-0.94
"1884",349,"SA_min",-1.2
"1885",348,"SA_min",-1.22
"1886",347,"SA_min",-1.32
"1887",346,"SA_min",-1.16
"1888",345,"SA_min",-1.21
"1889",344,"SA_min",-1.37
"1890",343,"SA_min",-1.44
"1891",342,"SA_min",-1.26
"1892",341,"SA_min",-1.18
"1893",340,"SA_min",-1.31
"1894",339,"SA_min",-1.49
"1895",338,"SA_min",-1.54
"1896",337,"SA_min",-1.24
"1897",336,"SA_min",-1.35
"1898",335,"SA_min",-1.42
"1899",334,"SA_min",-1.32
"1900",333,"SA_min",-1.31
"1901",332,"SA_min",-1.32
"1902",331,"SA_min",-1.26
"1903",330,"SA_min",-1.13
"1904",329,"SA_min",-1.08
"1905",328,"SA_min",-1.03
"1906",327,"SA_min",-1.29
"1907",326,"SA_min",-1.25
"1908",325,"SA_min",-1.13
"1909",324,"SA_min",-1.27
"1910",323,"SA_min",-1.29
"1911",322,"SA_min",-1.2
"1912",321,"SA_min",-0.9
"1913",320,"SA_min",-0.87
"1914",319,"SA_min",-1.15
"1915",318,"SA_min",-1.22
"1916",317,"SA_min",-1.15
"1917",316,"SA_min",-1.06
"1918",315,"SA_min",-1.21
"1919",314,"SA_min",-1.25
"1920",313,"SA_min",-1.29
"1921",312,"SA_min",-1.18
"1922",311,"SA_min",-1.41
"1923",310,"SA_min",-1.23
"1924",309,"SA_min",-1.17
"1925",308,"SA_min",-1.36
"1926",307,"SA_min",-1.34
"1927",306,"SA_min",-1.52
"1928",305,"SA_min",-1.44
"1929",304,"SA_min",-1.37
"1930",303,"SA_min",-1.37
"1931",302,"SA_min",-1.13
"1932",301,"SA_min",-1.11
"1933",300,"SA_min",-1.34
"1934",299,"SA_min",-1.31
"1935",298,"SA_min",-1.04
"1936",297,"SA_min",-1.22
"1937",296,"SA_min",-1.44
"1938",295,"SA_min",-1.5
"1939",294,"SA_min",-1.67
"1940",293,"SA_min",-1.15
"1941",292,"SA_min",-1.32
"1942",291,"SA_min",-1.17
"1943",290,"SA_min",-1.31
"1944",289,"SA_min",-1.81
"1945",288,"SA_min",-1.17
"1946",287,"SA_min",-1.18
"1947",286,"SA_min",-1.39
"1948",285,"SA_min",-1.46
"1949",284,"SA_min",-1.28
"1950",283,"SA_min",-1.39
"1951",282,"SA_min",-1.45
"1952",281,"SA_min",-1.47
"1953",280,"SA_min",-1.4
"1954",279,"SA_min",-1.16
"1955",278,"SA_min",-1.16
"1956",277,"SA_min",-1.14
"1957",276,"SA_min",-1.52
"1958",275,"SA_min",-1.15
"1959",274,"SA_min",-1.12
"1960",273,"SA_min",-1.01
"1961",272,"SA_min",-1.07
"1962",271,"SA_min",-1.03
"1963",270,"SA_min",-1.23
"1964",269,"SA_min",-1.47
"1965",268,"SA_min",-1.16
"1966",267,"SA_min",-1.18
"1967",266,"SA_min",-1.14
"1968",265,"SA_min",-1.22
"1969",264,"SA_min",-1.12
"1970",263,"SA_min",-1.03
"1971",262,"SA_min",-1.08
"1972",261,"SA_min",-1.06
"1973",260,"SA_min",-1.29
"1974",259,"SA_min",-1.04
"1975",258,"SA_min",-1.36
"1976",257,"SA_min",-1.17
"1977",256,"SA_min",-1.16
"1978",255,"SA_min",-1.3
"1979",254,"SA_min",-1.32
"1980",253,"SA_min",-1.26
"1981",252,"SA_min",-1.29
"1982",251,"SA_min",-1.08
"1983",250,"SA_min",-1.19
"1984",249,"SA_min",-1.03
"1985",248,"SA_min",-0.93
"1986",247,"SA_min",-0.98
"1987",246,"SA_min",-1.06
"1988",245,"SA_min",-0.87
"1989",244,"SA_min",-1.07
"1990",243,"SA_min",-0.95
"1991",242,"SA_min",-1.07
"1992",241,"SA_min",-1.11
"1993",240,"SA_min",-0.81
"1994",239,"SA_min",-1
"1995",238,"SA_min",-1.19
"1996",237,"SA_min",-0.96
"1997",236,"SA_min",-0.6
"1998",235,"SA_min",-0.85
"1999",234,"SA_min",-0.85
"2000",233,"SA_min",-0.72
"2001",232,"SA_min",-0.99
"2002",231,"SA_min",-0.88
"2003",230,"SA_min",-0.62
"2004",229,"SA_min",-1.26
"2005",228,"SA_min",-1.14
"2006",227,"SA_min",-1.16
"2007",226,"SA_min",-0.79
"2008",225,"SA_min",-0.68
"2009",224,"SA_min",-0.78
"2010",223,"SA_min",-0.95
"2011",222,"SA_min",-1.16
"2012",221,"SA_min",-0.95
"2013",220,"SA_min",-0.78
"2014",219,"SA_min",-0.72
"2015",218,"SA_min",-1.12
"2016",217,"SA_min",-0.82
"2017",216,"SA_min",-0.9
"2018",215,"SA_min",-0.79
"2019",214,"SA_min",-1.18
"2020",213,"SA_min",-1.12
"2021",212,"SA_min",-0.95
"2022",211,"SA_min",-0.73
"2023",210,"SA_min",-0.97
"2024",209,"SA_min",-0.71
"2025",208,"SA_min",-0.91
"2026",207,"SA_min",-0.88
"2027",206,"SA_min",-0.8
"2028",205,"SA_min",-0.68
"2029",204,"SA_min",-0.79
"2030",203,"SA_min",-0.89
"2031",202,"SA_min",-0.51
"2032",201,"SA_min",-0.78
"2033",200,"SA_min",-0.91
"2034",199,"SA_min",-0.82
"2035",198,"SA_min",-0.65
"2036",197,"SA_min",-0.63
"2037",196,"SA_min",-0.6
"2038",195,"SA_min",-0.41
"2039",194,"SA_min",-0.4
"2040",193,"SA_min",-0.4
"2041",192,"SA_min",-0.49
"2042",191,"SA_min",-0.54
"2043",190,"SA_min",-0.6
"2044",189,"SA_min",-0.88
"2045",188,"SA_min",-0.65
"2046",187,"SA_min",-0.78
"2047",186,"SA_min",-0.78
"2048",185,"SA_min",-0.54
"2049",184,"SA_min",-0.95
"2050",183,"SA_min",-1.01
"2051",182,"SA_min",-0.78
"2052",181,"SA_min",-0.71
"2053",180,"SA_min",-0.91
"2054",179,"SA_min",-1.29
"2055",178,"SA_min",-1
"2056",177,"SA_min",-1.13
"2057",176,"SA_min",-1.23
"2058",175,"SA_min",-0.73
"2059",174,"SA_min",-0.76
"2060",173,"SA_min",-0.83
"2061",172,"SA_min",-0.99
"2062",171,"SA_min",-0.58
"2063",170,"SA_min",-0.44
"2064",169,"SA_min",-0.75
"2065",168,"SA_min",-0.93
"2066",167,"SA_min",-0.55
"2067",166,"SA_min",-0.8
"2068",165,"SA_min",-0.71
"2069",164,"SA_min",-0.85
"2070",163,"SA_min",-0.55
"2071",162,"SA_min",-0.96
"2072",161,"SA_min",-0.62
"2073",160,"SA_min",-0.68
"2074",159,"SA_min",-0.94
"2075",158,"SA_min",-0.78
"2076",157,"SA_min",-0.76
"2077",156,"SA_min",-0.87
"2078",155,"SA_min",-0.64
"2079",154,"SA_min",-0.75
"2080",153,"SA_min",-0.76
"2081",152,"SA_min",-0.77
"2082",151,"SA_min",-0.83
"2083",150,"SA_min",-1.24
"2084",149,"SA_min",-0.75
"2085",148,"SA_min",-0.84
"2086",147,"SA_min",-0.48
"2087",146,"SA_min",-0.95
"2088",145,"SA_min",-0.84
"2089",144,"SA_min",-0.7
"2090",143,"SA_min",-0.52
"2091",142,"SA_min",-0.25
"2092",141,"SA_min",-0.51
"2093",140,"SA_min",-0.78
"2094",139,"SA_min",-0.71
"2095",138,"SA_min",-0.93
"2096",137,"SA_min",-0.72
"2097",136,"SA_min",-0.6
"2098",135,"SA_min",-0.55
"2099",134,"SA_min",-0.57
"2100",133,"SA_min",-0.55
"2101",132,"SA_min",-0.78
"2102",131,"SA_min",-0.68
"2103",130,"SA_min",-0.96
"2104",129,"SA_min",-0.65
"2105",128,"SA_min",-0.7
"2106",127,"SA_min",-0.95
"2107",126,"SA_min",-1.06
"2108",125,"SA_min",-1.01
"2109",124,"SA_min",-1.23
"2110",123,"SA_min",-0.87
"2111",122,"SA_min",-1.07
"2112",121,"SA_min",-0.92
"2113",120,"SA_min",-0.72
"2114",119,"SA_min",-0.72
"2115",118,"SA_min",-0.72
"2116",117,"SA_min",-1.06
"2117",116,"SA_min",-1.02
"2118",115,"SA_min",-1.29
"2119",114,"SA_min",-1.12
"2120",113,"SA_min",-1
"2121",112,"SA_min",-1.44
"2122",111,"SA_min",-1.14
"2123",110,"SA_min",-1.29
"2124",109,"SA_min",-1.24
"2125",108,"SA_min",-1.27
"2126",107,"SA_min",-1.14
"2127",106,"SA_min",-1.23
"2128",105,"SA_min",-0.88
"2129",104,"SA_min",-1.34
"2130",103,"SA_min",-0.95
"2131",102,"SA_min",-0.77
"2132",101,"SA_min",-1.19
"2133",100,"SA_min",-1.19
"2134",99,"SA_min",-0.7
"2135",98,"SA_min",-1.23
"2136",97,"SA_min",-1.04
"2137",96,"SA_min",-1.11
"2138",95,"SA_min",-1.18
"2139",94,"SA_min",-1.08
"2140",93,"SA_min",-1.08
"2141",92,"SA_min",-1.16
"2142",91,"SA_min",-0.9
"2143",90,"SA_min",-0.97
"2144",89,"SA_min",-1.02
"2145",88,"SA_min",-1
"2146",87,"SA_min",-1.06
"2147",86,"SA_min",-1.16
"2148",85,"SA_min",-1.25
"2149",84,"SA_min",-0.99
"2150",83,"SA_min",-0.8
"2151",82,"SA_min",-1.23
"2152",81,"SA_min",-1.21
"2153",80,"SA_min",-1.37
"2154",79,"SA_min",-0.9
"2155",78,"SA_min",-1.16
"2156",77,"SA_min",-1.27
"2157",76,"SA_min",-1.3
"2158",75,"SA_min",-0.82
"2159",74,"SA_min",-1.04
"2160",73,"SA_min",-0.95
"2161",72,"SA_min",-0.98
"2162",71,"SA_min",-0.85
"2163",70,"SA_min",-1.3
"2164",69,"SA_min",-0.88
"2165",68,"SA_min",-1.09
"2166",67,"SA_min",-0.66
"2167",66,"SA_min",-0.83
"2168",65,"SA_min",-0.67
"2169",64,"SA_min",-1.15
"2170",63,"SA_min",-1.16
"2171",62,"SA_min",-1.11
"2172",61,"SA_min",-1.1
"2173",60,"SA_min",-1.3
"2174",59,"SA_min",-0.81
"2175",58,"SA_min",-1.1
"2176",57,"SA_min",-1.02
"2177",56,"SA_min",-0.81
"2178",55,"SA_min",-1.15
"2179",54,"SA_min",-1.27
"2180",53,"SA_min",-0.83
"2181",52,"SA_min",-0.78
"2182",51,"SA_min",-0.87
"2183",50,"SA_min",-0.81
"2184",49,"SA_min",-0.74
"2185",48,"SA_min",-0.48
"2186",47,"SA_min",-0.96
"2187",46,"SA_min",-1.37
"2188",45,"SA_min",-1.49
"2189",44,"SA_min",-0.81
"2190",43,"SA_min",-0.9
"2191",42,"SA_min",-1.2
"2192",41,"SA_min",-0.7
"2193",40,"SA_min",-1.23
"2194",39,"SA_min",-0.9
"2195",38,"SA_min",-0.99
"2196",37,"SA_min",-1.11
"2197",36,"SA_min",-0.66
"2198",35,"SA_min",-1.09
"2199",34,"SA_min",-1.2
"2200",33,"SA_min",-0.95
"2201",32,"SA_min",-0.95
"2202",31,"SA_min",-0.82
"2203",30,"SA_min",-0.68
"2204",29,"SA_min",-1.14
"2205",28,"SA_min",-0.95
"2206",27,"SA_min",-0.99
"2207",26,"SA_min",-0.98
"2208",25,"SA_min",-0.59
"2209",24,"SA_min",-0.79
"2210",23,"SA_min",-0.85
"2211",22,"SA_min",-0.99
"2212",21,"SA_min",-1.04
"2213",20,"SA_min",-0.78
"2214",19,"SA_min",-0.65
"2215",18,"SA_min",-0.4
"2216",17,"SA_min",-0.68
"2217",16,"SA_min",-0.97
"2218",15,"SA_min",-1.02
"2219",14,"SA_min",-1.28
"2220",13,"SA_min",-0.73
"2221",12,"SA_min",-0.94
"2222",11,"SA_min",-0.64
"2223",10,"SA_min",-1.06
"2224",9,"SA_min",-1.06
"2225",8,"SA_min",-0.9
"2226",7,"SA_min",-0.38
"2227",6,"SA_min",-0.34
"2228",5,"SA_min",0.03
"2229",4,"SA_min",-0.59
"2230",3,"SA_min",-0.49
"2231",2,"SA_min",-0.34
"2232",1,"SA_min",-0.42
"2233",0,"SA_min",-0.66
"2234",-1,"SA_min",-1.04
"2235",-2,"SA_min",-0.4
"2236",-3,"SA_min",-0.48
"2237",-4,"SA_min",-0.54
"2238",-5,"SA_min",-0.5
"2239",-6,"SA_min",-1.16
"2240",-7,"SA_min",-0.67
"2241",-8,"SA_min",-0.39
"2242",-9,"SA_min",-0.87
"2243",-10,"SA_min",-0.23
"2244",-11,"SA_min",-0.61
"2245",-12,"SA_min",-0.46
"2246",-13,"SA_min",-0.3
"2247",-14,"SA_min",-0.74
"2248",-15,"SA_min",-0.78
"2249",-16,"SA_min",-1.21
"2250",-17,"SA_min",-0.94
"2251",-18,"SA_min",-0.28
"2252",-19,"SA_min",-0.62
"2253",-20,"SA_min",-0.19
"2254",-21,"SA_min",-1.23
"2255",-22,"SA_min",-0.8
"2256",-23,"SA_min",-0.5
"2257",-24,"SA_min",-1.02
"2258",-25,"SA_min",-0.84
"2259",-26,"SA_min",-1.05
"2260",-27,"SA_min",-1
"2261",-28,"SA_min",-0.5
"2262",-29,"SA_min",-0.57
"2263",-30,"SA_min",-0.75
"2264",-31,"SA_min",-0.29
"2265",-32,"SA_min",-0.7
"2266",-33,"SA_min",-0.41
"2267",-34,"SA_min",0.05
"2268",-35,"SA_min",-0.54
"2269",-36,"SA_min",-0.19
"2270",-37,"SA_min",-0.26
"2271",-38,"SA_min",-0.37
"2272",-39,"SA_min",0.09
"2273",-40,"SA_min",0
"2274",-41,"SA_min",-0.29
"2275",-42,"SA_min",-0.69
"2276",-43,"SA_min",-0.5
"2277",-44,"SA_min",-0.58
"2278",-45,"SA_min",-0.52
"2279",1093,"SA_max",0.53
"2280",1092,"SA_max",0.58
"2281",1091,"SA_max",0.74
"2282",1090,"SA_max",0.43
"2283",1089,"SA_max",0.39
"2284",1088,"SA_max",0.61
"2285",1087,"SA_max",0.47
"2286",1086,"SA_max",0.96
"2287",1085,"SA_max",0.52
"2288",1084,"SA_max",0.49
"2289",1083,"SA_max",0.62
"2290",1082,"SA_max",0.61
"2291",1081,"SA_max",0.52
"2292",1080,"SA_max",0.53
"2293",1079,"SA_max",0.42
"2294",1078,"SA_max",0.24
"2295",1077,"SA_max",0.11
"2296",1076,"SA_max",0.22
"2297",1075,"SA_max",0.38
"2298",1074,"SA_max",0.17
"2299",1073,"SA_max",0.43
"2300",1072,"SA_max",0.64
"2301",1071,"SA_max",0.62
"2302",1070,"SA_max",0.67
"2303",1069,"SA_max",0.86
"2304",1068,"SA_max",0.74
"2305",1067,"SA_max",0.78
"2306",1066,"SA_max",0.76
"2307",1065,"SA_max",0.74
"2308",1064,"SA_max",0.9
"2309",1063,"SA_max",0.63
"2310",1062,"SA_max",1.12
"2311",1061,"SA_max",0.9
"2312",1060,"SA_max",0.44
"2313",1059,"SA_max",0.56
"2314",1058,"SA_max",0.73
"2315",1057,"SA_max",0.75
"2316",1056,"SA_max",0.7
"2317",1055,"SA_max",0.92
"2318",1054,"SA_max",0.98
"2319",1053,"SA_max",0.8
"2320",1052,"SA_max",0.79
"2321",1051,"SA_max",0.7
"2322",1050,"SA_max",0.71
"2323",1049,"SA_max",0.81
"2324",1048,"SA_max",0.55
"2325",1047,"SA_max",0.57
"2326",1046,"SA_max",0.84
"2327",1045,"SA_max",0.88
"2328",1044,"SA_max",1.02
"2329",1043,"SA_max",0.77
"2330",1042,"SA_max",0.78
"2331",1041,"SA_max",1.04
"2332",1040,"SA_max",0.61
"2333",1039,"SA_max",0.81
"2334",1038,"SA_max",0.65
"2335",1037,"SA_max",0.94
"2336",1036,"SA_max",0.51
"2337",1035,"SA_max",0.6
"2338",1034,"SA_max",0.76
"2339",1033,"SA_max",0.27
"2340",1032,"SA_max",0.54
"2341",1031,"SA_max",0.96
"2342",1030,"SA_max",0.68
"2343",1029,"SA_max",0.82
"2344",1028,"SA_max",0.81
"2345",1027,"SA_max",0.74
"2346",1026,"SA_max",0.83
"2347",1025,"SA_max",1.13
"2348",1024,"SA_max",0.77
"2349",1023,"SA_max",0.57
"2350",1022,"SA_max",0.77
"2351",1021,"SA_max",0.97
"2352",1020,"SA_max",0.99
"2353",1019,"SA_max",0.99
"2354",1018,"SA_max",0.78
"2355",1017,"SA_max",0.74
"2356",1016,"SA_max",1
"2357",1015,"SA_max",0.84
"2358",1014,"SA_max",0.83
"2359",1013,"SA_max",0.72
"2360",1012,"SA_max",0.86
"2361",1011,"SA_max",0.86
"2362",1010,"SA_max",1.04
"2363",1009,"SA_max",0.74
"2364",1008,"SA_max",0.66
"2365",1007,"SA_max",0.64
"2366",1006,"SA_max",0.76
"2367",1005,"SA_max",0.76
"2368",1004,"SA_max",0.43
"2369",1003,"SA_max",0.67
"2370",1002,"SA_max",0.82
"2371",1001,"SA_max",0.92
"2372",1000,"SA_max",1
"2373",999,"SA_max",0.98
"2374",998,"SA_max",0.58
"2375",997,"SA_max",0.57
"2376",996,"SA_max",0.89
"2377",995,"SA_max",0.73
"2378",994,"SA_max",0.67
"2379",993,"SA_max",0.38
"2380",992,"SA_max",0.52
"2381",991,"SA_max",0.4
"2382",990,"SA_max",0.38
"2383",989,"SA_max",0.45
"2384",988,"SA_max",0.44
"2385",987,"SA_max",0.72
"2386",986,"SA_max",0.41
"2387",985,"SA_max",0.23
"2388",984,"SA_max",0.18
"2389",983,"SA_max",0.4
"2390",982,"SA_max",0.87
"2391",981,"SA_max",0.82
"2392",980,"SA_max",0.64
"2393",979,"SA_max",0.43
"2394",978,"SA_max",0.11
"2395",977,"SA_max",0.47
"2396",976,"SA_max",0.44
"2397",975,"SA_max",0.44
"2398",974,"SA_max",0.52
"2399",973,"SA_max",0.79
"2400",972,"SA_max",0.33
"2401",971,"SA_max",0.33
"2402",970,"SA_max",0.64
"2403",969,"SA_max",0.63
"2404",968,"SA_max",0.3
"2405",967,"SA_max",0.02
"2406",966,"SA_max",0.21
"2407",965,"SA_max",0.23
"2408",964,"SA_max",0.62
"2409",963,"SA_max",0.33
"2410",962,"SA_max",0.39
"2411",961,"SA_max",0.67
"2412",960,"SA_max",0.14
"2413",959,"SA_max",0.14
"2414",958,"SA_max",0.12
"2415",957,"SA_max",0.1
"2416",956,"SA_max",0.22
"2417",955,"SA_max",0.52
"2418",954,"SA_max",0.8
"2419",953,"SA_max",0.55
"2420",952,"SA_max",0.85
"2421",951,"SA_max",0.3
"2422",950,"SA_max",0.15
"2423",949,"SA_max",0.55
"2424",948,"SA_max",0.79
"2425",947,"SA_max",0.83
"2426",946,"SA_max",0.75
"2427",945,"SA_max",0.51
"2428",944,"SA_max",0.68
"2429",943,"SA_max",0.4
"2430",942,"SA_max",0.26
"2431",941,"SA_max",0.4
"2432",940,"SA_max",0.3
"2433",939,"SA_max",0.42
"2434",938,"SA_max",0.42
"2435",937,"SA_max",0.42
"2436",936,"SA_max",0.52
"2437",935,"SA_max",0.24
"2438",934,"SA_max",0.22
"2439",933,"SA_max",0.86
"2440",932,"SA_max",0.29
"2441",931,"SA_max",0.3
"2442",930,"SA_max",0.54
"2443",929,"SA_max",0.27
"2444",928,"SA_max",0.8
"2445",927,"SA_max",0.8
"2446",926,"SA_max",0.25
"2447",925,"SA_max",0.53
"2448",924,"SA_max",0.27
"2449",923,"SA_max",0.52
"2450",922,"SA_max",0.27
"2451",921,"SA_max",0.25
"2452",920,"SA_max",0.5
"2453",919,"SA_max",0.52
"2454",918,"SA_max",0.55
"2455",917,"SA_max",0.77
"2456",916,"SA_max",0.77
"2457",915,"SA_max",0.81
"2458",914,"SA_max",0.82
"2459",913,"SA_max",0.86
"2460",912,"SA_max",0.69
"2461",911,"SA_max",0.47
