"","age_calBP","method","Temp"
"824",270,"SA_temp",-0.44
"825",269,"SA_temp",-0.68
"826",268,"SA_temp",-0.32
"827",267,"SA_temp",-0.37
"828",266,"SA_temp",-0.34
"829",265,"SA_temp",-0.43
"830",264,"SA_temp",-0.28
"831",263,"SA_temp",-0.25
"832",262,"SA_temp",-0.29
"833",261,"SA_temp",-0.27
"834",260,"SA_temp",-0.53
"835",259,"SA_temp",-0.24
"836",258,"SA_temp",-0.62
"837",257,"SA_temp",-0.38
"838",256,"SA_temp",-0.42
"839",255,"SA_temp",-0.55
"840",254,"SA_temp",-0.57
"841",253,"SA_temp",-0.47
"842",252,"SA_temp",-0.53
"843",251,"SA_temp",-0.18
"844",250,"SA_temp",-0.43
"845",249,"SA_temp",-0.28
"846",248,"SA_temp",-0.17
"847",247,"SA_temp",-0.2
"848",246,"SA_temp",-0.34
"849",245,"SA_temp",-0.17
"850",244,"SA_temp",-0.38
"851",243,"SA_temp",-0.26
"852",242,"SA_temp",-0.39
"853",241,"SA_temp",-0.43
"854",240,"SA_temp",-0.11
"855",239,"SA_temp",-0.32
"856",238,"SA_temp",-0.51
"857",237,"SA_temp",-0.28
"858",236,"SA_temp",0.08
"859",235,"SA_temp",-0.15
"860",234,"SA_temp",-0.15
"861",233,"SA_temp",0
"862",232,"SA_temp",-0.28
"863",231,"SA_temp",-0.14
"864",230,"SA_temp",0.07
"865",229,"SA_temp",-0.58
"866",228,"SA_temp",-0.43
"867",227,"SA_temp",-0.43
"868",226,"SA_temp",-0.04
"869",225,"SA_temp",0.03
"870",224,"SA_temp",0.02
"871",223,"SA_temp",-0.22
"872",222,"SA_temp",-0.45
"873",221,"SA_temp",-0.15
"874",220,"SA_temp",-0.04
"875",219,"SA_temp",0.04
"876",218,"SA_temp",-0.36
"877",217,"SA_temp",-0.08
"878",216,"SA_temp",-0.2
"879",215,"SA_temp",-0.1
"880",214,"SA_temp",-0.49
"881",213,"SA_temp",-0.43
"882",212,"SA_temp",-0.27
"883",211,"SA_temp",-0.02
"884",210,"SA_temp",-0.28
"885",209,"SA_temp",0.03
"886",208,"SA_temp",-0.13
"887",207,"SA_temp",-0.15
"888",206,"SA_temp",-0.09
"889",205,"SA_temp",0.07
"890",204,"SA_temp",-0.04
"891",203,"SA_temp",-0.06
"892",202,"SA_temp",0.3
"893",201,"SA_temp",-0.06
"894",200,"SA_temp",-0.21
"895",199,"SA_temp",-0.1
"896",198,"SA_temp",0.05
"897",197,"SA_temp",0.07
"898",196,"SA_temp",0.09
"899",195,"SA_temp",0.34
"900",194,"SA_temp",0.35
"901",193,"SA_temp",0.34
"902",192,"SA_temp",0.22
"903",191,"SA_temp",0.18
"904",190,"SA_temp",0.12
"905",189,"SA_temp",-0.19
"906",188,"SA_temp",0.04
"907",187,"SA_temp",-0.09
"908",186,"SA_temp",-0.09
"909",185,"SA_temp",0.15
"910",184,"SA_temp",-0.23
"911",183,"SA_temp",-0.3
"912",182,"SA_temp",-0.03
"913",181,"SA_temp",0
"914",180,"SA_temp",-0.18
"915",179,"SA_temp",-0.61
"916",178,"SA_temp",-0.3
"917",177,"SA_temp",-0.44
"918",176,"SA_temp",-0.51
"919",175,"SA_temp",-0.03
"920",174,"SA_temp",-0.04
"921",173,"SA_temp",-0.13
"922",172,"SA_temp",-0.28
"923",171,"SA_temp",0.19
"924",170,"SA_temp",0.26
"925",169,"SA_temp",-0.06
"926",168,"SA_temp",-0.22
"927",167,"SA_temp",0.16
"928",166,"SA_temp",-0.08
"929",165,"SA_temp",-0.01
"930",164,"SA_temp",-0.14
"931",163,"SA_temp",0.16
"932",162,"SA_temp",-0.24
"933",161,"SA_temp",0.09
"934",160,"SA_temp",0.05
"935",159,"SA_temp",-0.24
"936",158,"SA_temp",-0.06
"937",157,"SA_temp",-0.02
"938",156,"SA_temp",-0.18
"939",155,"SA_temp",0.05
"940",154,"SA_temp",-0.03
"941",153,"SA_temp",-0.04
"942",152,"SA_temp",-0.09
"943",151,"SA_temp",-0.14
"944",150,"SA_temp",-0.55
"945",149,"SA_temp",-0.07
"946",148,"SA_temp",-0.14
"947",147,"SA_temp",0.2
"948",146,"SA_temp",-0.23
"949",145,"SA_temp",-0.15
"950",144,"SA_temp",0.03
"951",143,"SA_temp",0.18
"952",142,"SA_temp",0.46
"953",141,"SA_temp",0.21
"954",140,"SA_temp",-0.05
"955",139,"SA_temp",0.02
"956",138,"SA_temp",-0.2
"957",137,"SA_temp",0.01
"958",136,"SA_temp",0.12
"959",135,"SA_temp",0.22
"960",134,"SA_temp",0.17
"961",133,"SA_temp",0.18
"962",132,"SA_temp",-0.05
"963",131,"SA_temp",0.07
"964",130,"SA_temp",-0.23
"965",129,"SA_temp",0.06
"966",128,"SA_temp",0.03
"967",127,"SA_temp",-0.24
"968",126,"SA_temp",-0.33
"969",125,"SA_temp",-0.32
"970",124,"SA_temp",-0.54
"971",123,"SA_temp",-0.21
"972",122,"SA_temp",-0.39
"973",121,"SA_temp",-0.26
"974",120,"SA_temp",-0.05
"975",119,"SA_temp",-0.05
"976",118,"SA_temp",-0.06
"977",117,"SA_temp",-0.37
"978",116,"SA_temp",-0.35
"979",115,"SA_temp",-0.62
"980",114,"SA_temp",-0.4
"981",113,"SA_temp",-0.28
"982",112,"SA_temp",-0.74
"983",111,"SA_temp",-0.45
"984",110,"SA_temp",-0.61
"985",109,"SA_temp",-0.55
"986",108,"SA_temp",-0.59
"987",107,"SA_temp",-0.46
"988",106,"SA_temp",-0.55
"989",105,"SA_temp",-0.21
"990",104,"SA_temp",-0.65
"991",103,"SA_temp",-0.27
"992",102,"SA_temp",-0.09
"993",101,"SA_temp",-0.51
"994",100,"SA_temp",-0.51
"995",99,"SA_temp",-0.02
"996",98,"SA_temp",-0.53
"997",97,"SA_temp",-0.36
"998",96,"SA_temp",-0.44
"999",95,"SA_temp",-0.49
"1000",94,"SA_temp",-0.4
"1001",93,"SA_temp",-0.41
"1002",92,"SA_temp",-0.47
"1003",91,"SA_temp",-0.23
"1004",90,"SA_temp",-0.27
"1005",89,"SA_temp",-0.3
"1006",88,"SA_temp",-0.33
"1007",87,"SA_temp",-0.35
"1008",86,"SA_temp",-0.47
"1009",85,"SA_temp",-0.53
"1010",84,"SA_temp",-0.3
"1011",83,"SA_temp",-0.1
"1012",82,"SA_temp",-0.54
"1013",81,"SA_temp",-0.51
"1014",80,"SA_temp",-0.66
"1015",79,"SA_temp",-0.21
"1016",78,"SA_temp",-0.46
"1017",77,"SA_temp",-0.55
"1018",76,"SA_temp",-0.58
"1019",75,"SA_temp",-0.15
"1020",74,"SA_temp",-0.34
"1021",73,"SA_temp",-0.27
"1022",72,"SA_temp",-0.21
"1023",71,"SA_temp",-0.15
"1024",70,"SA_temp",-0.63
"1025",69,"SA_temp",-0.18
"1026",68,"SA_temp",-0.41
"1027",67,"SA_temp",0
"1028",66,"SA_temp",-0.13
"1029",65,"SA_temp",0
"1030",64,"SA_temp",-0.45
"1031",63,"SA_temp",-0.49
"1032",62,"SA_temp",-0.42
"1033",61,"SA_temp",-0.4
"1034",60,"SA_temp",-0.59
"1035",59,"SA_temp",-0.13
"1036",58,"SA_temp",-0.48
"1037",57,"SA_temp",-0.41
"1038",56,"SA_temp",-0.19
"1039",55,"SA_temp",-0.59
"1040",54,"SA_temp",-0.66
"1041",53,"SA_temp",-0.27
"1042",52,"SA_temp",-0.18
"1043",51,"SA_temp",-0.29
"1044",50,"SA_temp",-0.11
"1045",49,"SA_temp",-0.18
"1046",48,"SA_temp",0.1
"1047",47,"SA_temp",-0.38
"1048",46,"SA_temp",-0.78
"1049",45,"SA_temp",-0.94
"1050",44,"SA_temp",-0.27
"1051",43,"SA_temp",-0.33
"1052",42,"SA_temp",-0.62
"1053",41,"SA_temp",-0.14
"1054",40,"SA_temp",-0.69
"1055",39,"SA_temp",-0.34
"1056",38,"SA_temp",-0.42
"1057",37,"SA_temp",-0.55
"1058",36,"SA_temp",-0.12
"1059",35,"SA_temp",-0.55
"1060",34,"SA_temp",-0.63
"1061",33,"SA_temp",-0.39
"1062",32,"SA_temp",-0.37
"1063",31,"SA_temp",-0.26
"1064",30,"SA_temp",-0.12
"1065",29,"SA_temp",-0.57
"1066",28,"SA_temp",-0.37
"1067",27,"SA_temp",-0.44
"1068",26,"SA_temp",-0.43
"1069",25,"SA_temp",-0.02
"1070",24,"SA_temp",-0.24
"1071",23,"SA_temp",-0.28
"1072",22,"SA_temp",-0.4
"1073",21,"SA_temp",-0.46
"1074",20,"SA_temp",-0.18
"1075",19,"SA_temp",-0.09
"1076",18,"SA_temp",0.16
"1077",17,"SA_temp",-0.13
"1078",16,"SA_temp",-0.42
"1079",15,"SA_temp",-0.47
"1080",14,"SA_temp",-0.69
"1081",13,"SA_temp",-0.17
"1082",12,"SA_temp",-0.4
"1083",11,"SA_temp",-0.05
"1084",10,"SA_temp",-0.48
"1085",9,"SA_temp",-0.51
"1086",8,"SA_temp",-0.33
"1087",7,"SA_temp",0.2
"1088",6,"SA_temp",0.24
"1089",5,"SA_temp",0.6
"1090",4,"SA_temp",-0.05
"1091",3,"SA_temp",0.05
"1092",2,"SA_temp",0.22
"1093",1,"SA_temp",0.13
"1094",0,"SA_temp",-0.04
"1095",-1,"SA_temp",-0.46
"1096",-2,"SA_temp",0.15
"1097",-3,"SA_temp",0.07
"1098",-4,"SA_temp",0.02
"1099",-5,"SA_temp",0.06
"1100",-6,"SA_temp",-0.6
"1101",-7,"SA_temp",-0.1
"1102",-8,"SA_temp",0.18
"1103",-9,"SA_temp",-0.32
"1104",-10,"SA_temp",0.33
"1105",-11,"SA_temp",-0.04
"1106",-12,"SA_temp",0.12
"1107",-13,"SA_temp",0.27
"1108",-14,"SA_temp",-0.16
"1109",-15,"SA_temp",-0.2
"1110",-16,"SA_temp",-0.62
"1111",-17,"SA_temp",-0.39
"1112",-18,"SA_temp",0.28
"1113",-19,"SA_temp",-0.07
"1114",-20,"SA_temp",0.37
"1115",-21,"SA_temp",-0.67
"1116",-22,"SA_temp",-0.2
"1117",-23,"SA_temp",0.05
"1118",-24,"SA_temp",-0.46
"1119",-25,"SA_temp",-0.28
"1120",-26,"SA_temp",-0.51
"1121",-27,"SA_temp",-0.44
"1122",-28,"SA_temp",0.07
"1123",-29,"SA_temp",0
"1124",-30,"SA_temp",-0.18
"1125",-31,"SA_temp",0.27
"1126",-32,"SA_temp",-0.12
"1127",-33,"SA_temp",0.16
"1128",-34,"SA_temp",0.63
"1129",-35,"SA_temp",0.05
"1130",-36,"SA_temp",0.35
"1131",-37,"SA_temp",0.3
"1132",-38,"SA_temp",0.2
"1133",-39,"SA_temp",0.66
"1134",-40,"SA_temp",0.55
"1135",-41,"SA_temp",0.3
"1136",-42,"SA_temp",-0.15
"1137",-43,"SA_temp",0.03
"1138",-44,"SA_temp",-0.05
"1139",-45,"SA_temp",0.02
"1140",1093,"SA_min",-1.12
"1141",1092,"SA_min",-1
"1142",1091,"SA_min",-0.88
"1143",1090,"SA_min",-1.19
"1144",1089,"SA_min",-1.22
"1145",1088,"SA_min",-0.98
"1146",1087,"SA_min",-1.21
"1147",1086,"SA_min",-0.8
"1148",1085,"SA_min",-1.16
"1149",1084,"SA_min",-1.25
"1150",1083,"SA_min",-1.25
"1151",1082,"SA_min",-1.26
"1152",1081,"SA_min",-1.29
"1153",1080,"SA_min",-1.25
"1154",1079,"SA_min",-1.28
"1155",1078,"SA_min",-1.36
"1156",1077,"SA_min",-1.49
"1157",1076,"SA_min",-1.4
"1158",1075,"SA_min",-1.18
"1159",1074,"SA_min",-1.58
"1160",1073,"SA_min",-1.13
"1161",1072,"SA_min",-0.95
"1162",1071,"SA_min",-1.08
"1163",1070,"SA_min",-1.03
"1164",1069,"SA_min",-0.72
"1165",1068,"SA_min",-0.86
"1166",1067,"SA_min",-0.83
"1167",1066,"SA_min",-0.84
"1168",1065,"SA_min",-0.85
"1169",1064,"SA_min",-0.66
"1170",1063,"SA_min",-1.06
"1171",1062,"SA_min",-0.49
"1172",1061,"SA_min",-0.82
"1173",1060,"SA_min",-1.2
"1174",1059,"SA_min",-1.01
"1175",1058,"SA_min",-0.84
"1176",1057,"SA_min",-0.84
"1177",1056,"SA_min",-1.03
"1178",1055,"SA_min",-0.63
"1179",1054,"SA_min",-0.65
"1180",1053,"SA_min",-0.82
"1181",1052,"SA_min",-0.83
"1182",1051,"SA_min",-1.06
"1183",1050,"SA_min",-1.05
"1184",1049,"SA_min",-0.81
"1185",1048,"SA_min",-1.13
"1186",1047,"SA_min",-1.12
"1187",1046,"SA_min",-0.72
"1188",1045,"SA_min",-0.75
"1189",1044,"SA_min",-0.55
"1190",1043,"SA_min",-0.84
"1191",1042,"SA_min",-0.84
"1192",1041,"SA_min",-0.61
"1193",1040,"SA_min",-1.11
"1194",1039,"SA_min",-0.79
"1195",1038,"SA_min",-0.96
"1196",1037,"SA_min",-0.72
"1197",1036,"SA_min",-1.08
"1198",1035,"SA_min",-0.97
"1199",1034,"SA_min",-0.96
"1200",1033,"SA_min",-1.38
"1201",1032,"SA_min",-1.15
"1202",1031,"SA_min",-0.64
"1203",1030,"SA_min",-0.92
"1204",1029,"SA_min",-0.74
"1205",1028,"SA_min",-0.82
"1206",1027,"SA_min",-1.02
"1207",1026,"SA_min",-0.8
"1208",1025,"SA_min",-0.45
"1209",1024,"SA_min",-0.88
"1210",1023,"SA_min",-1.37
"1211",1022,"SA_min",-0.96
"1212",1021,"SA_min",-0.74
"1213",1020,"SA_min",-0.74
"1214",1019,"SA_min",-0.74
"1215",1018,"SA_min",-0.97
"1216",1017,"SA_min",-0.98
"1217",1016,"SA_min",-0.72
"1218",1015,"SA_min",-0.81
"1219",1014,"SA_min",-0.82
"1220",1013,"SA_min",-1.26
"1221",1012,"SA_min",-0.79
"1222",1011,"SA_min",-0.79
"1223",1010,"SA_min",-0.58
"1224",1009,"SA_min",-0.9
"1225",1008,"SA_min",-0.97
"1226",1007,"SA_min",-0.98
"1227",1006,"SA_min",-0.87
"1228",1005,"SA_min",-0.87
"1229",1004,"SA_min",-1.29
"1230",1003,"SA_min",-0.96
"1231",1002,"SA_min",-1.22
"1232",1001,"SA_min",-0.76
"1233",1000,"SA_min",-0.73
"1234",999,"SA_min",-0.75
"1235",998,"SA_min",-1.01
"1236",997,"SA_min",-1.02
"1237",996,"SA_min",-0.68
"1238",995,"SA_min",-0.82
"1239",994,"SA_min",-0.88
"1240",993,"SA_min",-1.48
"1241",992,"SA_min",-1.07
"1242",991,"SA_min",-1.17
"1243",990,"SA_min",-1.19
"1244",989,"SA_min",-1.15
"1245",988,"SA_min",-1.16
"1246",987,"SA_min",-0.89
"1247",986,"SA_min",-1.2
"1248",985,"SA_min",-1.36
"1249",984,"SA_min",-1.45
"1250",983,"SA_min",-1.39
"1251",982,"SA_min",-1.04
"1252",981,"SA_min",-1.07
"1253",980,"SA_min",-1.12
"1254",979,"SA_min",-1.28
"1255",978,"SA_min",-1.47
"1256",977,"SA_min",-1.2
"1257",976,"SA_min",-1.22
"1258",975,"SA_min",-1.23
"1259",974,"SA_min",-1.2
"1260",973,"SA_min",-0.9
"1261",972,"SA_min",-1.3
"1262",971,"SA_min",-1.3
"1263",970,"SA_min",-1.02
"1264",969,"SA_min",-1.04
"1265",968,"SA_min",-1.35
"1266",967,"SA_min",-1.78
"1267",966,"SA_min",-1.39
"1268",965,"SA_min",-1.37
"1269",964,"SA_min",-1.02
"1270",963,"SA_min",-1.29
"1271",962,"SA_min",-1.25
"1272",961,"SA_min",-0.97
"1273",960,"SA_min",-1.43
"1274",959,"SA_min",-1.43
"1275",958,"SA_min",-1.45
"1276",957,"SA_min",-1.47
"1277",956,"SA_min",-1.36
"1278",955,"SA_min",-1.11
"1279",954,"SA_min",-0.86
"1280",953,"SA_min",-1.17
"1281",952,"SA_min",-1.16
"1282",951,"SA_min",-1.3
"1283",950,"SA_min",-1.68
"1284",949,"SA_min",-1.16
"1285",948,"SA_min",-0.85
"1286",947,"SA_min",-0.81
"1287",946,"SA_min",-0.87
"1288",945,"SA_min",-1.18
"1289",944,"SA_min",-0.95
"1290",943,"SA_min",-1.26
"1291",942,"SA_min",-1.65
"1292",941,"SA_min",-1.26
"1293",940,"SA_min",-1.32
"1294",939,"SA_min",-1.24
"1295",938,"SA_min",-1.24
"1296",937,"SA_min",-1.24
"1297",936,"SA_min",-1.09
"1298",935,"SA_min",-1.36
"1299",934,"SA_min",-1.38
"1300",933,"SA_min",-1
"1301",932,"SA_min",-1.39
"1302",931,"SA_min",-1.36
"1303",930,"SA_min",-1.12
"1304",929,"SA_min",-1.42
"1305",928,"SA_min",-1.01
"1306",927,"SA_min",-1.01
"1307",926,"SA_min",-1.42
"1308",925,"SA_min",-1.12
"1309",924,"SA_min",-1.37
"1310",923,"SA_min",-1.12
"1311",922,"SA_min",-1.4
"1312",921,"SA_min",-1.42
"1313",920,"SA_min",-1.18
"1314",919,"SA_min",-1.17
"1315",918,"SA_min",-1.31
"1316",917,"SA_min",-1.01
"1317",916,"SA_min",-1.01
"1318",915,"SA_min",-0.96
"1319",914,"SA_min",-0.92
"1320",913,"SA_min",-0.86
"1321",912,"SA_min",-0.93
"1322",911,"SA_min",-1.2
"1323",910,"SA_min",-1.25
"1324",909,"SA_min",-0.97
"1325",908,"SA_min",-1.25
"1326",907,"SA_min",-0.97
"1327",906,"SA_min",-1.01
"1328",905,"SA_min",-1.11
"1329",904,"SA_min",-0.8
"1330",903,"SA_min",-1.15
"1331",902,"SA_min",-1.15
"1332",901,"SA_min",-1.16
"1333",900,"SA_min",-0.86
"1334",899,"SA_min",-1.16
"1335",898,"SA_min",-1.19
"1336",897,"SA_min",-0.7
"1337",896,"SA_min",-0.82
"1338",895,"SA_min",-0.79
"1339",894,"SA_min",-1.07
"1340",893,"SA_min",-0.76
"1341",892,"SA_min",-0.61
"1342",891,"SA_min",-1.12
"1343",890,"SA_min",-0.83
"1344",889,"SA_min",-0.96
"1345",888,"SA_min",-0.96
"1346",887,"SA_min",-1.1
"1347",886,"SA_min",-0.81
"1348",885,"SA_min",-1.37
"1349",884,"SA_min",-1.14
"1350",883,"SA_min",-0.76
"1351",882,"SA_min",-0.96
"1352",881,"SA_min",-1.35
"1353",880,"SA_min",-1.09
"1354",879,"SA_min",-1.28
"1355",878,"SA_min",-1.01
"1356",877,"SA_min",-1.17
"1357",876,"SA_min",-1.39
"1358",875,"SA_min",-1.64
"1359",874,"SA_min",-1.05
"1360",873,"SA_min",-0.89
"1361",872,"SA_min",-1.17
"1362",871,"SA_min",-1.09
"1363",870,"SA_min",-0.8
"1364",869,"SA_min",-0.83
"1365",868,"SA_min",-0.83
"1366",867,"SA_min",-0.89
"1367",866,"SA_min",-0.69
"1368",865,"SA_min",-0.71
"1369",864,"SA_min",-0.69
"1370",863,"SA_min",-0.72
"1371",862,"SA_min",-1.04
"1372",861,"SA_min",-1.33
"1373",860,"SA_min",-1.04
"1374",859,"SA_min",-1.33
"1375",858,"SA_min",-0.96
"1376",857,"SA_min",-0.83
"1377",856,"SA_min",-1.48
"1378",855,"SA_min",-1.27
"1379",854,"SA_min",-1.02
"1380",853,"SA_min",-0.97
"1381",852,"SA_min",-1
"1382",851,"SA_min",-0.95
"1383",850,"SA_min",-1.12
"1384",849,"SA_min",-1.27
"1385",848,"SA_min",-1.38
"1386",847,"SA_min",-0.92
"1387",846,"SA_min",-0.93
"1388",845,"SA_min",-0.99
"1389",844,"SA_min",-1.01
"1390",843,"SA_min",-1.19
"1391",842,"SA_min",-1.45
"1392",841,"SA_min",-0.83
"1393",840,"SA_min",-0.98
"1394",839,"SA_min",-1.25
"1395",838,"SA_min",-1.06
"1396",837,"SA_min",-1.1
"1397",836,"SA_min",-1.19
"1398",835,"SA_min",-1.16
"1399",834,"SA_min",-1.58
"1400",833,"SA_min",-1.31
"1401",832,"SA_min",-1.26
"1402",831,"SA_min",-1.19
"1403",830,"SA_min",-1.08
"1404",829,"SA_min",-1.04
"1405",828,"SA_min",-1.06
"1406",827,"SA_min",-1.26
"1407",826,"SA_min",-1.08
"1408",825,"SA_min",-1.25
"1409",824,"SA_min",-1.25
"1410",823,"SA_min",-1.41
"1411",822,"SA_min",-1.65
"1412",821,"SA_min",-1.45
"1413",820,"SA_min",-1.35
"1414",819,"SA_min",-1.38
"1415",818,"SA_min",-1.43
"1416",817,"SA_min",-1.69
"1417",816,"SA_min",-1.44
"1418",815,"SA_min",-1.43
"1419",814,"SA_min",-1.24
"1420",813,"SA_min",-1.7
"1421",812,"SA_min",-1.44
"1422",811,"SA_min",-1.83
"1423",810,"SA_min",-1.63
"1424",809,"SA_min",-1.41
"1425",808,"SA_min",-1.51
"1426",807,"SA_min",-1.29
"1427",806,"SA_min",-1.67
"1428",805,"SA_min",-1.3
"1429",804,"SA_min",-1.16
"1430",803,"SA_min",-1.31
"1431",802,"SA_min",-1.04
"1432",801,"SA_min",-0.78
"1433",800,"SA_min",-1.17
"1434",799,"SA_min",-0.85
"1435",798,"SA_min",-0.9
"1436",797,"SA_min",-1.05
"1437",796,"SA_min",-0.81
"1438",795,"SA_min",-0.97
"1439",794,"SA_min",-1.45
"1440",793,"SA_min",-1.18
"1441",792,"SA_min",-0.94
"1442",791,"SA_min",-0.75
"1443",790,"SA_min",-0.61
"1444",789,"SA_min",-0.15
"1445",788,"SA_min",-0.53
"1446",787,"SA_min",-1.23
"1447",786,"SA_min",-0.62
"1448",785,"SA_min",-0.99
"1449",784,"SA_min",-0.96
"1450",783,"SA_min",-0.96
"1451",782,"SA_min",-0.77
"1452",781,"SA_min",-1.11
"1453",780,"SA_min",-0.94
"1454",779,"SA_min",-0.94
"1455",778,"SA_min",-0.87
"1456",777,"SA_min",-0.87
"1457",776,"SA_min",-0.86
"1458",775,"SA_min",-1.09
"1459",774,"SA_min",-0.41
"1460",773,"SA_min",-0.42
"1461",772,"SA_min",-0.57
"1462",771,"SA_min",-0.8
"1463",770,"SA_min",-1.09
"1464",769,"SA_min",-0.63
"1465",768,"SA_min",-0.79
"1466",767,"SA_min",-0.8
"1467",766,"SA_min",-0.73
"1468",765,"SA_min",-0.52
"1469",764,"SA_min",-0.49
"1470",763,"SA_min",-0.9
"1471",762,"SA_min",-1.18
"1472",761,"SA_min",-0.94
"1473",760,"SA_min",-0.82
"1474",759,"SA_min",-0.56
"1475",758,"SA_min",-0.77
"1476",757,"SA_min",-1
"1477",756,"SA_min",-0.65
"1478",755,"SA_min",-0.5
"1479",754,"SA_min",-0.43
"1480",753,"SA_min",-1.32
"1481",752,"SA_min",-0.68
"1482",751,"SA_min",-0.5
"1483",750,"SA_min",-0.46
"1484",749,"SA_min",-0.82
"1485",748,"SA_min",-1.44
"1486",747,"SA_min",-1.45
"1487",746,"SA_min",-0.76
"1488",745,"SA_min",-0.25
"1489",744,"SA_min",-0.78
"1490",743,"SA_min",-0.55
"1491",742,"SA_min",-0.85
"1492",741,"SA_min",-1.21
"1493",740,"SA_min",-1.14
"1494",739,"SA_min",-0.95
"1495",738,"SA_min",-1.36
"1496",737,"SA_min",-1.47
"1497",736,"SA_min",-1.09
"1498",735,"SA_min",-1.18
"1499",734,"SA_min",-0.56
"1500",733,"SA_min",-0.95
"1501",732,"SA_min",-0.4
"1502",731,"SA_min",-1.09
"1503",730,"SA_min",-0.8
"1504",729,"SA_min",-0.72
"1505",728,"SA_min",-0.68
"1506",727,"SA_min",-0.63
"1507",726,"SA_min",-0.84
"1508",725,"SA_min",-0.63
"1509",724,"SA_min",-0.52
"1510",723,"SA_min",-0.96
"1511",722,"SA_min",-0.76
"1512",721,"SA_min",-0.88
"1513",720,"SA_min",-0.77
"1514",719,"SA_min",-0.71
"1515",718,"SA_min",-0.63
"1516",717,"SA_min",-0.73
"1517",716,"SA_min",-0.79
"1518",715,"SA_min",-0.73
"1519",714,"SA_min",-0.43
"1520",713,"SA_min",-0.64
"1521",712,"SA_min",-0.74
"1522",711,"SA_min",-0.89
"1523",710,"SA_min",-0.63
"1524",709,"SA_min",-1.2
"1525",708,"SA_min",-1.23
"1526",707,"SA_min",-0.73
"1527",706,"SA_min",-0.75
"1528",705,"SA_min",-0.93
"1529",704,"SA_min",-0.61
"1530",703,"SA_min",-0.91
"1531",702,"SA_min",-1.27
"1532",701,"SA_min",-0.9
"1533",700,"SA_min",-0.75
"1534",699,"SA_min",-0.9
"1535",698,"SA_min",-1.03
"1536",697,"SA_min",-0.69
"1537",696,"SA_min",-0.58
"1538",695,"SA_min",-0.52
"1539",694,"SA_min",-0.47
"1540",693,"SA_min",-0.79
"1541",692,"SA_min",-0.85
"1542",691,"SA_min",-0.51
"1543",690,"SA_min",-0.66
"1544",689,"SA_min",-0.51
"1545",688,"SA_min",-0.68
"1546",687,"SA_min",-0.68
"1547",686,"SA_min",-0.67
"1548",685,"SA_min",-0.77
"1549",684,"SA_min",-0.62
"1550",683,"SA_min",-0.62
"1551",682,"SA_min",-0.86
"1552",681,"SA_min",-0.78
"1553",680,"SA_min",-0.74
"1554",679,"SA_min",-0.88
"1555",678,"SA_min",-1.05
"1556",677,"SA_min",-0.92
"1557",676,"SA_min",-1.2
"1558",675,"SA_min",-0.76
"1559",674,"SA_min",-0.81
"1560",673,"SA_min",-1.13
"1561",672,"SA_min",-0.76
"1562",671,"SA_min",-0.58
"1563",670,"SA_min",-0.51
"1564",669,"SA_min",-0.96
"1565",668,"SA_min",-0.8
"1566",667,"SA_min",-0.69
"1567",666,"SA_min",-0.62
"1568",665,"SA_min",-0.72
"1569",664,"SA_min",-0.82
"1570",663,"SA_min",-0.78
"1571",662,"SA_min",-0.77
"1572",661,"SA_min",-1.14
"1573",660,"SA_min",-1.24
"1574",659,"SA_min",-1
"1575",658,"SA_min",-0.67
"1576",657,"SA_min",-0.85
"1577",656,"SA_min",-0.54
"1578",655,"SA_min",-0.63
"1579",654,"SA_min",-0.82
"1580",653,"SA_min",-0.8
"1581",652,"SA_min",-0.76
"1582",651,"SA_min",-0.78
"1583",650,"SA_min",-0.83
"1584",649,"SA_min",-0.83
"1585",648,"SA_min",-0.85
"1586",647,"SA_min",-0.77
"1587",646,"SA_min",-0.85
"1588",645,"SA_min",-0.77
"1589",644,"SA_min",-0.68
"1590",643,"SA_min",-0.63
"1591",642,"SA_min",-0.59
"1592",641,"SA_min",-0.87
"1593",640,"SA_min",-1
"1594",639,"SA_min",-0.91
"1595",638,"SA_min",-0.63
"1596",637,"SA_min",-1.26
"1597",636,"SA_min",-0.87
"1598",635,"SA_min",-1.06
"1599",634,"SA_min",-0.82
"1600",633,"SA_min",-0.68
"1601",632,"SA_min",-0.91
"1602",631,"SA_min",-0.71
"1603",630,"SA_min",-0.87
"1604",629,"SA_min",-0.78
"1605",628,"SA_min",-0.89
"1606",627,"SA_min",-0.72
"1607",626,"SA_min",-0.94
"1608",625,"SA_min",-0.95
"1609",624,"SA_min",-0.41
"1610",623,"SA_min",-0.57
"1611",622,"SA_min",-0.89
"1612",621,"SA_min",-0.59
"1613",620,"SA_min",-0.74
"1614",619,"SA_min",-0.67
"1615",618,"SA_min",-0.71
"1616",617,"SA_min",-0.74
"1617",616,"SA_min",-0.55
"1618",615,"SA_min",-1.24
"1619",614,"SA_min",-0.78
"1620",613,"SA_min",-0.6
"1621",612,"SA_min",-1.02
"1622",611,"SA_min",-0.43
"1623",610,"SA_min",-0.33
"1624",609,"SA_min",-0.55
"1625",608,"SA_min",-0.6
"1626",607,"SA_min",-0.77
"1627",606,"SA_min",-0.7
"1628",605,"SA_min",-0.87
"1629",604,"SA_min",-0.78
"1630",603,"SA_min",-0.71
"1631",602,"SA_min",-0.81
"1632",601,"SA_min",-0.9
"1633",600,"SA_min",-0.66
"1634",599,"SA_min",-0.72
"1635",598,"SA_min",-1.08
