"","years_AD","age_calBP","d13C","core","long","lat","d18O"
"1",2015,-65,-9999,"ubaque",-73.935,4.499,NA
"2",2004,-54,-9999,"ubaque",-73.935,4.499,NA
"3",1993,-43,-9999,"ubaque",-73.935,4.499,NA
"4",1982,-32,-9999,"ubaque",-73.935,4.499,NA
"5",1971,-21,-25.97,"ubaque",-73.935,4.499,NA
"6",1961,-11,-25.75,"ubaque",-73.935,4.499,NA
"7",1950,0,-25.54,"ubaque",-73.935,4.499,NA
"8",1939,11,-25.32,"ubaque",-73.935,4.499,NA
"9",1929,21,-25.25,"ubaque",-73.935,4.499,NA
"10",1919,31,-25.65,"ubaque",-73.935,4.499,NA
"11",1908,42,-26.05,"ubaque",-73.935,4.499,NA
"12",1897,53,-26.45,"ubaque",-73.935,4.499,NA
"13",1887,63,-27.01,"ubaque",-73.935,4.499,NA
"14",1877,73,-28.04,"ubaque",-73.935,4.499,NA
"15",1868,82,-29.07,"ubaque",-73.935,4.499,NA
"16",1856,94,-30.1,"ubaque",-73.935,4.499,NA
"17",1847,103,-30.86,"ubaque",-73.935,4.499,NA
"18",1837,113,-30.82,"ubaque",-73.935,4.499,NA
"19",1827,123,-30.77,"ubaque",-73.935,4.499,NA
"20",1817,133,-30.73,"ubaque",-73.935,4.499,NA
"21",1806,144,-30.68,"ubaque",-73.935,4.499,NA
"22",1798,152,-30.64,"ubaque",-73.935,4.499,NA
"23",1789,161,-30.59,"ubaque",-73.935,4.499,NA
"24",1778,172,-30.55,"ubaque",-73.935,4.499,NA
"25",1768,182,-30.5,"ubaque",-73.935,4.499,NA
"26",1758,192,-30.43,"ubaque",-73.935,4.499,NA
"27",1748,202,-30.26,"ubaque",-73.935,4.499,NA
"28",1739,211,-30.09,"ubaque",-73.935,4.499,NA
"29",1728,222,-29.92,"ubaque",-73.935,4.499,NA
"30",1720,230,-29.86,"ubaque",-73.935,4.499,NA
"31",1709,241,-30.12,"ubaque",-73.935,4.499,NA
"32",1699,251,-30.38,"ubaque",-73.935,4.499,NA
"33",1689,261,-30.64,"ubaque",-73.935,4.499,NA
"34",1680,270,-30.99,"ubaque",-73.935,4.499,NA
"35",1671,279,-31.59,"ubaque",-73.935,4.499,NA
"36",1661,289,-32.2,"ubaque",-73.935,4.499,NA
"37",1651,299,-32.8,"ubaque",-73.935,4.499,NA
"38",1641,309,-33.23,"ubaque",-73.935,4.499,NA
"39",1630,320,-33.11,"ubaque",-73.935,4.499,NA
"40",1621,329,-32.99,"ubaque",-73.935,4.499,NA
"41",1609,341,-32.87,"ubaque",-73.935,4.499,NA
"42",1599,351,-32.65,"ubaque",-73.935,4.499,NA
"43",1586,364,-32.11,"ubaque",-73.935,4.499,NA
"44",1568,382,-31.58,"ubaque",-73.935,4.499,NA
"45",1548,402,-31.05,"ubaque",-73.935,4.499,NA
"46",1537,413,-30.67,"ubaque",-73.935,4.499,NA
"47",1529,421,-30.79,"ubaque",-73.935,4.499,NA
"48",1521,429,-30.9,"ubaque",-73.935,4.499,NA
"49",1514,436,-31.01,"ubaque",-73.935,4.499,NA
"50",1509,441,-31.08,"ubaque",-73.935,4.499,NA
"51",1502,448,-31.06,"ubaque",-73.935,4.499,NA
"52",1496,454,-31.03,"ubaque",-73.935,4.499,NA
"53",1490,460,-31.01,"ubaque",-73.935,4.499,NA
"54",1484,466,-30.99,"ubaque",-73.935,4.499,NA
"55",1479,471,-30.76,"ubaque",-73.935,4.499,NA
"56",1472,478,-29.94,"ubaque",-73.935,4.499,NA
"57",1467,483,-29.11,"ubaque",-73.935,4.499,NA
"58",1462,488,-28.29,"ubaque",-73.935,4.499,NA
"59",1456,494,-27.46,"ubaque",-73.935,4.499,NA
"60",1451,499,-26.86,"ubaque",-73.935,4.499,NA
"61",1446,504,-26.91,"ubaque",-73.935,4.499,NA
"62",1442,508,-26.97,"ubaque",-73.935,4.499,NA
"63",1438,512,-27.03,"ubaque",-73.935,4.499,NA
"64",1434,516,-27.09,"ubaque",-73.935,4.499,NA
"65",1429,521,-27.08,"ubaque",-73.935,4.499,NA
"66",1423,527,-26.86,"ubaque",-73.935,4.499,NA
"67",1419,531,-26.64,"ubaque",-73.935,4.499,NA
"68",1415,535,-26.42,"ubaque",-73.935,4.499,NA
"69",1410,540,-26.2,"ubaque",-73.935,4.499,NA
"70",1404,546,-25.94,"ubaque",-73.935,4.499,NA
"71",1399,551,-25.55,"ubaque",-73.935,4.499,NA
"72",1394,556,-25.16,"ubaque",-73.935,4.499,NA
"73",1388,562,-24.77,"ubaque",-73.935,4.499,NA
"74",1383,567,-24.38,"ubaque",-73.935,4.499,NA
"75",1378,572,-24.21,"ubaque",-73.935,4.499,NA
"76",1372,578,-24.71,"ubaque",-73.935,4.499,NA
"77",1368,582,-25.22,"ubaque",-73.935,4.499,NA
"78",1363,587,-25.72,"ubaque",-73.935,4.499,NA
"79",1357,593,-26.22,"ubaque",-73.935,4.499,NA
"80",1351,599,-26.47,"ubaque",-73.935,4.499,NA
"81",1344,606,-25.96,"ubaque",-73.935,4.499,NA
"82",1336,614,-25.44,"ubaque",-73.935,4.499,NA
"83",1318,632,-24.93,"ubaque",-73.935,4.499,NA
"84",1301,649,-24.41,"ubaque",-73.935,4.499,NA
"85",1286,664,-24.02,"ubaque",-73.935,4.499,NA
"86",1273,677,-24.02,"ubaque",-73.935,4.499,NA
"87",1261,689,-24.01,"ubaque",-73.935,4.499,NA
"88",1248,702,-24,"ubaque",-73.935,4.499,NA
"89",1234,716,-23.99,"ubaque",-73.935,4.499,NA
"90",1219,731,-23.92,"ubaque",-73.935,4.499,NA
"91",1204,746,-23.7,"ubaque",-73.935,4.499,NA
"92",1189,761,-23.48,"ubaque",-73.935,4.499,NA
"93",1176,774,-23.25,"ubaque",-73.935,4.499,NA
"94",1162,788,-23.03,"ubaque",-73.935,4.499,NA
"95",1148,802,-22.95,"ubaque",-73.935,4.499,NA
"96",1133,817,-23.34,"ubaque",-73.935,4.499,NA
"97",1117,833,-23.72,"ubaque",-73.935,4.499,NA
"98",1104,846,-24.11,"ubaque",-73.935,4.499,NA
"99",1088,862,-24.5,"ubaque",-73.935,4.499,NA
"100",1072,878,-24.86,"ubaque",-73.935,4.499,NA
"101",1059,891,-25.14,"ubaque",-73.935,4.499,NA
"102",1045,905,-25.43,"ubaque",-73.935,4.499,NA
"103",1031,919,-25.72,"ubaque",-73.935,4.499,NA
"104",1018,932,-26,"ubaque",-73.935,4.499,NA
"105",1005,945,-26.14,"ubaque",-73.935,4.499,NA
"106",993,957,-25.82,"ubaque",-73.935,4.499,NA
"107",981,969,-25.5,"ubaque",-73.935,4.499,NA
"108",966,984,-25.18,"ubaque",-73.935,4.499,NA
"109",952,998,-24.86,"ubaque",-73.935,4.499,NA
"110",938,1012,-24.59,"ubaque",-73.935,4.499,NA
"111",925,1025,-24.44,"ubaque",-73.935,4.499,NA
"112",911,1039,-24.3,"ubaque",-73.935,4.499,NA
"113",896,1054,-24.15,"ubaque",-73.935,4.499,NA
"114",879,1071,-24.01,"ubaque",-73.935,4.499,NA
"115",862,1088,-24.01,"ubaque",-73.935,4.499,NA
"116",842,1108,-24.44,"ubaque",-73.935,4.499,NA
"117",819,1131,-24.87,"ubaque",-73.935,4.499,NA
"118",804,1146,-25.3,"ubaque",-73.935,4.499,NA
"119",792,1158,-25.73,"ubaque",-73.935,4.499,NA
"120",777,1173,-26.16,"ubaque",-73.935,4.499,NA
"121",767,1183,-26.8,"ubaque",-73.935,4.499,NA
"122",757,1193,-27.5,"ubaque",-73.935,4.499,NA
"123",746,1204,-28.21,"ubaque",-73.935,4.499,NA
"124",738,1212,-28.91,"ubaque",-73.935,4.499,NA
"125",728,1222,-29.62,"ubaque",-73.935,4.499,NA
"126",719,1231,-29.04,"ubaque",-73.935,4.499,NA
"127",710,1240,-28.02,"ubaque",-73.935,4.499,NA
"128",703,1247,-27,"ubaque",-73.935,4.499,NA
"129",696,1254,-25.99,"ubaque",-73.935,4.499,NA
"130",688,1262,-24.97,"ubaque",-73.935,4.499,NA
"131",681,1269,-25.17,"ubaque",-73.935,4.499,NA
"132",672,1278,-25.77,"ubaque",-73.935,4.499,NA
"133",664,1286,-26.38,"ubaque",-73.935,4.499,NA
"134",656,1294,-26.98,"ubaque",-73.935,4.499,NA
"135",649,1301,-27.59,"ubaque",-73.935,4.499,NA
"136",640,1310,-27.8,"ubaque",-73.935,4.499,NA
"137",632,1318,-27.88,"ubaque",-73.935,4.499,NA
"138",625,1325,-27.96,"ubaque",-73.935,4.499,NA
"139",618,1332,-28.04,"ubaque",-73.935,4.499,NA
"140",610,1340,-28.12,"ubaque",-73.935,4.499,NA
"141",600,1350,-28.46,"ubaque",-73.935,4.499,NA
"142",592,1358,-28.88,"ubaque",-73.935,4.499,NA
"143",584,1366,-29.3,"ubaque",-73.935,4.499,NA
"144",576,1374,-29.72,"ubaque",-73.935,4.499,NA
"145",569,1381,-29.11,"ubaque",-73.935,4.499,NA
"146",559,1391,-28.17,"ubaque",-73.935,4.499,NA
"147",552,1398,-27.22,"ubaque",-73.935,4.499,NA
"148",544,1406,-26.28,"ubaque",-73.935,4.499,NA
"149",536,1414,-25.74,"ubaque",-73.935,4.499,NA
"150",527,1423,-26.44,"ubaque",-73.935,4.499,NA
"151",518,1432,-27.14,"ubaque",-73.935,4.499,NA
"152",509,1441,-27.84,"ubaque",-73.935,4.499,NA
"153",499,1451,-28.15,"ubaque",-73.935,4.499,NA
"154",490,1460,-27.28,"ubaque",-73.935,4.499,NA
"155",481,1469,-26.42,"ubaque",-73.935,4.499,NA
"156",473,1477,-25.56,"ubaque",-73.935,4.499,NA
"157",464,1486,-24.97,"ubaque",-73.935,4.499,NA
"158",455,1495,-25.22,"ubaque",-73.935,4.499,NA
"159",446,1504,-25.47,"ubaque",-73.935,4.499,NA
"160",436,1514,-25.73,"ubaque",-73.935,4.499,NA
"161",428,1522,-25.91,"ubaque",-73.935,4.499,NA
"162",418,1532,-25.88,"ubaque",-73.935,4.499,NA
"163",406,1544,-25.85,"ubaque",-73.935,4.499,NA
"164",394,1556,-25.82,"ubaque",-73.935,4.499,NA
"165",377,1573,-25.8,"ubaque",-73.935,4.499,NA
"166",365,1585,-25.78,"ubaque",-73.935,4.499,NA
"167",352,1598,-25.76,"ubaque",-73.935,4.499,NA
"168",344,1606,-25.74,"ubaque",-73.935,4.499,NA
"169",335,1615,-25.8,"ubaque",-73.935,4.499,NA
"170",326,1624,-26.11,"ubaque",-73.935,4.499,NA
"171",317,1633,-26.41,"ubaque",-73.935,4.499,NA
"172",308,1642,-26.72,"ubaque",-73.935,4.499,NA
"173",297,1653,-26.4,"ubaque",-73.935,4.499,NA
"174",289,1661,-24.18,"ubaque",-73.935,4.499,NA
"175",282,1668,-21.97,"ubaque",-73.935,4.499,NA
"176",274,1676,-19.75,"ubaque",-73.935,4.499,NA
"177",266,1684,-20.39,"ubaque",-73.935,4.499,NA
"178",256,1694,-21.97,"ubaque",-73.935,4.499,NA
"179",247,1703,-23.56,"ubaque",-73.935,4.499,NA
"180",239,1711,-25.14,"ubaque",-73.935,4.499,NA
"181",231,1719,-26.31,"ubaque",-73.935,4.499,NA
"182",221,1729,-26.22,"ubaque",-73.935,4.499,NA
"183",212,1738,-26.14,"ubaque",-73.935,4.499,NA
"184",204,1746,-26.05,"ubaque",-73.935,4.499,NA
"185",196,1754,-26.05,"ubaque",-73.935,4.499,NA
"186",186,1764,-26.27,"ubaque",-73.935,4.499,NA
"187",180,1770,-26.49,"ubaque",-73.935,4.499,NA
"188",174,1776,-26.71,"ubaque",-73.935,4.499,NA
"189",168,1782,-26.88,"ubaque",-73.935,4.499,NA
"190",162,1788,-26.9,"ubaque",-73.935,4.499,NA
"191",152,1798,-26.92,"ubaque",-73.935,4.499,NA
"192",142,1808,-26.94,"ubaque",-73.935,4.499,NA
"193",136,1814,-26.92,"ubaque",-73.935,4.499,NA
"194",129,1821,-26.78,"ubaque",-73.935,4.499,NA
"195",121,1829,-26.65,"ubaque",-73.935,4.499,NA
"196",113,1837,-26.52,"ubaque",-73.935,4.499,NA
"197",104,1846,-26.49,"ubaque",-73.935,4.499,NA
"198",94,1856,-26.77,"ubaque",-73.935,4.499,NA
"199",85,1865,-27.06,"ubaque",-73.935,4.499,NA
"200",76,1874,-27.35,"ubaque",-73.935,4.499,NA
"201",66,1884,-27.51,"ubaque",-73.935,4.499,NA
"202",53,1897,-27.32,"ubaque",-73.935,4.499,NA
"203",40,1910,-27.12,"ubaque",-73.935,4.499,NA
"204",26,1924,-26.93,"ubaque",-73.935,4.499,NA
"205",11,1939,-26.73,"ubaque",-73.935,4.499,NA
"206",-2,1952,-26.68,"ubaque",-73.935,4.499,NA
"207",-13,1963,-27.07,"ubaque",-73.935,4.499,NA
"208",-23,1973,-27.46,"ubaque",-73.935,4.499,NA
"209",-31,1981,-27.64,"ubaque",-73.935,4.499,NA
"210",-40,1990,-27.17,"ubaque",-73.935,4.499,NA
"211",-48,1998,-26.7,"ubaque",-73.935,4.499,NA
"212",-56,2006,-26.23,"ubaque",-73.935,4.499,NA
"213",-62,2012,-25.92,"ubaque",-73.935,4.499,NA
"214",-69,2019,-26.05,"ubaque",-73.935,4.499,NA
"215",-78,2028,-26.18,"ubaque",-73.935,4.499,NA
"216",-83,2033,-26.32,"ubaque",-73.935,4.499,NA
"217",-89,2039,-26.45,"ubaque",-73.935,4.499,NA
"218",-96,2046,-26.59,"ubaque",-73.935,4.499,NA
"219",-104,2054,-26.67,"ubaque",-73.935,4.499,NA
"220",-109,2059,-26.62,"ubaque",-73.935,4.499,NA
"221",-116,2066,-26.57,"ubaque",-73.935,4.499,NA
"222",-122,2072,-26.51,"ubaque",-73.935,4.499,NA
"223",-126,2076,-26.51,"ubaque",-73.935,4.499,NA
"224",-131,2081,-26.67,"ubaque",-73.935,4.499,NA
"225",-136,2086,-26.82,"ubaque",-73.935,4.499,NA
"226",-144,2094,-26.98,"ubaque",-73.935,4.499,NA
"227",-150,2100,-27.03,"ubaque",-73.935,4.499,NA
"228",-157,2107,-26.74,"ubaque",-73.935,4.499,NA
"229",-163,2113,-26.45,"ubaque",-73.935,4.499,NA
"230",-170,2120,-26.16,"ubaque",-73.935,4.499,NA
"231",-174,2124,-25.9,"ubaque",-73.935,4.499,NA
"232",-182,2132,-25.7,"ubaque",-73.935,4.499,NA
"233",-189,2139,-25.49,"ubaque",-73.935,4.499,NA
"234",-195,2145,-25.29,"ubaque",-73.935,4.499,NA
"235",-200,2150,-24.81,"ubaque",-73.935,4.499,NA
"236",-205,2155,-23.48,"ubaque",-73.935,4.499,NA
"237",-212,2162,-22.15,"ubaque",-73.935,4.499,NA
"238",-218,2168,-20.82,"ubaque",-73.935,4.499,NA
"239",-224,2174,-20.05,"ubaque",-73.935,4.499,NA
"240",-231,2181,-20.95,"ubaque",-73.935,4.499,NA
"241",-237,2187,-21.85,"ubaque",-73.935,4.499,NA
"242",-242,2192,-22.75,"ubaque",-73.935,4.499,NA
"243",-250,2200,-23.53,"ubaque",-73.935,4.499,NA
"244",-256,2206,-23.97,"ubaque",-73.935,4.499,NA
"245",-261,2211,-24.4,"ubaque",-73.935,4.499,NA
"246",-268,2218,-24.83,"ubaque",-73.935,4.499,NA
"247",-277,2227,-25.25,"ubaque",-73.935,4.499,NA
"248",-284,2234,-25.63,"ubaque",-73.935,4.499,NA
"249",-290,2240,-26,"ubaque",-73.935,4.499,NA
"250",-298,2248,-26.38,"ubaque",-73.935,4.499,NA
"251",-306,2256,-26.75,"ubaque",-73.935,4.499,NA
"252",-314,2264,-26.82,"ubaque",-73.935,4.499,NA
"253",-320,2270,-26.78,"ubaque",-73.935,4.499,NA
"254",-324,2274,-26.75,"ubaque",-73.935,4.499,NA
"255",-332,2282,-26.71,"ubaque",-73.935,4.499,NA
"256",-339,2289,-26.82,"ubaque",-73.935,4.499,NA
"257",-347,2297,-26.97,"ubaque",-73.935,4.499,NA
"258",-354,2304,-27.12,"ubaque",-73.935,4.499,NA
"259",-360,2310,-27.27,"ubaque",-73.935,4.499,NA
"260",-367,2317,-26.97,"ubaque",-73.935,4.499,NA
"261",-374,2324,-26.51,"ubaque",-73.935,4.499,NA
"262",-380,2330,-26.06,"ubaque",-73.935,4.499,NA
"263",-386,2336,-25.61,"ubaque",-73.935,4.499,NA
"264",-392,2342,-25.71,"ubaque",-73.935,4.499,NA
"265",-396,2346,-25.99,"ubaque",-73.935,4.499,NA
"266",-403,2353,-26.26,"ubaque",-73.935,4.499,NA
"267",-409,2359,-26.5,"ubaque",-73.935,4.499,NA
"268",-414,2364,-26.63,"ubaque",-73.935,4.499,NA
"269",-420,2370,-26.75,"ubaque",-73.935,4.499,NA
"270",-426,2376,-26.87,"ubaque",-73.935,4.499,NA
"271",-432,2382,-27,"ubaque",-73.935,4.499,NA
"272",-438,2388,-26.8,"ubaque",-73.935,4.499,NA
"273",-444,2394,-26.49,"ubaque",-73.935,4.499,NA
"274",-451,2401,-26.19,"ubaque",-73.935,4.499,NA
"275",-456,2406,-25.88,"ubaque",-73.935,4.499,NA
"276",-462,2412,-25.95,"ubaque",-73.935,4.499,NA
"277",-468,2418,-26.15,"ubaque",-73.935,4.499,NA
"278",-474,2424,-26.35,"ubaque",-73.935,4.499,NA
"279",-478,2428,-26.54,"ubaque",-73.935,4.499,NA
"280",-485,2435,-25.86,"ubaque",-73.935,4.499,NA
"281",-490,2440,-24.88,"ubaque",-73.935,4.499,NA
"282",-497,2447,-23.9,"ubaque",-73.935,4.499,NA
"283",-503,2453,-22.92,"ubaque",-73.935,4.499,NA
"284",-509,2459,-23.16,"ubaque",-73.935,4.499,NA
"285",-514,2464,-23.79,"ubaque",-73.935,4.499,NA
"286",-520,2470,-24.43,"ubaque",-73.935,4.499,NA
"287",-527,2477,-24.91,"ubaque",-73.935,4.499,NA
"288",-533,2483,-24.94,"ubaque",-73.935,4.499,NA
"289",-539,2489,-24.98,"ubaque",-73.935,4.499,NA
"290",-546,2496,-25.01,"ubaque",-73.935,4.499,NA
"291",-551,2501,-25.04,"ubaque",-73.935,4.499,NA
"292",-557,2507,-24.84,"ubaque",-73.935,4.499,NA
"293",-563,2513,-23.93,"ubaque",-73.935,4.499,NA
"294",-570,2520,-23.02,"ubaque",-73.935,4.499,NA
"295",-576,2526,-22.12,"ubaque",-73.935,4.499,NA
"296",-584,2534,-21.58,"ubaque",-73.935,4.499,NA
"297",-590,2540,-22.13,"ubaque",-73.935,4.499,NA
"298",-600,2550,-22.69,"ubaque",-73.935,4.499,NA
"299",-608,2558,-23.24,"ubaque",-73.935,4.499,NA
"300",-620,2570,-23.7,"ubaque",-73.935,4.499,NA
"301",-640,2590,-23.89,"ubaque",-73.935,4.499,NA
"302",-655,2605,-24.07,"ubaque",-73.935,4.499,NA
"303",-670,2620,-24.26,"ubaque",-73.935,4.499,NA
"304",-683,2633,-24.48,"ubaque",-73.935,4.499,NA
"305",-694,2644,-24.81,"ubaque",-73.935,4.499,NA
"306",-705,2655,-25.15,"ubaque",-73.935,4.499,NA
"307",-716,2666,-25.48,"ubaque",-73.935,4.499,NA
"308",-727,2677,-25.64,"ubaque",-73.935,4.499,NA
"309",-741,2691,-25.28,"ubaque",-73.935,4.499,NA
"310",-752,2702,-24.93,"ubaque",-73.935,4.499,NA
"311",-764,2714,-24.57,"ubaque",-73.935,4.499,NA
"312",-776,2726,-24.36,"ubaque",-73.935,4.499,NA
"313",-786,2736,-24.57,"ubaque",-73.935,4.499,NA
"314",-796,2746,-24.78,"ubaque",-73.935,4.499,NA
"315",-806,2756,-24.99,"ubaque",-73.935,4.499,NA
"316",-816,2766,-25.11,"ubaque",-73.935,4.499,NA
"317",-827,2777,-24.97,"ubaque",-73.935,4.499,NA
"318",-838,2788,-24.82,"ubaque",-73.935,4.499,NA
"319",-849,2799,-24.68,"ubaque",-73.935,4.499,NA
"320",-861,2811,-24.61,"ubaque",-73.935,4.499,NA
"321",-873,2823,-24.78,"ubaque",-73.935,4.499,NA
"322",-884,2834,-24.95,"ubaque",-73.935,4.499,NA
"323",-895,2845,-25.12,"ubaque",-73.935,4.499,NA
"324",-907,2857,-24.98,"ubaque",-73.935,4.499,NA
"325",-917,2867,-23.9,"ubaque",-73.935,4.499,NA
"326",-928,2878,-22.82,"ubaque",-73.935,4.499,NA
"327",-938,2888,-21.75,"ubaque",-73.935,4.499,NA
"328",-948,2898,-21.32,"ubaque",-73.935,4.499,NA
"329",-957,2907,-22.85,"ubaque",-73.935,4.499,NA
"330",-970,2920,-24.38,"ubaque",-73.935,4.499,NA
"331",-982,2932,-25.91,"ubaque",-73.935,4.499,NA
"332",-992,2942,-25.57,"ubaque",-73.935,4.499,NA
"333",-1002,2952,-24.61,"ubaque",-73.935,4.499,NA
"334",-1016,2966,-23.65,"ubaque",-73.935,4.499,NA
"335",-1031,2981,-22.69,"ubaque",-73.935,4.499,NA
"336",-1053,3003,-22.23,"ubaque",-73.935,4.499,NA
"337",-1075,3025,-23.29,"ubaque",-73.935,4.499,NA
"338",-1093,3043,-24.35,"ubaque",-73.935,4.499,NA
"339",-1108,3058,-25.41,"ubaque",-73.935,4.499,NA
"340",-1120,3070,-26.23,"ubaque",-73.935,4.499,NA
"341",-1132,3082,-26.34,"ubaque",-73.935,4.499,NA
"342",-1143,3093,-26.46,"ubaque",-73.935,4.499,NA
"343",-1154,3104,-26.57,"ubaque",-73.935,4.499,NA
"344",-1164,3114,-26.58,"ubaque",-73.935,4.499,NA
"345",-1176,3126,-26.26,"ubaque",-73.935,4.499,NA
"346",-1188,3138,-25.95,"ubaque",-73.935,4.499,NA
"347",-1200,3150,-25.64,"ubaque",-73.935,4.499,NA
"348",-1212,3162,-25.45,"ubaque",-73.935,4.499,NA
"349",-1223,3173,-25.62,"ubaque",-73.935,4.499,NA
"350",-1236,3186,-25.8,"ubaque",-73.935,4.499,NA
"351",-1248,3198,-25.98,"ubaque",-73.935,4.499,NA
"352",-1260,3210,-26.11,"ubaque",-73.935,4.499,NA
"353",-1271,3221,-26.11,"ubaque",-73.935,4.499,NA
"354",-1284,3234,-26.11,"ubaque",-73.935,4.499,NA
"355",-1298,3248,-26.1,"ubaque",-73.935,4.499,NA
"356",-1311,3261,-26.12,"ubaque",-73.935,4.499,NA
"357",-1324,3274,-26.21,"ubaque",-73.935,4.499,NA
"358",-1331,3281,-26.29,"ubaque",-73.935,4.499,NA
"359",-1338,3288,-26.38,"ubaque",-73.935,4.499,NA
"360",-1343,3293,-26.35,"ubaque",-73.935,4.499,NA
"361",-1350,3300,-26.01,"ubaque",-73.935,4.499,NA
"362",-1356,3306,-25.66,"ubaque",-73.935,4.499,NA
"363",-1362,3312,-25.31,"ubaque",-73.935,4.499,NA
"364",-1368,3318,-25.02,"ubaque",-73.935,4.499,NA
"365",-1374,3324,-24.91,"ubaque",-73.935,4.499,NA
"366",-1380,3330,-24.79,"ubaque",-73.935,4.499,NA
"367",-1387,3337,-24.67,"ubaque",-73.935,4.499,NA
"368",-1393,3343,-24.34,"ubaque",-73.935,4.499,NA
"369",-1399,3349,-23.36,"ubaque",-73.935,4.499,NA
"370",-1406,3356,-22.37,"ubaque",-73.935,4.499,NA
"371",-1423,3373,-21.38,"ubaque",-73.935,4.499,NA
"372",-1447,3397,-20.79,"ubaque",-73.935,4.499,NA
"373",-1470,3420,-21.39,"ubaque",-73.935,4.499,NA
"374",-1493,3443,-21.98,"ubaque",-73.935,4.499,NA
"375",-1517,3467,-22.58,"ubaque",-73.935,4.499,NA
"376",-1540,3490,-23.22,"ubaque",-73.935,4.499,NA
"377",-1563,3513,-24.01,"ubaque",-73.935,4.499,NA
"378",-1587,3537,-24.8,"ubaque",-73.935,4.499,NA
"379",-1610,3560,-25.59,"ubaque",-73.935,4.499,NA
"380",-1633,3583,-26.14,"ubaque",-73.935,4.499,NA
"381",-1656,3606,-25.97,"ubaque",-73.935,4.499,NA
"382",-1679,3629,-25.8,"ubaque",-73.935,4.499,NA
"383",-1702,3652,-25.62,"ubaque",-73.935,4.499,NA
"384",-1726,3676,-25.45,"ubaque",-73.935,4.499,NA
"385",-1748,3698,-25.13,"ubaque",-73.935,4.499,NA
"386",-1772,3722,-24.77,"ubaque",-73.935,4.499,NA
"387",-1795,3745,-24.4,"ubaque",-73.935,4.499,NA
"388",-1817,3767,-24.04,"ubaque",-73.935,4.499,NA
"389",-1838,3788,-23.98,"ubaque",-73.935,4.499,NA
"390",-1861,3811,-24.84,"ubaque",-73.935,4.499,NA
"391",-1883,3833,-25.7,"ubaque",-73.935,4.499,NA
"392",-1906,3856,-26.56,"ubaque",-73.935,4.499,NA
"393",-1928,3878,-27.09,"ubaque",-73.935,4.499,NA
"394",-1951,3901,-26.62,"ubaque",-73.935,4.499,NA
"395",-1973,3923,-26.16,"ubaque",-73.935,4.499,NA
"396",-1996,3946,-25.7,"ubaque",-73.935,4.499,NA
"397",-2018,3968,-25.51,"ubaque",-73.935,4.499,NA
"398",-2041,3991,-26.15,"ubaque",-73.935,4.499,NA
"399",-2063,4013,-26.8,"ubaque",-73.935,4.499,NA
"400",-2088,4038,-27.44,"ubaque",-73.935,4.499,NA
"401",-2108,4058,-28.09,"ubaque",-73.935,4.499,NA
"402",-2131,4081,-28.32,"ubaque",-73.935,4.499,NA
"403",-2154,4104,-28.42,"ubaque",-73.935,4.499,NA
"404",-2178,4128,-28.51,"ubaque",-73.935,4.499,NA
"405",-2201,4151,-28.61,"ubaque",-73.935,4.499,NA
"406",-2225,4175,-28.56,"ubaque",-73.935,4.499,NA
"407",-2246,4196,-28.47,"ubaque",-73.935,4.499,NA
"408",-2268,4218,-28.38,"ubaque",-73.935,4.499,NA
"409",-2291,4241,-28.29,"ubaque",-73.935,4.499,NA
"410",-2314,4264,-26.98,"ubaque",-73.935,4.499,NA
"411",-2337,4287,-25.27,"ubaque",-73.935,4.499,NA
"412",-2359,4309,-23.56,"ubaque",-73.935,4.499,NA
"413",-2381,4331,-21.85,"ubaque",-73.935,4.499,NA
"414",-2404,4354,-22.46,"ubaque",-73.935,4.499,NA
"415",-2428,4378,-23.85,"ubaque",-73.935,4.499,NA
"416",-2452,4402,-25.24,"ubaque",-73.935,4.499,NA
"417",-2476,4426,-26.62,"ubaque",-73.935,4.499,NA
"418",-2505,4455,-27.71,"ubaque",-73.935,4.499,NA
"419",-2534,4484,-27.91,"ubaque",-73.935,4.499,NA
"420",-2550,4500,-28.1,"ubaque",-73.935,4.499,NA
"421",-2559,4509,-28.29,"ubaque",-73.935,4.499,NA
"422",-2568,4518,-28.11,"ubaque",-73.935,4.499,NA
"423",-2577,4527,-27.8,"ubaque",-73.935,4.499,NA
"424",-2585,4535,-27.49,"ubaque",-73.935,4.499,NA
"425",-2592,4542,-27.18,"ubaque",-73.935,4.499,NA
"426",-2599,4549,-26.96,"ubaque",-73.935,4.499,NA
"427",-2606,4556,-26.77,"ubaque",-73.935,4.499,NA
"428",-2612,4562,-26.58,"ubaque",-73.935,4.499,NA
"429",-2620,4570,-26.39,"ubaque",-73.935,4.499,NA
"430",-2626,4576,-26.72,"ubaque",-73.935,4.499,NA
"431",-2632,4582,-27.22,"ubaque",-73.935,4.499,NA
"432",-2638,4588,-27.71,"ubaque",-73.935,4.499,NA
"433",-2644,4594,-28.21,"ubaque",-73.935,4.499,NA
"434",-2649,4599,-27.95,"ubaque",-73.935,4.499,NA
"435",-2656,4606,-27.43,"ubaque",-73.935,4.499,NA
"436",-2662,4612,-26.92,"ubaque",-73.935,4.499,NA
"437",-2669,4619,-26.4,"ubaque",-73.935,4.499,NA
"438",-2676,4626,-26.05,"ubaque",-73.935,4.499,NA
"439",-2682,4632,-26.21,"ubaque",-73.935,4.499,NA
"440",-2688,4638,-26.37,"ubaque",-73.935,4.499,NA
