"","years_AD","age_calBP","d13C","core","long","lat","d18O"
"2140",1666,284,-3.96054074,"pumacocha",NA,NA,-13.43996921
"2141",1668,282,-4.106,"pumacocha",NA,NA,-13.104
"2142",1669,281,-3.950988819,"pumacocha",NA,NA,-13.52611427
"2143",1671,279,-4.676430414,"pumacocha",NA,NA,-14.3795373
"2144",1672,278,-4.204443835,"pumacocha",NA,NA,-14.74084102
"2145",1674,276,-4,"pumacocha",NA,NA,-13.8779071
"2146",1676,274,-3.971678517,"pumacocha",NA,NA,-14.48234526
"2147",1678,272,-3.824044557,"pumacocha",NA,NA,-14.30445425
"2148",1678,272,-4.033,"pumacocha",NA,NA,-13.948
"2149",1679,271,-4.512944449,"pumacocha",NA,NA,-14.61734555
"2150",1682,268,-4.937291546,"pumacocha",NA,NA,-15.13057306
"2151",1683,267,-5.107588923,"pumacocha",NA,NA,-15.52100862
"2152",1684,266,-5.095,"pumacocha",NA,NA,-14.85694751
"2153",1686,264,-4.537444324,"pumacocha",NA,NA,-14.32470286
"2154",1688,262,-4.478916077,"pumacocha",NA,NA,-14.57874961
"2155",1689,261,-3.924,"pumacocha",NA,NA,-14.013
"2156",1691,259,-4.010610073,"pumacocha",NA,NA,-14.16745376
"2157",1693,257,-4.379383035,"pumacocha",NA,NA,-15.23123093
"2158",1695,255,-4.405542005,"pumacocha",NA,NA,-15.35040185
"2159",1696,254,-4.311,"pumacocha",NA,NA,-15.30425702
"2160",1698,252,-3.587471524,"pumacocha",NA,NA,-14.7382589
"2161",1699,251,-3.62119712,"pumacocha",NA,NA,-14.46617322
"2162",1700,250,-3.659994993,"pumacocha",NA,NA,-14.11588808
"2163",1701,249,-3.848,"pumacocha",NA,NA,-13.967
"2164",1702,248,-3.710434876,"pumacocha",NA,NA,-13.65863366
"2165",1704,246,-3.677456907,"pumacocha",NA,NA,-13.79436372
"2166",1705,245,-3.945983532,"pumacocha",NA,NA,-13.88540434
"2167",1705,245,-4.258,"pumacocha",NA,NA,-13.34675002
"2168",1707,243,-4.539979291,"pumacocha",NA,NA,-13.60346076
"2169",1707,243,-4.453839105,"pumacocha",NA,NA,-13.79313684
"2170",1709,241,-4.226110367,"pumacocha",NA,NA,-13.7816561
"2171",1710,240,-3.961,"pumacocha",NA,NA,-13.655
"2172",1711,239,-3.7744949,"pumacocha",NA,NA,-13.74386542
"2173",1712,238,-3.078577875,"pumacocha",NA,NA,-14.06061198
"2174",1714,236,-2.624093221,"pumacocha",NA,NA,-13.81585639
"2175",1715,235,-2.893,"pumacocha",NA,NA,-12.79553903
"2176",1718,232,-3.739018604,"pumacocha",NA,NA,-13.12923461
"2177",1719,231,-3.828789725,"pumacocha",NA,NA,-13.59115329
"2178",1720,230,-4.380218094,"pumacocha",NA,NA,-13.97560844
"2179",1721,229,-4.705,"pumacocha",NA,NA,-13.717
"2180",1721,229,-4.848911304,"pumacocha",NA,NA,-13.76810742
"2181",1723,227,-4.837709448,"pumacocha",NA,NA,-14.09688976
"2182",1724,226,-4.471516226,"pumacocha",NA,NA,-13.94551175
"2183",1726,224,-4.763,"pumacocha",NA,NA,-13.53374168
"2184",1727,223,-4.215054273,"pumacocha",NA,NA,-13.47322642
"2185",1728,222,-4.182070243,"pumacocha",NA,NA,-13.812873
"2186",1729,221,-4.214103966,"pumacocha",NA,NA,-13.82415861
"2187",1730,220,-4.223,"pumacocha",NA,NA,-13.46
"2188",1731,219,-4.12526721,"pumacocha",NA,NA,-13.34885596
"2189",1734,216,-4.219372787,"pumacocha",NA,NA,-13.65964892
"2190",1735,215,-4.439874729,"pumacocha",NA,NA,-14.29653429
"2191",1737,213,-3.96,"pumacocha",NA,NA,-12.90996737
"2192",1739,211,-4.04376403,"pumacocha",NA,NA,-13.44483525
"2193",1740,210,-4.61794805,"pumacocha",NA,NA,-14.12519567
"2194",1742,208,-4.631815142,"pumacocha",NA,NA,-14.49946607
"2195",1743,207,-4.157,"pumacocha",NA,NA,-13.855
"2196",1743,207,-3.932522604,"pumacocha",NA,NA,-13.76223159
"2197",1746,204,-4.389804955,"pumacocha",NA,NA,-14.39213987
"2198",1747,203,-4.54007926,"pumacocha",NA,NA,-13.61227074
"2199",1749,201,-4.491448178,"pumacocha",NA,NA,-13.9171051
"2200",1751,199,-4.479914098,"pumacocha",NA,NA,-14.2425121
"2201",1753,197,-3.963869743,"pumacocha",NA,NA,-14.06531829
"2202",1754,196,-3.928628311,"pumacocha",NA,NA,-13.85936514
"2203",1756,194,-4.364445767,"pumacocha",NA,NA,-14.63455188
"2204",1757,193,-3.357183433,"pumacocha",NA,NA,-13.46035702
"2205",1761,189,-3.598113875,"pumacocha",NA,NA,-13.94923964
"2206",1763,187,-4.195161653,"pumacocha",NA,NA,-14.40682158
"2207",1765,185,-4.37995183,"pumacocha",NA,NA,-14.4147896
"2208",1767,183,-4.131626387,"pumacocha",NA,NA,-14.20936993
"2209",1770,180,-4.087564931,"pumacocha",NA,NA,-14.6815213
"2210",1772,178,-4.25481842,"pumacocha",NA,NA,-15.22588327
"2211",1774,176,-3.875298862,"pumacocha",NA,NA,-14.55779483
"2212",1778,172,-4.065752277,"pumacocha",NA,NA,-14.48686486
"2213",1780,170,-4.016382422,"pumacocha",NA,NA,-13.93881562
"2214",1782,168,-4.241406107,"pumacocha",NA,NA,-13.50056938
"2215",1784,166,-4.561618338,"pumacocha",NA,NA,-13.60270905
"2216",1787,163,-4.192621675,"pumacocha",NA,NA,-13.5453897
"2217",1789,161,-3.984988356,"pumacocha",NA,NA,-13.39781322
"2218",1790,160,-3.572675376,"pumacocha",NA,NA,-13.12981261
"2219",1792,158,-3.587597747,"pumacocha",NA,NA,-13.21607586
"2220",1794,156,-3.762863212,"pumacocha",NA,NA,-13.46411107
"2221",1795,155,-3.946260467,"pumacocha",NA,NA,-13.34843584
"2222",1797,153,-3.989138846,"pumacocha",NA,NA,-14.01859594
"2223",1797,153,-3.688972306,"pumacocha",NA,NA,-13.94076609
"2224",1798,152,-3.688972306,"pumacocha",NA,NA,-13.94076609
"2225",1799,151,-3.622043099,"pumacocha",NA,NA,-13.97431093
"2226",1800,150,-3.606937985,"pumacocha",NA,NA,-13.70416924
"2227",1801,149,-3.606937985,"pumacocha",NA,NA,-13.70416924
"2228",1802,148,-4.250995684,"pumacocha",NA,NA,-13.85832471
"2229",1803,147,-3.772451448,"pumacocha",NA,NA,-13.81125574
"2230",1804,146,-4.037198067,"pumacocha",NA,NA,-14.09996623
"2231",1805,145,-4.148066354,"pumacocha",NA,NA,-14.03648386
"2232",1806,144,-3.460368476,"pumacocha",NA,NA,-13.68063483
"2233",1807,143,-4.473833055,"pumacocha",NA,NA,-14.49045143
"2234",1808,142,-4.166121311,"pumacocha",NA,NA,-14.51630576
"2235",1809,141,-4.078468838,"pumacocha",NA,NA,-14.87233505
"2236",1810,140,-3.995565066,"pumacocha",NA,NA,-13.98019526
"2237",1811,139,-3.995565066,"pumacocha",NA,NA,-13.98019526
"2238",1812,138,-3.898005528,"pumacocha",NA,NA,-13.67947958
"2239",1813,137,-3.934507065,"pumacocha",NA,NA,-13.74028976
"2240",1814,136,-3.934507065,"pumacocha",NA,NA,-13.74028976
"2241",1815,135,-4.139317961,"pumacocha",NA,NA,-14.09611444
"2242",1816,134,-4.139317961,"pumacocha",NA,NA,-14.09611444
"2243",1817,133,-4.368635192,"pumacocha",NA,NA,-14.16313033
"2244",1818,132,-3.899139032,"pumacocha",NA,NA,-13.65693441
"2245",1819,131,-3.899139032,"pumacocha",NA,NA,-13.65693441
"2246",1820,130,-3.735915437,"pumacocha",NA,NA,-12.99731845
"2247",1821,129,-4.139317961,"pumacocha",NA,NA,-14.09611444
"2248",1822,128,-2.59,"pumacocha",NA,NA,-13.19
"2249",1823,127,-4.81,"pumacocha",NA,NA,-14.43
"2250",1824,126,-3.54,"pumacocha",NA,NA,-13.73
"2251",1825,125,-3.85,"pumacocha",NA,NA,-13.84
"2252",1826,124,-3.02,"pumacocha",NA,NA,-13.12
"2253",1827,123,-2.68,"pumacocha",NA,NA,-13.12
"2254",1828,122,-2.69,"pumacocha",NA,NA,-12.58
"2255",1829,121,-2.84,"pumacocha",NA,NA,-12.99
"2256",1830,120,-3.21,"pumacocha",NA,NA,-12.96
"2257",1831,119,-3.21,"pumacocha",NA,NA,-12.96
"2258",1832,118,-3.46,"pumacocha",NA,NA,-12.79
"2259",1833,117,-2.95,"pumacocha",NA,NA,-12.54
"2260",1834,116,-2.95,"pumacocha",NA,NA,-12.54
"2261",1835,115,-3.48,"pumacocha",NA,NA,-12.84
"2262",1836,114,-4.59,"pumacocha",NA,NA,-13.4
"2263",1837,113,-4.21,"pumacocha",NA,NA,-13.05
"2264",1838,112,-3.96,"pumacocha",NA,NA,-12.91
"2265",1839,111,-4.7,"pumacocha",NA,NA,-13.56
"2266",1840,110,-4.7,"pumacocha",NA,NA,-13.56
"2267",1841,109,-4.29,"pumacocha",NA,NA,-13.07
"2268",1842,108,-4.59,"pumacocha",NA,NA,-13.3
"2269",1843,107,-3.74,"pumacocha",NA,NA,-12.91
"2270",1844,106,-3.77,"pumacocha",NA,NA,-13.68
"2271",1845,105,-3.77,"pumacocha",NA,NA,-13.68
"2272",1846,104,-4.65,"pumacocha",NA,NA,-13.57
"2273",1847,103,-3.35,"pumacocha",NA,NA,-12.99
"2274",1848,102,-4.26,"pumacocha",NA,NA,-13.68
"2275",1849,101,-4.3,"pumacocha",NA,NA,-13.56
"2276",1850,100,-3.52,"pumacocha",NA,NA,-12.61
"2277",1851,99,-2.76,"pumacocha",NA,NA,-12.81
"2278",1852,98,-4.11,"pumacocha",NA,NA,-13.12
"2279",1853,97,-2.69,"pumacocha",NA,NA,-12.58
"2280",1854,96,-2.84,"pumacocha",NA,NA,-12.99
"2281",1855,95,-3.21,"pumacocha",NA,NA,-12.96
"2282",1856,94,-3.21,"pumacocha",NA,NA,-12.96
"2283",1857,93,-3.46,"pumacocha",NA,NA,-12.79
"2284",1858,92,-2.95,"pumacocha",NA,NA,-12.54
"2285",1859,91,-2.95,"pumacocha",NA,NA,-12.54
"2286",1860,90,-3.48,"pumacocha",NA,NA,-12.84
"2287",1861,89,-4.59,"pumacocha",NA,NA,-13.4
"2288",1862,88,-4.21,"pumacocha",NA,NA,-13.05
"2289",1863,87,-3.96,"pumacocha",NA,NA,-12.91
"2290",1864,86,-4.7,"pumacocha",NA,NA,-13.56
"2291",1865,85,-4.7,"pumacocha",NA,NA,-13.56
"2292",1866,84,-4.29,"pumacocha",NA,NA,-13.07
"2293",1867,83,-4.59,"pumacocha",NA,NA,-13.3
"2294",1868,82,-3.74,"pumacocha",NA,NA,-12.91
"2295",1869,81,-3.77,"pumacocha",NA,NA,-13.68
"2296",1870,80,-3.77,"pumacocha",NA,NA,-13.68
"2297",1871,79,-4.65,"pumacocha",NA,NA,-13.57
"2298",1872,78,-3.35,"pumacocha",NA,NA,-12.99
"2299",1873,77,-4.26,"pumacocha",NA,NA,-13.68
"2300",1874,76,-4.3,"pumacocha",NA,NA,-13.56
"2301",1875,75,-3.52,"pumacocha",NA,NA,-12.61
"2302",1876,74,-2.76,"pumacocha",NA,NA,-12.81
"2303",1877,73,-4.11,"pumacocha",NA,NA,-13.12
"2304",1878,72,-4.1,"pumacocha",NA,NA,-13.5
"2305",1879,71,-4.56,"pumacocha",NA,NA,-13.55
"2306",1880,70,-4.56,"pumacocha",NA,NA,-13.8
"2307",1881,69,-4.11,"pumacocha",NA,NA,-13.58
"2308",1882,68,-4.11,"pumacocha",NA,NA,-13.58
"2309",1883,67,-4.01,"pumacocha",NA,NA,-13.72
"2310",1884,66,-3.98,"pumacocha",NA,NA,-13.68
"2311",1885,65,-3.91,"pumacocha",NA,NA,-13.89
"2312",1886,64,-4.27,"pumacocha",NA,NA,-13.47
"2313",1887,63,-4.29,"pumacocha",NA,NA,-13.26
"2314",1888,62,-4.72,"pumacocha",NA,NA,-12.83
"2315",1889,61,-4.96,"pumacocha",NA,NA,-13.62
"2316",1890,60,-4.96,"pumacocha",NA,NA,-13.62
"2317",1891,59,-4.64,"pumacocha",NA,NA,-13.83
"2318",1892,58,-4.91,"pumacocha",NA,NA,-13.85
"2319",1893,57,-4.38,"pumacocha",NA,NA,-13.52
"2320",1894,56,-4.47,"pumacocha",NA,NA,-13.1
"2321",1895,55,-3.79,"pumacocha",NA,NA,-12.81
"2322",1896,54,-4.62,"pumacocha",NA,NA,-14.76
"2323",1897,53,-3.3,"pumacocha",NA,NA,-12.48
"2324",1898,52,-3.63,"pumacocha",NA,NA,-12.97
"2325",1899,51,-4.65,"pumacocha",NA,NA,-13.24
"2326",1900,50,-3.57,"pumacocha",NA,NA,-12.94
"2327",1901,49,-3.9,"pumacocha",NA,NA,-12.46
"2328",1902,48,-3.89,"pumacocha",NA,NA,-12.65
"2329",1903,47,-3.89,"pumacocha",NA,NA,-12.65
"2330",1904,46,-4.71,"pumacocha",NA,NA,-12.82
"2331",1905,45,-4.12,"pumacocha",NA,NA,-13.82
"2332",1906,44,-5.25,"pumacocha",NA,NA,-14.45
"2333",1907,43,-4.47,"pumacocha",NA,NA,-14.36
"2334",1908,42,-5.08,"pumacocha",NA,NA,-15.04
"2335",1909,41,-4.23,"pumacocha",NA,NA,-14.45
"2336",1910,40,-3.41,"pumacocha",NA,NA,-14.13
"2337",1911,39,-3.355,"pumacocha",NA,NA,-14.07
"2338",1912,38,-3.3,"pumacocha",NA,NA,-14.01
"2339",1913,37,-4.03,"pumacocha",NA,NA,-14.02
"2340",1914,36,-4.82,"pumacocha",NA,NA,-14.69
"2341",1915,35,-3.5,"pumacocha",NA,NA,-13.74
"2342",1916,34,-4.03,"pumacocha",NA,NA,-14.1
"2343",1917,33,-5.3,"pumacocha",NA,NA,-14.2
"2344",1918,32,-5.08,"pumacocha",NA,NA,-13.73
"2345",1919,31,-4.44,"pumacocha",NA,NA,-13.61
"2346",1920,30,-4.44,"pumacocha",NA,NA,-13.61
"2347",1921,29,-4.43,"pumacocha",NA,NA,-13.9
"2348",1922,28,-3.46,"pumacocha",NA,NA,-13.52
"2349",1923,27,-3.86,"pumacocha",NA,NA,-13.23
"2350",1924,26,-3.05,"pumacocha",NA,NA,-13.07
"2351",1925,25,-3.64,"pumacocha",NA,NA,-13.48
"2352",1926,24,-3.57,"pumacocha",NA,NA,-13.27
"2353",1927,23,-4.83,"pumacocha",NA,NA,-12.79
"2354",1928,22,-4.2,"pumacocha",NA,NA,-12.95
"2355",1929,21,-4.75,"pumacocha",NA,NA,-14.19
"2356",1930,20,-4.64,"pumacocha",NA,NA,-13.79
"2357",1931,19,-5.47,"pumacocha",NA,NA,-14.38
"2358",1932,18,-4.71,"pumacocha",NA,NA,-13.56
"2359",1933,17,-5.13,"pumacocha",NA,NA,-14.3
"2360",1934,16,-3.37,"pumacocha",NA,NA,-13.78
"2361",1935,15,-4.04,"pumacocha",NA,NA,-13.83
"2362",1936,14,-4.04,"pumacocha",NA,NA,-13.83
"2363",1937,13,-3.99,"pumacocha",NA,NA,-13.61
"2364",1938,12,-4.31,"pumacocha",NA,NA,-13.97
"2365",1939,11,-4.31,"pumacocha",NA,NA,-13.97
"2366",1940,10,-4.31,"pumacocha",NA,NA,-13.92
"2367",1941,9,-4.31,"pumacocha",NA,NA,-13.92
"2368",1942,8,-4.31,"pumacocha",NA,NA,-13.92
"2369",1943,7,-4.52,"pumacocha",NA,NA,-13.43
"2370",1944,6,-4.52,"pumacocha",NA,NA,-13.43
"2371",1945,5,-3.22,"pumacocha",NA,NA,-13.05
"2372",1946,4,-3.22,"pumacocha",NA,NA,-13.05
"2373",1947,3,-2.89,"pumacocha",NA,NA,-13.05
"2374",1949,2,-1.76,"pumacocha",NA,NA,-12.22
"2375",1949,1,-1.76,"pumacocha",NA,NA,-12.22
"2376",1950,0,-3.48,"pumacocha",NA,NA,-12.84
"2377",1951,-1,-3.45,"pumacocha",NA,NA,-12.47
"2378",1952,-2,-5.49,"pumacocha",NA,NA,-14.5
"2379",1953,-3,-4.35,"pumacocha",NA,NA,-13.33
"2380",1954,-4,-4.35,"pumacocha",NA,NA,-13.33
"2381",1955,-5,-4.3,"pumacocha",NA,NA,-13.55
"2382",1956,-6,-4.3,"pumacocha",NA,NA,-13.55
"2383",1957,-7,-4.48,"pumacocha",NA,NA,-13.4
"2384",1958,-8,-3.7,"pumacocha",NA,NA,-13.48
"2385",1959,-9,-1.71,"pumacocha",NA,NA,-13.01
"2386",1960,-10,-2.56,"pumacocha",NA,NA,-12.89
"2387",1961,-11,-3.55,"pumacocha",NA,NA,-13.31
"2388",1962,-12,-3.34,"pumacocha",NA,NA,-13.13
"2389",1963,-13,-1.18,"pumacocha",NA,NA,-12.43
"2390",1964,-14,-2.42,"pumacocha",NA,NA,-12.53
"2391",1965,-15,-4.61,"pumacocha",NA,NA,-13.27
"2392",1966,-16,-3.05,"pumacocha",NA,NA,-12.25
"2393",1967,-17,-2.71,"pumacocha",NA,NA,-12.37
"2394",1968,-18,-2.84,"pumacocha",NA,NA,-13.32
"2395",1969,-19,-1.98,"pumacocha",NA,NA,-12.71
"2396",1970,-20,-1.73,"pumacocha",NA,NA,-12.71
"2397",1971,-21,-1.82,"pumacocha",NA,NA,-12.7
"2398",1972,-22,-3.16,"pumacocha",NA,NA,-13.58
"2399",1973,-23,-2.41,"pumacocha",NA,NA,-13.11
"2400",1974,-24,-1.69,"pumacocha",NA,NA,-12.62
"2401",1975,-25,-3.05,"pumacocha",NA,NA,-13.2
"2402",1976,-26,-3.92,"pumacocha",NA,NA,-13.39
"2403",1977,-27,-3.4,"pumacocha",NA,NA,-13.46
"2404",1978,-28,-3.4,"pumacocha",NA,NA,-13.46
"2405",1979,-29,-4.89,"pumacocha",NA,NA,-13.56
"2406",1980,-30,-3.56,"pumacocha",NA,NA,-13.26
"2407",1981,-31,-3.96,"pumacocha",NA,NA,-12.98
"2408",1982,-32,-3.96,"pumacocha",NA,NA,-12.98
"2409",1983,-33,-3.96,"pumacocha",NA,NA,-12.98
"2410",1984,-34,-4.2,"pumacocha",NA,NA,-12.85
"2411",1985,-35,-4.2,"pumacocha",NA,NA,-12.85
"2412",1986,-36,-4.5,"pumacocha",NA,NA,-12.83
"2413",1987,-37,-4.5,"pumacocha",NA,NA,-12.7
"2414",1988,-38,-3.91,"pumacocha",NA,NA,-12.7
"2415",1989,-39,-3.91,"pumacocha",NA,NA,-12.7
"2416",1990,-40,-3.19,"pumacocha",NA,NA,-11.97
"2417",1991,-41,-3.87,"pumacocha",NA,NA,-12.75
"2418",1992,-42,-3.87,"pumacocha",NA,NA,-12.75
"2419",1993,-43,-4.44,"pumacocha",NA,NA,-12.24
"2420",1994,-44,-4.44,"pumacocha",NA,NA,-12.24
"2421",1995,-45,-4.27,"pumacocha",NA,NA,-12.37
"2422",1996,-46,-3.26,"pumacocha",NA,NA,-12.2
"2423",1997,-47,-3.78,"pumacocha",NA,NA,-12.55
"2424",1998,-48,-3.78,"pumacocha",NA,NA,-12.55
"2425",1999,-49,-3.55,"pumacocha",NA,NA,-11.67
"2426",2000,-50,-3.85,"pumacocha",NA,NA,-12.59
"2427",2001,-51,-2.92,"pumacocha",NA,NA,-12.43
"2428",2002,-52,-2.93,"pumacocha",NA,NA,-12.35
"2429",2003,-53,-3.46,"pumacocha",NA,NA,-13.14
"2430",2004,-54,-3.94,"pumacocha",NA,NA,-13.06
"2431",2005,-55,-3.72,"pumacocha",NA,NA,-11.88
"2432",2006,-56,-3.63,"pumacocha",NA,NA,-12.67
"2433",2007,-57,-2.74,"pumacocha",NA,NA,-12.29
"2434",1950,0,0,"triumfo",NA,NA,NA
"2435",1949,1.3,-26.05,"triumfo",NA,NA,NA
"2436",1946,4.4,0,"triumfo",NA,NA,NA
"2437",1942,7.5,-25.78,"triumfo",NA,NA,NA
"2438",1935,15.4,-25.82,"triumfo",NA,NA,NA
"2439",1925,25,-25.61,"triumfo",NA,NA,NA
"2440",1921,29.4,0,"triumfo",NA,NA,NA
"2441",1917,33.4,-25.73,"triumfo",NA,NA,NA
"2442",1907,43.2,-25.85,"triumfo",NA,NA,NA
"2443",1898,52.1,-25.95,"triumfo",NA,NA,NA
"2444",1889,60.9,-26.05,"triumfo",NA,NA,NA
"2445",1879,70.7,-26.55,"triumfo",NA,NA,NA
"2446",1870,79.7,-26.36,"triumfo",NA,NA,NA
"2447",1861,89.3,-26.61,"triumfo",NA,NA,NA
"2448",1851,98.8,-26.61,"triumfo",NA,NA,NA
"2449",1842,108.2,-26.69,"triumfo",NA,NA,NA
"2450",1837,112.7,0,"triumfo",NA,NA,NA
"2451",1832,117.5,-26.45,"triumfo",NA,NA,NA
"2452",1823,126.6,-26.2,"triumfo",NA,NA,NA
"2453",1815,135.4,-26.67,"triumfo",NA,NA,NA
"2454",1805,144.8,-26.24,"triumfo",NA,NA,NA
"2455",1796,154.1,-26.59,"triumfo",NA,NA,NA
"2456",1786,163.7,-26.3,"triumfo",NA,NA,NA
"2457",1777,173,-25.98,"triumfo",NA,NA,NA
"2458",1768,182.1,-26.09,"triumfo",NA,NA,NA
"2459",1758,191.7,-25.83,"triumfo",NA,NA,NA
"2460",1754,196.2,0,"triumfo",NA,NA,NA
"2461",1749,200.7,-26.48,"triumfo",NA,NA,NA
"2462",1744,205.5,-26.4,"triumfo",NA,NA,NA
"2463",1740,210.3,-26.25,"triumfo",NA,NA,NA
"2464",1735,215.4,-26.53,"triumfo",NA,NA,NA
"2465",1730,220.2,-26.43,"triumfo",NA,NA,NA
"2466",1726,224.3,-26.17,"triumfo",NA,NA,NA
"2467",1722,228.4,-26.58,"triumfo",NA,NA,NA
"2468",1717,232.9,-26.22,"triumfo",NA,NA,NA
"2469",1712,237.6,-26.2,"triumfo",NA,NA,NA
"2470",1708,242.1,-26.88,"triumfo",NA,NA,NA
"2471",1703,246.6,-26.32,"triumfo",NA,NA,NA
"2472",1699,250.8,-26.84,"triumfo",NA,NA,NA
"2473",1695,254.7,-26.49,"triumfo",NA,NA,NA
"2474",1692,258.1,-26.84,"triumfo",NA,NA,NA
"2475",1688,261.5,-26.34,"triumfo",NA,NA,NA
"2476",1684,266.1,-26.16,"triumfo",NA,NA,NA
"2477",1679,270.7,-26.15,"triumfo",NA,NA,NA
"2478",1675,275,-25.97,"triumfo",NA,NA,NA
"2479",1671,278.9,-26.42,"triumfo",NA,NA,NA
"2480",1667,282.8,-26.23,"triumfo",NA,NA,NA
"2481",1662,287.6,-26.23,"triumfo",NA,NA,NA
"2482",1658,292.3,-26.47,"triumfo",NA,NA,NA
"2483",1653,297,-26.84,"triumfo",NA,NA,NA
"2484",1648,301.5,-26.98,"triumfo",NA,NA,NA
"2485",1644,305.9,-26.49,"triumfo",NA,NA,NA
"2486",1639,310.9,-26.51,"triumfo",NA,NA,NA
"2487",1634,316,-26.37,"triumfo",NA,NA,NA
"2488",1629,320.8,-26.26,"triumfo",NA,NA,NA
"2489",1624,325.9,-26.44,"triumfo",NA,NA,NA
"2490",1620,330.3,-26.58,"triumfo",NA,NA,NA
"2491",1615,335,-26.35,"triumfo",NA,NA,NA
"2492",1606,344.5,-26.33,"triumfo",NA,NA,NA
"2493",1596,353.7,-26.15,"triumfo",NA,NA,NA
"2494",1586,363.6,-26.28,"triumfo",NA,NA,NA
"2495",1577,372.9,-26,"triumfo",NA,NA,NA
"2496",1568,382.4,-25.88,"triumfo",NA,NA,NA
"2497",1557,392.7,-25.78,"triumfo",NA,NA,NA
"2498",1552,397.7,0,"triumfo",NA,NA,NA
"2499",1548,402.3,-25.77,"triumfo",NA,NA,NA
"2500",1537,412.8,-25.68,"triumfo",NA,NA,NA
"2501",1527,423,-25.99,"triumfo",NA,NA,NA
"2502",1518,432.4,-25.7,"triumfo",NA,NA,NA
"2503",1513,436.9,0,"triumfo",NA,NA,NA
"2504",1508,441.5,-25.89,"triumfo",NA,NA,NA
"2505",1499,451.2,-25.91,"triumfo",NA,NA,NA
"2506",1492,458.4,-26.06,"triumfo",NA,NA,NA
"2507",1488,462.2,0,"triumfo",NA,NA,NA
"2508",1484,465.7,-25.92,"triumfo",NA,NA,NA
"2509",1478,472.1,-26.39,"triumfo",NA,NA,NA
"2510",1475,475.4,0,"triumfo",NA,NA,NA
"2511",1471,478.7,-25.7,"triumfo",NA,NA,NA
"2512",1468,481.9,0,"triumfo",NA,NA,NA
"2513",1465,485,-26.25,"triumfo",NA,NA,NA
"2514",1458,491.5,-26.25,"triumfo",NA,NA,NA
"2515",1452,498.4,-25.76,"triumfo",NA,NA,NA
"2516",1448,501.9,NA,"triumfo",NA,NA,NA
"2517",1445,504.8,-26.1,"triumfo",NA,NA,NA
"2518",1439,511.2,-26.1,"triumfo",NA,NA,NA
"2519",1432,517.9,-26.54,"triumfo",NA,NA,NA
"2520",1429,520.6,0,"triumfo",NA,NA,NA
"2521",1427,523.1,-26.33,"triumfo",NA,NA,NA
"2522",1422,528,-26.35,"triumfo",NA,NA,NA
"2523",1417,532.8,-26.62,"triumfo",NA,NA,NA
"2524",1380,570.2,-26.22,"triumfo",NA,NA,NA
"2525",1374,575.9,-26.04,"triumfo",NA,NA,NA
"2526",1368,581.6,-26.05,"triumfo",NA,NA,NA
"2527",1363,587,-25.71,"triumfo",NA,NA,NA
"2528",1360,589.9,0,"triumfo",NA,NA,NA
"2529",1357,592.8,-26.96,"triumfo",NA,NA,NA
"2530",1352,598.3,-26.54,"triumfo",NA,NA,NA
"2531",1346,603.5,-25.62,"triumfo",NA,NA,NA
"2532",1344,606.4,0,"triumfo",NA,NA,NA
"2533",1341,609.1,-26.14,"triumfo",NA,NA,NA
"2534",1336,614.1,-25.61,"triumfo",NA,NA,NA
"2535",1331,618.8,-25.52,"triumfo",NA,NA,NA
"2536",1329,621,0,"triumfo",NA,NA,NA
"2537",1327,622.9,-24.73,"triumfo",NA,NA,NA
"2538",1322,627.7,-26.12,"triumfo",NA,NA,NA
"2539",1318,632.4,-26.48,"triumfo",NA,NA,NA
"2540",1315,634.7,0,"triumfo",NA,NA,NA
"2541",1313,637,-26.72,"triumfo",NA,NA,NA
"2542",1311,639.4,0,"triumfo",NA,NA,NA
"2543",1308,641.6,-26.41,"triumfo",NA,NA,NA
"2544",1304,646.2,-26.52,"triumfo",NA,NA,NA
"2545",1299,650.8,-27.01,"triumfo",NA,NA,NA
"2546",1274,676.5,0,"triumfo",NA,NA,NA
"2547",1271,678.8,-26.36,"triumfo",NA,NA,NA
"2548",1266,683.5,-26,"triumfo",NA,NA,NA
"2549",1262,687.7,-25.84,"triumfo",NA,NA,NA
"2550",1258,692.3,-27.16,"triumfo",NA,NA,NA
"2551",1251,699.4,-26.27,"triumfo",NA,NA,NA
"2552",1243,706.6,-26.38,"triumfo",NA,NA,NA
"2553",1236,713.8,-26.36,"triumfo",NA,NA,NA
"2554",1229,721.1,-27.11,"triumfo",NA,NA,NA
"2555",1222,728.2,-26.4,"triumfo",NA,NA,NA
"2556",1215,735,-25.89,"triumfo",NA,NA,NA
"2557",1208,741.6,-26.58,"triumfo",NA,NA,NA
"2558",1205,745,0,"triumfo",NA,NA,NA
"2559",1202,748.4,-25.87,"triumfo",NA,NA,NA
"2560",1194,755.7,-26.46,"triumfo",NA,NA,NA
"2561",1188,762.3,0,"triumfo",NA,NA,NA
"2562",1148,801.7,0,"triumfo",NA,NA,NA
"2563",1107,842.7,0,"triumfo",NA,NA,NA
"2564",1070,880.3,0,"triumfo",NA,NA,NA
"2565",1065,884.6,-25.45,"triumfo",NA,NA,NA
"2566",1057,892.7,-25.1,"triumfo",NA,NA,NA
"2567",1049,900.8,-23.37,"triumfo",NA,NA,NA
"2568",1042,908.4,-24.24,"triumfo",NA,NA,NA
"2569",1034,916.3,-24.66,"triumfo",NA,NA,NA
