"","sites_AD","0_AD","100_AD","200_AD","300_AD","400_AD","500_AD","600_AD","700_AD","800_AD","900_AD","1000_AD","1100_AD","1200_AD","1300_AD","1400_AD","1500_AD","1600_AD","1700_AD","1710_AD","1720_AD","1730_AD","1740_AD","1750_AD","1760_AD","1770_AD","1780_AD","1790_AD","1800_AD","1810_AD","1820_AD","1830_AD","1840_AD","1850_AD","1860_AD","1870_AD","1880_AD","1890_AD","1900_AD","1910_AD","1920_AD","1930_AD","1940_AD","1950_AD","1960_AD","1970_AD","1980_AD","1990_AD","2000_AD"
"29","Clm-A-E_Ubaque-5",1459.56359863281,1555.58752441406,1657.92883300781,1767.00305175781,1883.25329589844,2007.15148925781,2139.20092773438,2279.93774414062,2429.93383789062,2672.92700195312,2915.92041015625,3304.7099609375,3693.49926757812,4082.28857421875,4471.078125,4859.86767578125,1530.85827636719,971.973510742188,1022.18872070312,1067.41552734375,1107.14501953125,1140.88195800781,1168.15380859375,1188.52258300781,1201.59851074219,1207.056640625,1204.65539550781,1194.25695800781,1065.40515136719,941.828552246094,1047.07556152344,1167.53955078125,1293.44421386719,1279.96313476562,1251.01867675781,1361.97802734375,1429.65844726562,1511.50537109375,1635.02966308594,1823.982421875,2025.52807617188,2033.00610351562,2287.26586914062,2607.8427734375,2953.15209960938,3145.41479492188,3264.59594726562,3363.24926757812
"30","Clm-A-E_Ubaque-6",1459.56359863281,1555.58752441406,1657.92883300781,1767.00305175781,1883.25329589844,2007.15148925781,2139.20092773438,2279.93774414062,2429.93383789062,2672.92700195312,2915.92041015625,3304.7099609375,3693.49926757812,4082.28857421875,4471.078125,4859.86767578125,1530.85827636719,971.973510742188,1022.18872070312,1067.41552734375,1107.14501953125,1140.88195800781,1168.15380859375,1188.52258300781,1201.59851074219,1207.056640625,1204.65539550781,1194.25695800781,1065.40515136719,941.828552246094,1047.07556152344,1167.53955078125,1293.44421386719,1279.96313476562,1251.01867675781,1361.97802734375,1429.65844726562,1511.50537109375,1635.02966308594,1823.982421875,2025.52807617188,2033.00610351562,2287.26586914062,2607.8427734375,2953.15209960938,3145.41479492188,3264.59594726562,3363.24926757812
"31","Clm-A-E_Ubaque-7",1459.56359863281,1555.58752441406,1657.92883300781,1767.00305175781,1883.25329589844,2007.15148925781,2139.20092773438,2279.93774414062,2429.93383789062,2672.92700195312,2915.92041015625,3304.7099609375,3693.49926757812,4082.28857421875,4471.078125,4859.86767578125,1530.85827636719,971.973510742188,1022.18872070312,1067.41552734375,1107.14501953125,1140.88195800781,1168.15380859375,1188.52258300781,1201.59851074219,1207.056640625,1204.65539550781,1194.25695800781,1065.40515136719,941.828552246094,1047.07556152344,1167.53955078125,1293.44421386719,1279.96313476562,1251.01867675781,1361.97802734375,1429.65844726562,1511.50537109375,1635.02966308594,1823.982421875,2025.52807617188,2033.00610351562,2287.26586914062,2607.8427734375,2953.15209960938,3145.41479492188,3264.59594726562,3363.24926757812
"32","Clm-A-E_Ubaque-8",1459.56359863281,1555.58752441406,1657.92883300781,1767.00305175781,1883.25329589844,2007.15148925781,2139.20092773438,2279.93774414062,2429.93383789062,2672.92700195312,2915.92041015625,3304.7099609375,3693.49926757812,4082.28857421875,4471.078125,4859.86767578125,1530.85827636719,971.973510742188,1022.18872070312,1067.41552734375,1107.14501953125,1140.88195800781,1168.15380859375,1188.52258300781,1201.59851074219,1207.056640625,1204.65539550781,1194.25695800781,1065.40515136719,941.828552246094,1047.07556152344,1167.53955078125,1293.44421386719,1279.96313476562,1251.01867675781,1361.97802734375,1429.65844726562,1511.50537109375,1635.02966308594,1823.982421875,2025.52807617188,2033.00610351562,2287.26586914062,2607.8427734375,2953.15209960938,3145.41479492188,3264.59594726562,3363.24926757812
"33","Clm-A-E_Ubaque-9",1459.56359863281,1555.58752441406,1657.92883300781,1767.00305175781,1883.25329589844,2007.15148925781,2139.20092773438,2279.93774414062,2429.93383789062,2672.92700195312,2915.92041015625,3304.7099609375,3693.49926757812,4082.28857421875,4471.078125,4859.86767578125,1530.85827636719,971.973510742188,1022.18872070312,1067.41552734375,1107.14501953125,1140.88195800781,1168.15380859375,1188.52258300781,1201.59851074219,1207.056640625,1204.65539550781,1194.25695800781,1065.40515136719,941.828552246094,1047.07556152344,1167.53955078125,1293.44421386719,1279.96313476562,1251.01867675781,1361.97802734375,1429.65844726562,1511.50537109375,1635.02966308594,1823.982421875,2025.52807617188,2033.00610351562,2287.26586914062,2607.8427734375,2953.15209960938,3145.41479492188,3264.59594726562,3363.24926757812
"34","Clm-A-E_Verjon-1",1742.96838378906,1857.63732910156,1979.85034179688,2110.10375976562,2248.92626953125,2396.8818359375,2554.57153320312,2722.63549804688,2901.75610351562,3191.93188476562,3482.107421875,3946.38842773438,4410.66943359375,4874.9501953125,5339.2314453125,5803.51220703125,1828.1064453125,1160.70251464844,1319.24865722656,1488.87475585938,1669.00732421875,1858.76086425781,2056.89404296875,2261.76977539062,2471.32250976562,2683.03759765625,2893.94995117188,3100.66650390625,2989.517578125,2856.19116210938,3431.80419921875,4135.66357421875,4951.6552734375,5295.771484375,5594.02783203125,6582.0322265625,7467.08837890625,8532.1357421875,9974.767578125,12026.1572265625,14433.5634765625,15656.802734375,19037.5078125,23458.69921875,28710.279296875,33049.01953125,37071.41796875,41276.03125
"35","Clm-A-E_Verjon-2",1742.96838378906,1857.63732910156,1979.85034179688,2110.10375976562,2248.92626953125,2396.8818359375,2554.57153320312,2722.63549804688,2901.75610351562,3191.93188476562,3482.107421875,3946.38842773438,4410.66943359375,4874.9501953125,5339.2314453125,5803.51220703125,1828.1064453125,1160.70251464844,1319.24865722656,1488.87475585938,1669.00732421875,1858.76086425781,2056.89404296875,2261.76977539062,2471.32250976562,2683.03759765625,2893.94995117188,3100.66650390625,2989.517578125,2856.19116210938,3431.80419921875,4135.66357421875,4951.6552734375,5295.771484375,5594.02783203125,6582.0322265625,7467.08837890625,8532.1357421875,9974.767578125,12026.1572265625,14433.5634765625,15656.802734375,19037.5078125,23458.69921875,28710.279296875,33049.01953125,37071.41796875,41276.03125
"36","Clm-A-E_Verjon-3",1742.96838378906,1857.63732910156,1979.85034179688,2110.10375976562,2248.92626953125,2396.8818359375,2554.57153320312,2722.63549804688,2901.75610351562,3191.93188476562,3482.107421875,3946.38842773438,4410.66943359375,4874.9501953125,5339.2314453125,5803.51220703125,1828.1064453125,1160.70251464844,1319.24865722656,1488.87475585938,1669.00732421875,1858.76086425781,2056.89404296875,2261.76977539062,2471.32250976562,2683.03759765625,2893.94995117188,3100.66650390625,2989.517578125,2856.19116210938,3431.80419921875,4135.66357421875,4951.6552734375,5295.771484375,5594.02783203125,6582.0322265625,7467.08837890625,8532.1357421875,9974.767578125,12026.1572265625,14433.5634765625,15656.802734375,19037.5078125,23458.69921875,28710.279296875,33049.01953125,37071.41796875,41276.03125
"37","Cusco_C-PLS-10",86.5832595825195,91.8243179321289,97.3826904296875,103.277526855469,109.529190063477,116.159286499023,123.190719604492,130.64778137207,138.556182861328,155.875640869141,173.195159912109,184.741439819336,196.287780761719,207.833999633789,219.380325317383,230.926666259766,75.0514068603516,86.6260681152344,86.3003768920898,85.8491973876953,85.2802886962891,84.6005172729492,83.8158874511719,82.9322128295898,81.9543914794922,80.8867568969727,79.7332000732422,78.4972229003906,77.1819381713867,75.7901458740234,87.4036331176758,98.8927917480469,111.733253479004,126.869644165039,141.379943847656,179.061782836914,253.620651245117,305.953857421875,327.656890869141,347.592956542969,351.212158203125,320.885284423828,281.392517089844,308.308044433594,355.574768066406,385.820007324219,438.490600585938,480.06494140625
"38","Cusco_C-PLS-11",88.2513122558594,93.5934066772461,99.2588653564453,105.267272949219,111.639381408691,118.39720916748,125.564117431641,133.164840698242,141.225677490234,158.878875732422,176.532089233398,188.300903320312,200.069702148438,211.838516235352,223.607315063477,235.376129150391,76.4972381591797,88.2949447631836,92.2584915161133,96.2188262939453,100.16024017334,104.066207885742,107.919456481934,111.701957702637,115.394958496094,118.979034423828,122.434066772461,125.739349365234,128.873565673828,131.814910888672,158.216949462891,186.176452636719,218.59553527832,257.736267089844,298.0048828125,358.762756347656,491.886016845703,620.721923828125,740.289611816406,860.30615234375,903.489135742188,765.916870117188,700.138732910156,797.432434082031,957.996643066406,1139.08361816406,1341.62231445312,1508.62390136719
"39","Cusco_C-PLS-12",634.466857910156,672.872863769531,713.603637695312,756.799987792969,802.611145019531,851.195373535156,902.720520019531,957.364624023438,1015.31646728516,1142.23095703125,1269.1455078125,1353.75524902344,1438.36499023438,1522.97473144531,1607.58435058594,1692.19409179688,549.963073730469,634.780578613281,636.160461425781,636.345458984375,635.332092285156,633.122497558594,629.724060058594,625.149475097656,619.416137695312,612.5458984375,604.565063476562,595.503845214844,585.39599609375,574.279052734375,661.125671386719,746.153747558594,840.267211914062,950.220092773438,1053.76708984375,1216.74938964844,1600.0400390625,1936.58251953125,2215.20092773438,2469.09057617188,2487.02124023438,2022.13781738281,1772.90637207031,1936.72583007812,2231.57153320312,2544.9248046875,2874.896484375,3100.59790039062
"40","Cusco_C-PLS-13",92.251953125,97.8362121582031,103.758506774902,110.039283752441,116.700256347656,123.764442443848,131.256240844727,139.201522827148,147.62776184082,166.081237792969,184.534713745117,196.837020874023,209.139343261719,221.441650390625,233.74397277832,246.046279907227,79.9650421142578,92.2975692749023,97.6486968994141,103.115951538086,108.684295654297,114.337020874023,120.055641174316,125.819885253906,131.607620239258,137.394805908203,143.15544128418,148.861526489258,154.483032226562,159.987899780273,194.438079833984,231.664108276367,275.410797119141,328.791717529297,384.923492431641,469.206573486328,651.368713378906,832.271850585938,1005.02172851562,1182.58532714844,1257.50024414062,1079.37524414062,999.034851074219,1152.11572265625,1401.43151855469,1687.21008300781,2012.09997558594,2290.89892578125
"41","Cusco_Cs-PLS-1",487.294250488281,516.79150390625,548.074279785156,581.250671386719,616.435302734375,653.749816894531,693.323059082031,735.291748046875,779.800964355469,877.276062011719,974.751159667969,1039.73461914062,1104.71801757812,1169.70141601562,1234.68481445312,1299.66821289062,422.392181396484,487.535186767578,502.663146972656,517.286743164062,531.333557128906,544.731201171875,557.407592773438,569.291198730469,580.311462402344,590.398620605469,599.484252929688,607.50146484375,614.384948730469,620.071594238281,734.397033691406,852.713745117188,987.916931152344,1149.35778808594,1311.30493164062,1557.71594238281,2107.39526367188,2624.09301757812,3088.05053710938,3541.0849609375,3669.49951171875,3069.48950195312,2768.65747070312,3111.5703125,3688.50463867188,4327.55419921875,5029.4189453125,5580.44873046875
"42","Cusco_Cs-PLS-2",502.733428955078,533.165222167969,565.439147949219,599.666748046875,635.966186523438,674.462890625,715.289978027344,758.58837890625,804.507751464844,905.071228027344,1005.63470458984,1072.67700195312,1139.71936035156,1206.76171875,1273.80395507812,1340.84631347656,435.775054931641,502.981994628906,523.261413574219,543.335632324219,563.117736816406,582.518005371094,601.443908691406,619.800476074219,637.490539550781,654.414733886719,670.472106933594,685.559875488281,699.57421875,712.410339355469,851.362365722656,997.428894042969,1165.98852539062,1368.75036621094,1575.67944335938,1888.63305664062,2578.10424804688,3239.13354492188,3846.17626953125,4450.16650390625,4653.09521484375,3927.32104492188,3574.330078125,4053.22021484375,4848.03857421875,5739.22705078125,6730.13623046875,7534.775390625
