"","sites_AD","0_AD","100_AD","200_AD","300_AD","400_AD","500_AD","600_AD","700_AD","800_AD","900_AD","1000_AD","1100_AD","1200_AD","1300_AD","1400_AD","1500_AD","1600_AD","1700_AD","1710_AD","1720_AD","1730_AD","1740_AD","1750_AD","1760_AD","1770_AD","1780_AD","1790_AD","1800_AD","1810_AD","1820_AD","1830_AD","1840_AD","1850_AD","1860_AD","1870_AD","1880_AD","1890_AD","1900_AD","1910_AD","1920_AD","1930_AD","1940_AD","1950_AD","1960_AD","1970_AD","1980_AD","1990_AD","2000_AD"
"43","Cusco_Cs-PLS-3",82.9102249145508,87.9290008544922,93.251579284668,98.8963470458984,104.8828125,111.231651306152,117.964797973633,125.105529785156,132.678497314453,149.263320922852,165.848129272461,176.904663085938,187.961212158203,199.01774597168,210.074295043945,221.130828857422,71.8675231933594,82.9512176513672,85.2404556274414,87.4282913208008,89.5034561157227,91.4548416137695,93.2715606689453,94.9429702758789,96.4586944580078,97.8087005615234,98.983283996582,99.9731369018555,100.769355773926,101.36351776123,119.652740478516,138.467208862305,159.888046264648,185.397018432617,210.815780639648,249.597137451172,336.549743652344,417.671051025391,489.881988525391,559.880493164062,578.252807617188,482.090972900391,433.395080566406,485.451995849609,573.546875,670.676391601562,776.855529785156,859.099487304688
"44","Cusco_Cs-PLS-4",82.9102249145508,87.9290008544922,93.251579284668,98.8963470458984,104.8828125,111.231651306152,117.964797973633,125.105529785156,132.678497314453,149.263320922852,165.848129272461,176.904663085938,187.961212158203,199.01774597168,210.074295043945,221.130828857422,71.8675231933594,82.9512176513672,85.2404556274414,87.4282913208008,89.5034561157227,91.4548416137695,93.2715606689453,94.9429702758789,96.4586944580078,97.8087005615234,98.983283996582,99.9731369018555,100.769355773926,101.36351776123,119.652740478516,138.467208862305,159.888046264648,185.397018432617,210.815780639648,249.597137451172,336.549743652344,417.671051025391,489.881988525391,559.880493164062,578.252807617188,482.090972900391,433.395080566406,485.451995849609,573.546875,670.676391601562,776.855529785156,859.099487304688
"45","Cusco_Cs-PLS-5",90.8485565185547,96.3477935791016,102.179985046387,108.365219116211,114.924858093262,121.881568908691,129.259384155273,137.083801269531,145.381790161133,163.554443359375,181.727157592773,193.842239379883,205.957382202148,218.072387695312,230.187515258789,242.302642822266,78.7486190795898,90.8934707641602,91.6636581420898,92.3041381835938,92.8183898925781,93.2092056274414,93.4786682128906,93.6288909912109,93.6611099243164,93.5760879516602,93.3742446899414,93.0556182861328,92.6199188232422,92.0665588378906,107.477874755859,123.09903717041,140.790344238281,161.826095581055,182.548828125,234.042419433594,335.565063476562,409.77783203125,444.234466552734,477.050506591797,487.936553955078,451.277862548828,400.596557617188,444.3037109375,518.712219238281,569.745239257812,655.475769042969,726.434997558594
"46","Cusco_Cs-PLS-6",95.9138259887695,101.719680786133,107.877044677734,114.407135009766,121.332504272461,128.67707824707,136.466262817383,144.726928710938,153.487564086914,172.673431396484,191.859375,204.649932861328,217.440551757812,230.231033325195,243.02165222168,255.812255859375,83.1392517089844,95.9612503051758,98.30615234375,100.559936523438,102.720741271973,104.785995483398,106.752304077148,108.616279602051,110.373458862305,112.018707275391,113.546318054199,114.949974060059,116.222709655762,117.356948852539,139.170196533203,161.920623779297,188.122482299805,219.652770996094,251.702484130859,327.810852050781,477.447692871094,592.267395019531,652.231750488281,711.499084472656,739.25390625,694.535827636719,626.293823242188,705.620483398438,836.831420898438,933.711120605469,1091.21105957031,1228.48315429688
"47","Cusco_Cs-PLS-7",90.8485565185547,96.3477935791016,102.179985046387,108.365219116211,114.924858093262,121.881568908691,129.259384155273,137.083801269531,145.381790161133,163.554443359375,181.727157592773,193.842239379883,205.957382202148,218.072387695312,230.187515258789,242.302642822266,78.7486190795898,90.8934707641602,91.6636581420898,92.3041381835938,92.8183898925781,93.2092056274414,93.4786682128906,93.6288909912109,93.6611099243164,93.5760879516602,93.3742446899414,93.0556182861328,92.6199188232422,92.0665588378906,107.477874755859,123.09903717041,140.790344238281,161.826095581055,182.548828125,234.042419433594,335.565063476562,409.77783203125,444.234466552734,477.050506591797,487.936553955078,451.277862548828,400.596557617188,444.3037109375,518.712219238281,569.745239257812,655.475769042969,726.434997558594
"48","Cusco_Cs-PLS-8",90.8485565185547,96.3477935791016,102.179985046387,108.365219116211,114.924858093262,121.881568908691,129.259384155273,137.083801269531,145.381790161133,163.554443359375,181.727157592773,193.842239379883,205.957382202148,218.072387695312,230.187515258789,242.302642822266,78.7486190795898,90.8934707641602,91.6636581420898,92.3041381835938,92.8183898925781,93.2092056274414,93.4786682128906,93.6288909912109,93.6611099243164,93.5760879516602,93.3742446899414,93.0556182861328,92.6199188232422,92.0665588378906,107.477874755859,123.09903717041,140.790344238281,161.826095581055,182.548828125,234.042419433594,335.565063476562,409.77783203125,444.234466552734,477.050506591797,487.936553955078,451.277862548828,400.596557617188,444.3037109375,518.712219238281,569.745239257812,655.475769042969,726.434997558594
"49","Cusco_Cs-PLS-9",488.785461425781,518.372619628906,549.751098632812,583.028991699219,618.321350097656,655.75,695.444274902344,737.541381835938,782.186401367188,879.959350585938,977.732604980469,1042.91442871094,1108.09655761719,1173.27807617188,1238.46008300781,1303.64221191406,423.685119628906,489.027130126953,483.672027587891,477.670562744141,471.080169677734,463.952087402344,456.331390380859,448.261260986328,439.778656005859,430.916625976562,421.705200195312,412.171539306641,402.340087890625,392.233154296875,449.070953369141,504.433685302734,565.816772460938,637.830139160156,705.649475097656,887.274658203125,1247.65270996094,1494.23522949219,1588.67944335938,1673.17700195312,1678.39587402344,1522.39929199219,1325.39489746094,1441.68884277344,1650.712890625,1778.19458007812,2006.35949707031,2180.732421875
"50","Cusco_Cusc-CH1",90.9545211791992,96.4602432250977,102.299240112305,108.491691589355,115.058982849121,122.023811340332,129.410247802734,137.243789672852,145.551528930664,163.745468139648,181.939407348633,194.068710327148,206.197998046875,218.327285766602,230.456588745117,242.585876464844,78.8404083251953,90.9994888305664,95.9423904418945,100.963722229004,106.047805786133,111.17756652832,116.334426879883,121.498344421387,126.647758483887,131.759567260742,136.809143066406,141.770248413086,146.615142822266,151.314514160156,183.261032104492,217.592010498047,257.786743164062,306.687347412109,357.803680419922,434.640167236328,601.295654296875,765.634948730469,921.355895996094,1080.38818359375,1144.85583496094,979.288391113281,903.262878417969,1038.06616210938,1258.33471679688,1509.69384765625,1794.17443847656,2035.71240234375
"51","Cusco_Cusc-DP1",84.6383056640625,89.7616882324219,95.1952056884766,100.957626342773,107.068862915039,113.550025939941,120.423515319824,127.713073730469,135.443893432617,152.374374389648,169.30485534668,180.591857910156,191.878845214844,203.165832519531,214.452819824219,225.739822387695,73.3654403686523,84.6801452636719,87.4601898193359,90.1617660522461,92.7717971801758,95.2771301269531,97.66455078125,99.9208908081055,102.032997131348,103.987831115723,105.772476196289,107.374183654785,108.78044128418,109.97900390625,130.483779907227,151.770217895508,176.141387939453,205.283447265625,234.617324829102,279.191589355469,378.370941162109,471.963775634766,556.380004882812,639.1181640625,663.451782226562,555.93798828125,502.327697753906,565.529418945312,671.55810546875,789.284301757812,918.896240234375,1021.35198974609
"52","Cusco_Cusc-IA1",84.6383056640625,89.7616882324219,95.1952056884766,100.957626342773,107.068862915039,113.550025939941,120.423515319824,127.713073730469,135.443893432617,152.374374389648,169.30485534668,180.591857910156,191.878845214844,203.165832519531,214.452819824219,225.739822387695,73.3654403686523,84.6801452636719,87.4601898193359,90.1617660522461,92.7717971801758,95.2771301269531,97.66455078125,99.9208908081055,102.032997131348,103.987831115723,105.772476196289,107.374183654785,108.78044128418,109.97900390625,130.483779907227,151.770217895508,176.141387939453,205.283447265625,234.617324829102,279.191589355469,378.370941162109,471.963775634766,556.380004882812,639.1181640625,663.451782226562,555.93798828125,502.327697753906,565.529418945312,671.55810546875,789.284301757812,918.896240234375,1021.35198974609
"53","Cusco_Cusc-YC1",84.6383056640625,89.7616882324219,95.1952056884766,100.957626342773,107.068862915039,113.550025939941,120.423515319824,127.713073730469,135.443893432617,152.374374389648,169.30485534668,180.591857910156,191.878845214844,203.165832519531,214.452819824219,225.739822387695,73.3654403686523,84.6801452636719,87.4601898193359,90.1617660522461,92.7717971801758,95.2771301269531,97.66455078125,99.9208908081055,102.032997131348,103.987831115723,105.772476196289,107.374183654785,108.78044128418,109.97900390625,130.483779907227,151.770217895508,176.141387939453,205.283447265625,234.617324829102,279.191589355469,378.370941162109,471.963775634766,556.380004882812,639.1181640625,663.451782226562,555.93798828125,502.327697753906,565.529418945312,671.55810546875,789.284301757812,918.896240234375,1021.35198974609
"54","EpNGEO-F_Caricoch",94.9120178222656,99.855354309082,105.05615234375,110.527824401855,116.284484863281,122.340965270996,128.712890625,135.416687011719,142.469635009766,166.214584350586,189.959518432617,208.955474853516,227.951431274414,246.947372436523,265.943328857422,284.939270019531,237.449401855469,237.132995605469,214.929977416992,194.113037109375,174.675994873047,156.604248046875,139.875030517578,124.457710266113,110.314270019531,97.3998565673828,85.6634979248047,75.0488433837891,65.4951477050781,56.9381408691406,61.6074066162109,60.7421455383301,59.6690635681152,57.2726287841797,54.1445274353027,52.600658416748,49.0520210266113,45.5977249145508,44.3703193664551,41.2602272033691,37.5366516113281,46.9001388549805,52.8598022460938,61.1563148498535,74.9530410766602,97.19091796875,117.149612426758,126.55736541748
"55","EpNGEO-F_Chiriacu1",94.9120178222656,99.855354309082,105.05615234375,110.527824401855,116.284484863281,122.340965270996,128.712890625,135.416687011719,142.469635009766,166.214584350586,189.959518432617,208.955474853516,227.951431274414,246.947372436523,265.943328857422,284.939270019531,237.449401855469,237.132995605469,214.929977416992,194.113037109375,174.675994873047,156.604248046875,139.875030517578,124.457710266113,110.314270019531,97.3998565673828,85.6634979248047,75.0488433837891,65.4951477050781,56.9381408691406,61.6074066162109,60.7421455383301,59.6690635681152,57.2726287841797,54.1445274353027,52.600658416748,49.0520210266113,45.5977249145508,44.3703193664551,41.2602272033691,37.5366516113281,46.9001388549805,52.8598022460938,61.1563148498535,74.9530410766602,97.19091796875,117.149612426758,126.55736541748
"56","EpNGEO-F_Cubilche1",161.694961547852,170.116561889648,178.976806640625,188.298522949219,198.105728149414,208.423736572266,219.279144287109,230.699935913086,242.715545654297,283.168151855469,323.620727539062,355.982818603516,388.344879150391,420.706939697266,453.069030761719,485.431091308594,404.525909423828,403.986877441406,419.954071044922,435.371826171875,450.120391845703,464.082580566406,477.145874023438,489.204437255859,500.1611328125,509.929382324219,518.434875488281,525.616760253906,531.428894042969,535.840270996094,673.200378417969,771.54150390625,881.955749511719,986.128112792969,1087.1181640625,1232.76892089844,1343.17077636719,1460.15356445312,1663.05529785156,1811.59924316406,1932.14379882812,2832.22485351562,3075.0068359375,3387.568359375,3858.20458984375,4438.6943359375,5190.62890625,6093.68212890625
"57","EpNGEO-F_Cuicocha1",147.730163574219,155.424453735352,163.519470214844,172.036102294922,180.996322631836,190.423217773438,200.341094970703,210.775527954102,221.75341796875,258.712310791016,295.671234130859,325.238342285156,354.805450439453,384.372589111328,413.939697265625,443.5068359375,369.589019775391,369.096527099609,373.848663330078,377.637969970703,380.421752929688,382.167053222656,382.851623535156,382.464385986328,381.006042480469,378.489013671875,374.937408447266,370.386444091797,364.881927490234,358.479125976562,438.827850341797,490.038787841797,545.807189941406,594.630432128906,638.721984863281,705.729248046875,749.219299316406,793.592529296875,880.698059082031,934.767944335938,971.40966796875,1387.43310546875,1467.74877929688,1575.48767089844,1748.37072753906,1959.85888671875,2233.11376953125,2554.41821289062
"58","EpNGEO-F_Cunrro1",161.694961547852,170.116561889648,178.976806640625,188.298522949219,198.105728149414,208.423736572266,219.279144287109,230.699935913086,242.715545654297,283.168151855469,323.620727539062,355.982818603516,388.344879150391,420.706939697266,453.069030761719,485.431091308594,404.525909423828,403.986877441406,419.954071044922,435.371826171875,450.120391845703,464.082580566406,477.145874023438,489.204437255859,500.1611328125,509.929382324219,518.434875488281,525.616760253906,531.428894042969,535.840270996094,673.200378417969,771.54150390625,881.955749511719,986.128112792969,1087.1181640625,1232.76892089844,1343.17077636719,1460.15356445312,1663.05529785156,1811.59924316406,1932.14379882812,2832.22485351562,3075.0068359375,3387.568359375,3858.20458984375,4438.6943359375,5190.62890625,6093.68212890625
"59","EpNGEO-F_Huarmcch1",94.9120178222656,99.855354309082,105.05615234375,110.527824401855,116.284484863281,122.340965270996,128.712890625,135.416687011719,142.469635009766,166.214584350586,189.959518432617,208.955474853516,227.951431274414,246.947372436523,265.943328857422,284.939270019531,237.449401855469,237.132995605469,214.929977416992,194.113037109375,174.675994873047,156.604248046875,139.875030517578,124.457710266113,110.314270019531,97.3998565673828,85.6634979248047,75.0488433837891,65.4951477050781,56.9381408691406,61.6074066162109,60.7421455383301,59.6690635681152,57.2726287841797,54.1445274353027,52.600658416748,49.0520210266113,45.5977249145508,44.3703193664551,41.2602272033691,37.5366516113281,46.9001388549805,52.8598022460938,61.1563148498535,74.9530410766602,97.19091796875,117.149612426758,126.55736541748
"60","EpNGEO-F_SanPablo",186.582534790039,196.300384521484,206.524353027344,217.280838012695,228.597549438477,240.503662109375,253.029891967773,266.208526611328,280.073577880859,326.752502441406,373.431427001953,410.774566650391,448.117706298828,485.460845947266,522.804016113281,560.147155761719,466.789276123047,466.167266845703,504.956512451172,545.494201660156,587.673583984375,631.364868164062,676.416198730469,722.654724121094,769.888916015625,817.910583496094,866.498107910156,915.419799804688,964.437072753906,1013.30871582031,1326.56469726562,1584.240234375,1887.06201171875,2198.62109375,2525.64013671875,2984.37939453125,3388.29516601562,3838.1875,4555.24755859375,5170.64990234375,5746.4560546875,8777.40234375,9930.29296875,11399.3916015625,13528.71484375,16218.255859375,19762.712890625,24175.9765625
"61","EpNGEO-F_Yahurcch",454.412933349609,478.080261230469,502.980285644531,529.177185058594,556.738464355469,585.735290527344,616.242309570312,648.338256835938,682.105895996094,795.790222167969,909.474548339844,1000.42199707031,1091.36938476562,1182.31689453125,1273.26428222656,1364.21179199219,1136.84313964844,1135.32824707031,1253.87512207031,1381.05517578125,1516.97229003906,1661.66137695312,1815.08374023438,1977.12512207031,2147.5927734375,2326.21752929688,2512.654296875,2706.4873046875,2907.2353515625,3114.35888671875,4156.9609375,5061.615234375,6147.1650390625,7302.2998046875,8552.6630859375,10303.96875,11927.580078125,13775.833984375,16669.56640625,19292.03515625,21860.171875,34043.96484375,39269.625,45961.796875,55615.0625,67976.7890625,84454.671875,105337.1953125
"62","EpNGEO-F_Yambo1",220.091659545898,231.554763793945,243.61491394043,256.303192138672,269.652313232422,283.696716308594,298.472564697266,314.018035888672,330.373138427734,385.435302734375,440.497497558594,484.547241210938,528.596984863281,572.646728515625,616.696533203125,660.746276855469,550.621887207031,549.88818359375,581.162292480469,612.787719726562,644.649597167969,676.629577636719,708.607055664062,740.460388183594,772.067565917969,803.307800292969,834.062133789062,864.214599609375,893.653198242188,922.270263671875,1186.84790039062,1394.32873535156,1635.04919433594,1876.77221679688,2125.474609375,2477.74682617188,2777.05346679688,3107.39111328125,3645.0078125,4091.48315429688,4498.822265625,6801.78369140625,6694.51806640625,7224.8056640625,8364.3095703125,9561.1748046875,11211.4619140625,13319.86328125
"63","EpNGEO-F_Yanacoch1",94.9120178222656,99.855354309082,105.05615234375,110.527824401855,116.284484863281,122.340965270996,128.712890625,135.416687011719,142.469635009766,166.214584350586,189.959518432617,208.955474853516,227.951431274414,246.947372436523,265.943328857422,284.939270019531,237.449401855469,237.132995605469,214.929977416992,194.113037109375,174.675994873047,156.604248046875,139.875030517578,124.457710266113,110.314270019531,97.3998565673828,85.6634979248047,75.0488433837891,65.4951477050781,56.9381408691406,61.6074066162109,60.7421455383301,59.6690635681152,57.2726287841797,54.1445274353027,52.600658416748,49.0520210266113,45.5977249145508,44.3703193664551,41.2602272033691,37.5366516113281,46.9001388549805,52.8598022460938,61.1563148498535,74.9530410766602,97.19091796875,117.149612426758,126.55736541748
"64","EpNGEO-J_Colta-22",94.034797668457,98.9324417114258,104.085166931152,109.506271362305,115.20972442627,121.210227966309,127.523262023926,134.165100097656,141.152862548828,164.678344726562,188.203826904297,207.024200439453,225.844589233398,244.664962768555,263.4853515625,282.305725097656,235.254776000977,234.941299438477,254.573974609375,275.448303222656,297.593536376953,321.033264160156,345.784423828125,371.856414794922,399.250457763672,427.958709716797,457.963562011719,489.237091064453,521.740478515625,555.423767089844,737.404907226562,893.833740234375,1081.46362304688,1280.75280761719,1496.37707519531,1799.32397460938,2079.78662109375,2399.42944335938,2901.12280273438,3355.5712890625,3800.5947265625,5916.705078125,6171.994140625,7216.0439453125,9615.39453125,9074.2978515625,11001.01953125,12228.2158203125
"65","EpNGEO-J_DsChrrrs1",331.9912109375,349.282440185547,367.474212646484,386.613494873047,406.749633789062,427.934509277344,450.222747802734,473.671875,498.34228515625,581.399291992188,664.456359863281,730.901977539062,797.34765625,863.793273925781,930.238891601562,996.6845703125,830.570434570312,829.463684082031,804.714965820312,778.855285644531,751.959228515625,724.110229492188,695.401245117188,665.935363769531,635.82568359375,605.195617675781,574.178588867188,542.917236328125,511.562408447266,480.271392822266,561.220703125,597.528686523438,633.669494628906,656.311279296875,669.113464355469,700.462097167969,703.236633300781,703.047180175781,734.895263671875,733.174926757812,714.644653320312,955.333312988281,937.595886230469,896.536743164062,828.419372558594,984.154907226562,1136.36694335938,1127.90539550781
"66","EpNGEO-J_Estrllsc1",346.885162353516,364.952117919922,383.960021972656,403.957946777344,424.997436523438,447.132720947266,470.420867919922,494.921966552734,520.699157714844,607.482360839844,694.265502929688,763.692077636719,833.11865234375,902.545166015625,971.971740722656,1041.39831542969,867.831909179688,866.675537109375,851.511474609375,834.630981445312,816.058532714844,795.831237792969,774.000183105469,750.6318359375,725.808776855469,699.631286621094,672.217407226562,643.703247070312,614.24267578125,584.006103515625,691.120239257812,745.191650390625,800.315673828125,839.455505371094,866.716186523438,918.863586425781,934.237243652344,945.865661621094,1001.28967285156,1011.65203857422,998.626281738281,1351.93896484375,1343.71496582031,1301.21423339844,1217.64379882812,1464.94995117188,1713.03881835938,1721.91040039062
"67","EpNGEO-J_Fondocch1",369.070983886719,388.293426513672,408.517028808594,429.793975830078,452.179077148438,475.730072021484,500.507690429688,526.575805664062,554.001586914062,646.335205078125,738.668823242188,812.535705566406,886.402587890625,960.269470214844,1034.13635253906,1108.00317382812,923.335998535156,922.105651855469,922.247314453125,920.204040527344,915.890747070312,909.234924316406,900.179138183594,888.684448242188,874.733154296875,858.332092285156,839.515258789062,818.346618652344,794.921569824219,769.368530273438,926.837097167969,1017.30346679688,1112.18395996094,1187.53308105469,1248.12377929688,1346.99060058594,1394.13049316406,1436.84008789062,1548.35827636719,1592.48608398438,1600.22192382812,2205.296875,2231.25830078125,2199.50146484375,2095.21435546875,2566.04174804688,3054.50537109375,3125.48193359375
"68","EpNGEO-J_Jigeno1",346.885162353516,364.952117919922,383.960021972656,403.957946777344,424.997436523438,447.132720947266,470.420867919922,494.921966552734,520.699157714844,607.482360839844,694.265502929688,763.692077636719,833.11865234375,902.545166015625,971.971740722656,1041.39831542969,867.831909179688,866.675537109375,851.511474609375,834.630981445312,816.058532714844,795.831237792969,774.000183105469,750.6318359375,725.808776855469,699.631286621094,672.217407226562,643.703247070312,614.24267578125,584.006103515625,691.120239257812,745.191650390625,800.315673828125,839.455505371094,866.716186523438,918.863586425781,934.237243652344,945.865661621094,1001.28967285156,1011.65203857422,998.626281738281,1351.93896484375,1343.71496582031,1301.21423339844,1217.64379882812,1464.94995117188,1713.03881835938,1721.91040039062
"69","EpNGEO-J_Kuyuk1",1.34833312034607,1.41855871677399,1.49244201183319,1.57017338275909,1.65195322036743,1.73799252510071,1.8285129070282,1.92374801635742,2.02394318580627,2.36126708984375,2.69859099388123,2.96845006942749,3.23830914497375,3.50816822052002,3.77802729606628,4.04788637161255,3.3732385635376,3.3687436580658,3.33057403564453,3.28749179840088,3.23960542678833,3.18703866004944,3.12993192672729,3.06844234466553,3.00274395942688,2.93302869796753,2.85950660705566,2.78240537643433,2.70197129249573,2.61846804618835,3.16360330581665,3.48839426040649,3.83790326118469,4.13104438781738,4.3845362663269,4.78663206100464,5.01995420455933,5.25099754333496,5.75193452835083,6.02221727371216,6.16847085952759,8.67562198638916,8.56293201446533,12.7762269973755,17.3087940216064,28.0485820770264,39.1944389343262,41.1623497009277
"70","EpNGEO-J_Llaviucu",308.404296875,324.467010498047,341.366333007812,359.145812988281,377.851348876953,397.531097412109,418.23583984375,440.018951416016,462.936614990234,540.092712402344,617.248840332031,678.973693847656,740.698547363281,802.423461914062,864.148315429688,925.873229980469,771.56103515625,770.532897949219,731.88330078125,693.525634765625,655.550231933594,618.048156738281,581.111022949219,544.830810546875,509.299926757812,474.610443115234,440.853698730469,408.119293212891,376.493988037109,346.060577392578,395.917816162109,412.701538085938,428.495330810547,434.509368896484,433.705596923828,444.514434814453,436.9267578125,427.658996582031,437.667755126953,427.49658203125,407.96337890625,533.939331054688,513.048767089844,480.304901123047,434.515380859375,505.387329101562,571.327941894531,555.194885253906
"71","EpNGEO-J_Marmlcch1",369.070983886719,388.293426513672,408.517028808594,429.793975830078,452.179077148438,475.730072021484,500.507690429688,526.575805664062,554.001586914062,646.335205078125,738.668823242188,812.535705566406,886.402587890625,960.269470214844,1034.13635253906,1108.00317382812,923.335998535156,922.105651855469,922.247314453125,920.204040527344,915.890747070312,909.234924316406,900.179138183594,888.684448242188,874.733154296875,858.332092285156,839.515258789062,818.346618652344,794.921569824219,769.368530273438,926.837097167969,1017.30346679688,1112.18395996094,1187.53308105469,1248.12377929688,1346.99060058594,1394.13049316406,1436.84008789062,1548.35827636719,1592.48608398438,1600.22192382812,2205.296875,2231.25830078125,2199.50146484375,2095.21435546875,2566.04174804688,3054.50537109375,3125.48193359375
"72","EpNGEO-J_Piñan1",19.2511348724365,20.2537975311279,21.3086833953857,22.4185104370117,23.5861396789551,24.8145847320557,26.1070117950439,27.4667510986328,28.8973121643066,33.7135314941406,38.5297508239746,42.3827247619629,46.2356986999512,50.0886726379395,53.941650390625,57.7946243286133,48.1621856689453,48.0980110168457,44.1170463562012,40.3920402526855,36.9137306213379,33.672477722168,30.6583633422852,27.8612594604492,25.2708930969238,22.8769283294678,20.6690235137939,18.6369075775146,16.7704219818115,15.0595865249634,16.8596782684326,17.226541519165,17.5621776580811,17.5171356201172,17.2286205291748,17.4292888641357,16.9379940032959,16.4169692993164,16.661434173584,16.1598587036133,15.3302307128906,19.9634628295898,25.048713684082,32.7542915344238,41.9895515441895,56.042423248291,59.215690612793,60.5960884094238
"73","JunnPln_HgpCv,in",121.94660949707,129.328369140625,137.156967163086,145.459442138672,154.264495849609,163.6025390625,173.505828857422,184.008605957031,195.14714050293,219.540542602539,243.933929443359,260.196197509766,276.458465576172,292.720703125,308.982971191406,325.245239257812,105.704704284668,122.006904602051,128.843276977539,135.766525268555,142.742309570312,149.732727050781,156.696395874023,163.588653564453,170.361740112305,176.965194702148,183.346115112305,189.449768066406,195.220031738281,200.60009765625,241.701889038086,285.268737792969,335.664215087891,396.275848388672,458.377014160156,557.283752441406,777.480163574219,932.503967285156,983.467407226562,1031.56726074219,1090.67419433594,1179.39233398438,1034.99755859375,1107.81799316406,1557.07995605469,1979.82238769531,2309.9189453125,2588.87329101562
"74","JunnPln_HgpCv,ot",121.94660949707,129.328369140625,137.156967163086,145.459442138672,154.264495849609,163.6025390625,173.505828857422,184.008605957031,195.14714050293,219.540542602539,243.933929443359,260.196197509766,276.458465576172,292.720703125,308.982971191406,325.245239257812,105.704704284668,122.006904602051,128.843276977539,135.766525268555,142.742309570312,149.732727050781,156.696395874023,163.588653564453,170.361740112305,176.965194702148,183.346115112305,189.449768066406,195.220031738281,200.60009765625,241.701889038086,285.268737792969,335.664215087891,396.275848388672,458.377014160156,557.283752441406,777.480163574219,932.503967285156,983.467407226562,1031.56726074219,1090.67419433594,1179.39233398438,1034.99755859375,1107.81799316406,1557.07995605469,1979.82238769531,2309.9189453125,2588.87329101562
"75","JunnPln_J11,GK251",0,0,0,0,0,0,0,0,0,0,0.102431453764439,0.109260216355324,0.116088978946209,0.122917748987675,0.12974651157856,0.136575266718864,0,0,0,0,0.127802431583405,0.172708749771118,0.232939049601555,0.31354808807373,0.421164005994797,0.564472317695618,0.754807353019714,1.00690519809723,1.33984911441803,1.7782529592514,2.76786375045776,4.22083806991577,6.41781139373779,9.79182720184326,14.6389455795288,22.0509757995605,33.1053237915039,49.5305976867676,73.8426742553711,143.962463378906,279.6064453125,540.933898925781,1042.26281738281,2221.21044921875,4153.08447265625,7000.86669921875,8760.021484375,12028.5341796875
"76","JunnPln_J11,GK252",0,0,0,0,0,0,0,0,0,0,0.102431453764439,0.109260216355324,0.116088978946209,0.122917748987675,0.12974651157856,0.136575266718864,0,0,0,0,0.127802431583405,0.172708749771118,0.232939049601555,0.31354808807373,0.421164005994797,0.564472317695618,0.754807353019714,1.00690519809723,1.33984911441803,1.7782529592514,2.76786375045776,4.22083806991577,6.41781139373779,9.79182720184326,14.6389455795288,22.0509757995605,33.1053237915039,49.5305976867676,73.8426742553711,143.962463378906,279.6064453125,540.933898925781,1042.26281738281,2221.21044921875,4153.08447265625,7000.86669921875,8760.021484375,12028.5341796875
"77","JunnPln_J11,GK253",0,0,0,0,0,0,0,0,0,0,0.102431453764439,0.109260216355324,0.116088978946209,0.122917748987675,0.12974651157856,0.136575266718864,0,0,0,0,0.127802431583405,0.172708749771118,0.232939049601555,0.31354808807373,0.421164005994797,0.564472317695618,0.754807353019714,1.00690519809723,1.33984911441803,1.7782529592514,2.76786375045776,4.22083806991577,6.41781139373779,9.79182720184326,14.6389455795288,22.0509757995605,33.1053237915039,49.5305976867676,73.8426742553711,143.962463378906,279.6064453125,540.933898925781,1042.26281738281,2221.21044921875,4153.08447265625,7000.86669921875,8760.021484375,12028.5341796875
"78","JunnPln_J13,Qd.A1",0,0,0,0,0,0,0,0,0,0,0.102431453764439,0.109260216355324,0.116088978946209,0.122917748987675,0.12974651157856,0.136575266718864,0,0,0,0,0.127802431583405,0.172708749771118,0.232939049601555,0.31354808807373,0.421164005994797,0.564472317695618,0.754807353019714,1.00690519809723,1.33984911441803,1.7782529592514,2.76786375045776,4.22083806991577,6.41781139373779,9.79182720184326,14.6389455795288,22.0509757995605,33.1053237915039,49.5305976867676,73.8426742553711,143.962463378906,279.6064453125,540.933898925781,1042.26281738281,2221.21044921875,4153.08447265625,7000.86669921875,8760.021484375,12028.5341796875
"79","JunnPln_Jn10,TdS1",29.7179527282715,31.5168609619141,33.4246597290039,35.4479446411133,37.5937042236328,39.8693542480469,42.2827529907227,44.8422393798828,47.5566635131836,53.5012435913086,59.4445266723633,63.4074974060059,67.3704681396484,71.3334350585938,75.2964019775391,79.2593688964844,25.759859085083,29.73264503479,28.9585266113281,28.1571025848389,27.328950881958,26.4768695831299,25.6013603210449,24.7054805755615,23.7907905578613,22.8596038818359,21.9144515991211,20.958080291748,19.99342918396,19.0236282348633,21.2281894683838,23.2078762054443,25.2983436584473,27.6717929840088,29.6586799621582,32.028621673584,34.4728126525879,36.9760818481445,39.5205688476562,55.2374305725098,76.9130172729492,106.675651550293,147.355651855469,225.137435913086,301.784698486328,364.709167480469,327.166229248047,322.065673828125
