"","calBP","PrDens"
"97",2904,0.0462198015966627
"98",2903,0.0462369409707923
"99",2902,0.0462532059716973
"100",2901,0.0462685713582521
"101",2900,0.0462731580211422
"102",2899,0.0462783391535143
"103",2898,0.0462834910018704
"104",2897,0.0462886134070499
"105",2896,0.0462937062096022
"106",2895,0.046298769249807
"107",2894,0.0462852124231024
"108",2893,0.046261095715812
"109",2892,0.0462359863382859
"110",2891,0.0462099374242217
"111",2890,0.0461933033934804
"112",2889,0.0461660282493982
"113",2888,0.0461372769212353
"114",2887,0.0461071229276784
"115",2886,0.0460756405434461
"116",2885,0.0460429047097688
"117",2884,0.0460139050098944
"118",2883,0.0459840877253313
"119",2882,0.0459535009175447
"120",2881,0.045922192823534
"121",2880,0.0458902118125907
"122",2879,0.045846607467285
"123",2878,0.0458020079478489
"124",2877,0.045767107830659
"125",2876,0.0457215147617622
"126",2875,0.0456857498621191
"127",2874,0.0456395414804673
"128",2873,0.0455929700717863
"129",2872,0.0455461503741419
"130",2871,0.0454991961073888
"131",2870,0.0454522198033936
"132",2869,0.0454053326394204
"133",2868,0.0453586442750283
"134",2867,0.0453122626928152
"135",2866,0.0452662940433228
"136",2865,0.0452208424943984
"137",2864,0.0451815768445447
"138",2863,0.0451428521958819
"139",2862,0.0451047340864902
"140",2861,0.0450773103713263
"141",2860,0.0450411352580803
"142",2859,0.0450008003338338
"143",2858,0.0449616268375419
"144",2857,0.0449237018979562
"145",2856,0.0448871096752166
"146",2855,0.0448519312642471
"147",2854,0.044801984153524
"148",2853,0.0447659085566912
"149",2852,0.0447240345267133
"150",2851,0.0446862476208367
"151",2850,0.0446527464571222
"152",2849,0.04462371143881
"153",2848,0.0445993044587485
"154",2847,0.0445796686703302
"155",2846,0.044564928322613
"156",2845,0.0445551886569896
"157",2844,0.0445509549883009
"158",2843,0.0445502939802951
"159",2842,0.0445532362470404
"160",2841,0.0445598032824355
"161",2840,0.0445700075160137
"162",2839,0.0445751086948581
"163",2838,0.0445807922943788
"164",2837,0.0445870579068566
"165",2836,0.0445939048983877
"166",2835,0.0446013324099361
"167",2834,0.044597546151614
"168",2833,0.0445939048983877
"169",2832,0.0445904087786663
"170",2831,0.0445870579068566
"171",2830,0.044583852383328
"172",2829,0.0445764750048514
"173",2828,0.0445700075160137
"174",2827,0.0445644503248534
"175",2826,0.0445598032824355
"176",2825,0.0445560656801209
"177",2824,0.0445542591447597
"178",2823,0.0445527791891764
"179",2822,0.0445516253680507
"180",2821,0.0445507971625721
"181",2820,0.0445502939802951
"182",2819,0.0445501983672267
"183",2818,0.0445501387679336
"184",2817,0.0445501151550046
"185",2816,0.0445501275001158
"186",2815,0.0445501757740294
"187",2814,0.0445502599465934
"188",2813,0.0445503799867414
"189",2812,0.0445505358624924
"190",2811,0.0445507275409496
"191",2810,0.0445509549883009
"192",2809,0.0445507275409496
"193",2808,0.0445505358624924
"194",2807,0.0445503799867414
"195",2806,0.0445502599465934
"196",2805,0.0445501757740294
"197",2804,0.0445452867914749
"198",2803,0.0445404455177305
"199",2802,0.0445356527900312
"200",2801,0.0445309094397314
"201",2800,0.0445262162921623
"202",2799,0.0445223885395353
"203",2798,0.0445194772784633
"204",2797,0.0445174944899118
"205",2796,0.0445164514285968
"206",2795,0.0445163586169122
"207",2794,0.0445270310966419
"208",2793,0.0445407459661395
"209",2792,0.0445574959589894
"210",2791,0.0445772679511792
"211",2790,0.0446000430341219
"212",2789,0.0446303586147375
"213",2788,0.0446635344748118
"214",2787,0.0446995084205291
"215",2786,0.0447382130715393
"216",2785,0.0447795759887769
"217",2784,0.0448330241384527
"218",2783,0.044891194274239
"219",2782,0.0449539355474416
"220",2781,0.0450210817857804
"221",2780,0.0450830770900584
"222",2779,0.0451428794687133
"223",2778,0.0452056538867704
"224",2777,0.0452712981552698
"225",2776,0.0453503848051547
"226",2775,0.045422238285384
"227",2774,0.0454708306347822
"228",2773,0.0455199736401896
"229",2772,0.0455696258365419
"230",2771,0.0456197452395128
"231",2770,0.0456702893731755
"232",2769,0.0457272945636599
"233",2768,0.0457850869980693
"234",2767,0.0458436109527105
"235",2766,0.045902809612864
"236",2765,0.045962625113773
"237",2764,0.0460774129118434
"238",2763,0.0461836670761573
"239",2762,0.0462910483957259
"240",2761,0.0463992471467072
"241",2760,0.0465079477501463
"242",2759,0.0466805984305459
"243",2758,0.0468435936907272
"244",2757,0.047016437543283
"245",2756,0.0471865717966617
"246",2755,0.0473637775791461
"247",2754,0.0475726488700227
"248",2753,0.0477709665395939
"249",2752,0.0479368583467946
"250",2751,0.0480969344945971
"251",2750,0.0482283298965822
"252",2749,0.0483701718991989
"253",2748,0.0484871234630156
"254",2747,0.048577371410846
"255",2746,0.0486300272263113
"256",2745,0.048664746064262
"257",2744,0.0486765111437354
"258",2743,0.0486610329849189
"259",2742,0.048627738840966
"260",2741,0.0485653609508485
"261",2740,0.0485075330338596
"262",2739,0.0484794098123278
"263",2738,0.0484555075299905
"264",2737,0.0484390307643737
"265",2736,0.048444132781194
"266",2735,0.048464063435791
"267",2734,0.0484804608557801
"268",2733,0.0484992351850857
"269",2732,0.0485203612242579
"270",2731,0.0485437981341315
"271",2730,0.0485829591289861
"272",2729,0.0485662127998176
"273",2728,0.0485703836565385
"274",2727,0.0485753723405795
"275",2726,0.0485812599713668
"276",2725,0.0485881315316717
"277",2724,0.0486863058801387
"278",2723,0.0488062969818543
"279",2722,0.0489468875447676
"280",2721,0.0491058663538163
"281",2720,0.0492800613244016
"282",2719,0.0494997083313981
"283",2718,0.0497464071291235
"284",2717,0.0500038867556237
"285",2716,0.0502751097492832
"286",2715,0.0505510777780082
"287",2714,0.0506843234541315
"288",2713,0.0508021648915811
"289",2712,0.0509027733449647
"290",2711,0.0509954928122014
"291",2710,0.0510486852646698
"292",2709,0.0511163979964837
"293",2708,0.0511820010237934
"294",2707,0.0512350468443308
"295",2706,0.051295276685041
"296",2705,0.0513519534347413
"297",2704,0.0513811842607027
"298",2703,0.0513823405895163
"299",2702,0.0513544661646217
"300",2701,0.0512971405666871
"301",2700,0.051220817840999
"302",2699,0.0510929401035799
"303",2698,0.0509320965701055
"304",2697,0.0507406730295004
"305",2696,0.0505319521546588
"306",2695,0.0502896698448495
"307",2694,0.0501542303496053
"308",2693,0.0500192546185069
"309",2692,0.0498851465335188
"310",2691,0.0497522752533053
"311",2690,0.0496209763072303
"312",2689,0.0495330051478518
"313",2688,0.0494507596592184
"314",2687,0.0493544280593596
"315",2686,0.0492540116408362
"316",2685,0.0491496683385674
"317",2684,0.0488802398050556
"318",2683,0.0486128335048509
"319",2682,0.048350484058109
"320",2681,0.0480959716542242
"321",2680,0.0478517796944168
"322",2679,0.0475976511407501
"323",2678,0.0473609945894995
"324",2677,0.0471436729491991
"325",2676,0.046947034281147
"326",2675,0.0467719332846519
"327",2674,0.0467719332846519
"328",2673,0.0467719332846519
"329",2672,0.0467719332846519
"330",2671,0.0467719332846519
"331",2670,0.0467719332846519
"332",2669,0.0468555387581611
"333",2668,0.0469414090388085
"334",2667,0.0470292907044852
"335",2666,0.0471189241469598
"336",2665,0.0472100455606657
"337",2664,0.0472280958726054
"338",2663,0.047246298245297
"339",2662,0.0472646517831326
"340",2661,0.0472831555611791
"341",2660,0.04730180862508
"342",2659,0.0472449461723607
"343",2658,0.0471878720125213
"344",2657,0.0471306550508015
"345",2656,0.0470733669437079
"346",2655,0.0470160819668076
"347",2654,0.0469691670158695
"348",2653,0.0469252265840833
"349",2652,0.0468841583399767
"350",2651,0.0468458625318114
"351",2650,0.046810242024041
"352",2649,0.0467886001410861
"353",2648,0.0467667109815467
"354",2647,0.0467445768606394
"355",2646,0.0467222004450771
"356",2645,0.0466995847691444
"357",2644,0.0468647389736324
"358",2643,0.0470516652416517
"359",2642,0.0472597223281941
"360",2641,0.0474877899553736
"361",2640,0.0477342409379977
"362",2639,0.0481847270349168
"363",2638,0.0486814939989937
"364",2637,0.0492095041947235
"365",2636,0.0497394839605942
"366",2635,0.0502669215799224
"367",2634,0.0506555320394598
"368",2633,0.0509595252949365
"369",2632,0.0511887318482393
"370",2631,0.0513190213515448
"371",2630,0.0513720713203409
"372",2629,0.0513845325851308
"373",2628,0.0513561020068833
"374",2627,0.0512891308367727
"375",2626,0.0511974521449503
"376",2625,0.051074823611065
"377",2624,0.0511456550510249
"378",2623,0.0512166762868134
"379",2622,0.051276859347601
"380",2621,0.0513155507565775
"381",2620,0.0513519534347413
"382",2619,0.0514200494241845
"383",2618,0.0513857176897566
"384",2617,0.0512502826178071
"385",2616,0.0509916087285409
"386",2615,0.0506360780553079
"387",2614,0.0501706904094632
"388",2613,0.0496744153302512
"389",2612,0.0491799758136373
"390",2611,0.0486872496181336
"391",2610,0.0482220856381728
"392",2609,0.0479087402686188
"393",2608,0.047606404244527
"394",2607,0.0473203397382809
"395",2606,0.0470551562170486
"396",2605,0.0468146579445966
"397",2604,0.0469614689168934
"398",2603,0.0471164428717018
"399",2602,0.0472785970919518
"400",2601,0.0474468550117098
"401",2600,0.0476200638432033
"402",2599,0.0479724429247594
"403",2598,0.048350484058109
"404",2597,0.0487460888213696
"405",2596,0.0491496683385674
"406",2595,0.0495406966512265
"407",2594,0.0498012618605211
"408",2593,0.0500520510139195
"409",2592,0.0502896698448495
"410",2591,0.0505108568086743
"411",2590,0.0507028112574109
"412",2589,0.0508312946605373
"413",2588,0.0509480231455709
"414",2587,0.0510522553626182
"415",2586,0.0511433587470761
"416",2585,0.051220817840999
"417",2584,0.0512403849263145
"418",2583,0.0512587981921221
"419",2582,0.051276051282245
"420",2581,0.0512821430993941
"421",2580,0.0512971405666871
"422",2579,0.0512821430993941
"423",2578,0.051276051282245
"424",2577,0.0512587981921221
"425",2576,0.0512403849263145
"426",2575,0.051220817840999
"427",2574,0.0512001041599483
"428",2573,0.0511782519672271
"429",2572,0.0511552701988875
"430",2571,0.0511311686336788
"431",2570,0.0511059578827854
"432",2569,0.0511059578827854
"433",2568,0.0511059578827854
"434",2567,0.0511059578827854
"435",2566,0.0511059578827854
"436",2565,0.0511059578827854
"437",2564,0.0511669016884729
"438",2563,0.051220817840999
"439",2562,0.0512675701223356
"440",2561,0.0512971405666871
"441",2560,0.0513294895630319
"442",2559,0.0513585762703011
"443",2558,0.0513770561871853
"444",2557,0.0513850085530745
"445",2556,0.051382583104893
"446",2555,0.0513699982195512
"447",2554,0.0513299002209078
"448",2553,0.0512899621977598
"449",2552,0.0512502215577585
"450",2551,0.0512107127371364
"451",2550,0.0511714673582885
"452",2549,0.0511838372228995
"453",2548,0.0511940779788774
"454",2547,0.0512021511215077
"455",2546,0.0512080213356903
"456",2545,0.0512116565894336
"457",2544,0.0512088832614776
"458",2543,0.0511851737551182
"459",2542,0.0511402369350088
"460",2541,0.0510843364372136
"461",2540,0.0509976561754242
"462",2539,0.0509351109269888
"463",2538,0.0508543322216893
"464",2537,0.0507549979115848
"465",2536,0.050637018435948
"466",2535,0.0505108568086743
"467",2534,0.0505073466077349
"468",2533,0.0505032099399787
"469",2532,0.0504984793639697
"470",2531,0.050493186276293
"471",2530,0.0504873609354736
"472",2529,0.0505678130528454
"473",2528,0.0506534338985081
"474",2527,0.0507337629042396
"475",2526,0.0508085572920354
"476",2525,0.0508775971602791
"477",2524,0.0508775971602791
"478",2523,0.0508775971602791
"479",2522,0.0508775971602791
"480",2521,0.0508775971602791
"481",2520,0.0508775971602791
"482",2519,0.0508814671190911
"483",2518,0.0508839999051427
"484",2517,0.0508851197026009
"485",2516,0.0508847484987336
"486",2515,0.0508828061426497
"487",2514,0.0508355126486553
"488",2513,0.0507889375433382
"489",2512,0.0507430719798026
"490",2511,0.0506979070698039
"491",2510,0.0506534338985081
"492",2509,0.0506198062505432
"493",2508,0.0505853481851042
"494",2507,0.0505500767495315
"495",2506,0.0505240958269501
"496",2505,0.0504873609354736
"497",2504,0.0503922486226578
"498",2503,0.0502927012963569
"499",2502,0.0501890370663307
"500",2501,0.0500815882307591
"501",2500,0.0499706992781811
"502",2499,0.0497522752533053
"503",2498,0.0495165077999043
"504",2497,0.0492765671699167
"505",2496,0.0490153190139167
"506",2495,0.0487460888213696
"507",2494,0.0483345986529332
"508",2493,0.0479527273313402
"509",2492,0.0476068950127583
"510",2491,0.047301284401025
"511",2490,0.0470380820763018
"512",2489,0.0467886001410861
"513",2488,0.0465761454217815
"514",2487,0.0464027609368714
"515",2486,0.0462689201601758
"516",2485,0.0461736909296579
"517",2484,0.046180605720957
"518",2483,0.0461881286534276
"519",2482,0.0461962374751509
"520",2481,0.0462049106063695
"521",2480,0.0462141270981613
"522",2479,0.0462076736256201
"523",2478,0.0462024702330041
"524",2477,0.0461985760150693
"525",2476,0.0461960525129733
"526",2475,0.046194963872003
"527",2474,0.0462091695463981
"528",2473,0.0462233207672446
"529",2472,0.0462374167268071
"530",2471,0.0462514566617517
"531",2470,0.0462654398504035
"532",2469,0.0462346403574834
"533",2468,0.0462057920629276
"534",2467,0.0461789311726718
"535",2466,0.0461540870985067
"536",2465,0.0461312822512702
"537",2464,0.0461372784764233
"538",2463,0.0461476305133734
"539",2462,0.0461620202695566
"540",2461,0.046180147490304
"541",2460,0.0462017286983435
"542",2459,0.0462111890583227
"543",2458,0.0462155318816591
"544",2457,0.0462244891642509
"545",2456,0.0462378165235658
"546",2455,0.0462552580856982
"547",2454,0.0462592963118235
"548",2453,0.0462637720741448
"549",2452,0.0462686864539018
"550",2451,0.0462740398016068
"551",2450,0.0462798317437807
"552",2449,0.0462588903482051
"553",2448,0.0462381288045032
"554",2447,0.0462175579028863
"555",2446,0.0461971885017264
"556",2445,0.0461770315356527
"557",2444,0.0461939771458478
"558",2443,0.0462109515922259
"559",2442,0.0462279518133348
"560",2441,0.0462449747239816
"561",2440,0.0462620172153644
"562",2439,0.0462761152403597
"563",2438,0.046291428623508
"564",2437,0.0463079041381746
"565",2436,0.0463254896562751
"566",2435,0.0463441341934677
"567",2434,0.0463587825720615
"568",2433,0.0463739780429637
"569",2432,0.0463897004273483
"570",2431,0.0464059299374723
"571",2430,0.0464226471790853
"572",2429,0.04642752994154
"573",2428,0.0464331007255646
"574",2427,0.0464393417302205
"575",2426,0.0464462342473324
"576",2425,0.0464638128939387
"577",2424,0.0464757151175847
"578",2423,0.0464876277659763
"579",2422,0.0464995488903854
"580",2421,0.0465114765227987
"581",2420,0.0465234086778288
"582",2419,0.0465234086778288
"583",2418,0.0465234086778288
"584",2417,0.0465234086778288
"585",2416,0.0465234086778288
"586",2415,0.0465234086778288
"587",2414,0.0465170158484194
"588",2413,0.0465106661030819
"589",2412,0.0465043600718548
"590",2411,0.0464980983895226
"591",2410,0.046491881695634
"592",2409,0.046491881695634
"593",2408,0.046491881695634
"594",2407,0.046491881695634
"595",2406,0.046491881695634
"596",2405,0.046491881695634
"597",2404,0.0464980983895226
"598",2403,0.0465043600718548
"599",2402,0.0465106661030819
"600",2401,0.0465170158484194
"601",2400,0.0465234086778288
"602",2399,0.0465234086778288
"603",2398,0.0465234086778288
"604",2397,0.0465234086778288
"605",2396,0.0465234086778288
"606",2395,0.0465234086778288
"607",2394,0.0465043600718548
"608",2393,0.0464857106345175
"609",2392,0.0464674777631002
"610",2391,0.0464398331526517
"611",2390,0.0464226471790853
"612",2389,0.0464114491053316
"613",2388,0.0464004649587507
"614",2387,0.0463897004273483
"615",2386,0.046379161277064
"616",2385,0.0463688533515859
"617",2384,0.0463897004273483
"618",2383,0.0464114491053316
"619",2382,0.0464340535700253
"620",2381,0.0464674777631002
"621",2380,0.046491881695634
"622",2379,0.0465179501557046
"623",2378,0.046545987009054
"624",2377,0.0465860550763449
"625",2376,0.0466179593682234
"626",2375,0.0466514381839038
"627",2374,0.0466476047223141
"628",2373,0.0466440304419407
"629",2372,0.0466407221967907
"630",2371,0.0466376865945264
"631",2370,0.0466349299722185
"632",2369,0.0466349299722185
"633",2368,0.0466349299722185
"634",2367,0.0466349299722185
"635",2366,0.0466349299722185
"636",2365,0.0466349299722185
"637",2364,0.0467268677392547
"638",2363,0.0468570800844283
"639",2362,0.0469828011990454
"640",2361,0.0470932695749216
"641",2360,0.0472082244621355
"642",2359,0.047435951320835
"643",2358,0.0476750157352094
"644",2357,0.0479021825617179
"645",2356,0.0481245532321608
"646",2355,0.0483395785028312
"647",2354,0.0485710875982969
"648",2353,0.0487845717406953
"649",2352,0.0490021812193106
"650",2351,0.0491757485108211
"651",2350,0.0493393726887047
"652",2349,0.0494978952908849
"653",2348,0.0496294267905739
"654",2347,0.0497568872872427
"655",2346,0.0498731749699614
"656",2345,0.0499684559886468
"657",2344,0.0500226933270001
"658",2343,0.0500534699394394
"659",2342,0.0501037520613947
"660",2341,0.050150401315414
"661",2340,0.0501828889445856
"662",2339,0.0502101137376632
"663",2338,0.0502454443604755
"664",2337,0.05026900602022
"665",2336,0.0502900858324251
"666",2335,0.0503084104194338
"667",2334,0.0503225247402325
"668",2333,0.050333804525469
"669",2332,0.0503419704305885
"670",2331,0.0503467280034954
"671",2330,0.0503477718019842
"672",2329,0.0503452356120178
"673",2328,0.0503391368261774
"674",2327,0.0503292419845513
"675",2326,0.0503153231356817
"676",2325,0.0502971612819791
"677",2324,0.0502886617336791
"678",2323,0.0502794375263632
"679",2322,0.050269476552385
"680",2321,0.0502587671834577
"681",2320,0.0502472983056987
"682",2319,0.0502350213053333
"683",2318,0.0502211920011982
"684",2317,0.0502160467978534
"685",2316,0.0501994724375202
"686",2315,0.0501811911495966
"687",2314,0.0501263075916743
"688",2313,0.0500517767230169
"689",2312,0.0499773145149927
"690",2311,0.0498830289384943
"691",2310,0.0497894137459783
"692",2309,0.0496254797320615
"693",2308,0.0494446897033211
"694",2307,0.0492498610932869
"695",2306,0.0490461314193959
"696",2305,0.0488375095975743
"697",2304,0.0486289604495033
"698",2303,0.0484302887103671
"699",2302,0.0482438831615921
"700",2301,0.048086797368325
"701",2300,0.0479328704055564
"702",2299,0.0478148460329382
"703",2298,0.0477184988105402
"704",2297,0.0476548591138747
"705",2296,0.0476159021359451
"706",2295,0.0476034644742619
"707",2294,0.0476177699565812
"708",2293,0.0476286070088827
"709",2292,0.0476459171855258
"710",2291,0.0476697840503206
"711",2290,0.0477002708623691
"712",2289,0.0477045495392418
"713",2288,0.0477089324116287
"714",2287,0.0477134195362601
"715",2286,0.0477180109649453
"716",2285,0.0477227067445784
"717",2284,0.0477324115197297
"718",2283,0.0477326256275788
"719",2282,0.0477433146542554
"720",2281,0.0477544198179121
"721",2280,0.047765941186374
"722",2279,0.0477488152128997
"723",2278,0.0477326256275788
"724",2277,0.0477275069171452
"725",2276,0.0477134195362601
"726",2275,0.0477002708623691
"727",2274,0.0476732317975374
"728",2273,0.0476512663938396
"729",2272,0.0476343348251619
"730",2271,0.0476223853561287
"731",2270,0.0476153543752766
"732",2269,0.0476036629271106
"733",2268,0.0476084009267887
"734",2267,0.0476191410221629
"735",2266,0.0476357157735548
"736",2265,0.0476579391404141
"737",2264,0.0476711059988816
"738",2263,0.0476856071731747
"739",2262,0.0477014145021298
"740",2261,0.0477184988105402
"741",2260,0.047736829939586
"742",2259,0.047741603912249
"743",2258,0.0477464533760843
"744",2257,0.0477513778323423
"745",2256,0.0477563767787525
"746",2255,0.0477614497095576
"747",2254,0.0477624054386544
"748",2253,0.0477639386933983
"749",2252,0.0477761070326982
"750",2251,0.0477788671766166
"751",2250,0.0477822109329702
"752",2249,0.0478141641445409
"753",2248,0.047858154470293
"754",2247,0.0478938072266156
"755",2246,0.0479310119408193
"756",2245,0.0479798644077529
"757",2244,0.0480366598681532
"758",2243,0.0480959826786789
"759",2242,0.0481576096535083
"760",2241,0.0482116911528952
"761",2240,0.0482778626660195
"762",2239,0.0483554089977661
"763",2238,0.0484346761513954
"764",2237,0.0485153208024082
"765",2236,0.0485970012930507
"766",2235,0.0486797660839902
"767",2234,0.0487323167073259
"768",2233,0.0487849238112178
"769",2232,0.0488375095975743
"770",2231,0.0488899975504973
"771",2230,0.0489423125776389
"772",2229,0.0489631736426502
"773",2228,0.0489839906235165
"774",2227,0.0490047589329482
"775",2226,0.049025474029611
"776",2225,0.0490461314193959
"777",2224,0.0491177906877837
"778",2223,0.0491789842283855
"779",2222,0.049229735066771
"780",2221,0.0492897914677569
"781",2220,0.0493488270205934
"782",2219,0.049387568759676
"783",2218,0.0494257860392649
"784",2217,0.0494634524220674
"785",2216,0.0495005425466665
"786",2215,0.04953703214819
"787",2214,0.0494727799441604
"788",2213,0.0494067446341976
"789",2212,0.0493390628377696
"790",2211,0.0492698811542934
"791",2210,0.0491993557620475
"792",2209,0.0491177906877837
"793",2208,0.0490151234148791
"794",2207,0.0489214120604336
"795",2206,0.0488269978380851
"796",2205,0.0487323167073259
"797",2204,0.0487002715337028
"798",2203,0.048667816957733
"799",2202,0.0486251572569711
"800",2201,0.0486023876432884
"801",2200,0.0485692405585295
"802",2199,0.0485893647687999
"803",2198,0.0486000947292116
"804",2197,0.0486212891676255
"805",2196,0.0486428603395658
"806",2195,0.0486648004656005
"807",2194,0.0486871014776937
"808",2193,0.0487097550203448
"809",2192,0.0487327524520555
"810",2191,0.0487661206662229
"811",2190,0.048789873834261
"812",2189,0.0487569720170031
"813",2188,0.0487338940663396
"814",2187,0.0487105116437693
"815",2186,0.0486868275328882
"816",2185,0.0486628448094921
"817",2184,0.0484948400752829
"818",2183,0.0483398100107408
"819",2182,0.0481800560658786
"820",2181,0.0480271429391312
"821",2180,0.0478732669693631
"822",2179,0.0477357674983991
"823",2178,0.0476004116950144
"824",2177,0.0474888842306908
"825",2176,0.0473928016898209
"826",2175,0.0473141258205258
"827",2174,0.0473215264658898
"828",2173,0.0473310322509218
"829",2172,0.047342636397903
"830",2171,0.0473563296375761
"831",2170,0.0473721001572213
"832",2169,0.0474172311198653
"833",2168,0.047472246063404
"834",2167,0.0475368392337233
"835",2166,0.0476110744698103
"836",2165,0.0476949818782039
"837",2164,0.047588086985457
"838",2163,0.047489662678586
"839",2162,0.0473999975561161
"840",2161,0.0473194566765546
"841",2160,0.0472487624824994
"842",2159,0.0471198391708223
"843",2158,0.0470348438511968
"844",2157,0.046989071781394
"845",2156,0.0470070859239224
"846",2155,0.0470825070458366
"847",2154,0.0472715883643625
"848",2153,0.0475367035051372
"849",2152,0.0478635461271974
"850",2151,0.0482653035793261
"851",2150,0.0487136587344683
"852",2149,0.0491017413193443
"853",2148,0.0495150660756947
"854",2147,0.0499574662588143
"855",2146,0.0504349314404935
"856",2145,0.0509236741760168
"857",2144,0.0512152738610856
"858",2143,0.0515198914576851
"859",2142,0.0518168203314133
"860",2141,0.0521053540222894
"861",2140,0.0524047650792088
"862",2139,0.052377408951363
"863",2138,0.0523500946672946
"864",2137,0.0523228247902667
"865",2136,0.0522956019082271
"866",2135,0.0522684286327775
"867",2134,0.0519542180910692
"868",2133,0.0516340556834423
"869",2132,0.0513187798037484
"870",2131,0.0510003555881048
"871",2130,0.0507106840474406
"872",2129,0.0505589639211608
"873",2128,0.0504085478275637
"874",2127,0.0502496388801653
"875",2126,0.0501030008192314
"876",2125,0.0499579896371873
"877",2124,0.0499100375361703
"878",2123,0.049852476420033
"879",2122,0.0498051223088188
"880",2121,0.0497579758923816
"881",2120,0.0497110423526646
"882",2119,0.0497304714807222
"883",2118,0.0497501097104207
"884",2117,0.0497699547645466
"885",2116,0.0497900043120511
"886",2115,0.0498102559696505
"887",2114,0.0498341949242188
"888",2113,0.0498581841023155
"889",2112,0.0498822228468813
"890",2111,0.0499063105020879
"891",2110,0.0499304464133722
"892",2109,0.0500622046416398
"893",2108,0.0501852149604624
"894",2107,0.0503092779736995
"895",2106,0.0504447104002083
"896",2105,0.0505713899479767
"897",2104,0.0507245482854208
"898",2103,0.0508688445290099
"899",2102,0.0510246344629983
"900",2101,0.0511812956502198
"901",2100,0.0513489381434126
"902",2099,0.0515327983042726
"903",2098,0.0517178691963167
"904",2097,0.051903951777657
"905",2096,0.0520809097115007
"906",2095,0.0522688117879718
"907",2094,0.052510787957952
"908",2093,0.0527423886427625
"909",2092,0.0529835653571521
"910",2091,0.0532238375109866
"911",2090,0.0534630542305657
"912",2089,0.0537020000091689
"913",2088,0.0539409157673479
"914",2087,0.0541893586830916
"915",2086,0.0544274301818537
"916",2085,0.0546642300055798
"917",2084,0.0548486672424762
"918",2083,0.0550323106530042
"919",2082,0.0552151169214464
"920",2081,0.0553970515222337
"921",2080,0.0555655581222102
"922",2079,0.0556195767129556
"923",2078,0.0556734470436442
"924",2077,0.0557271627431474
"925",2076,0.0557807179844427
"926",2075,0.0558341074840005
"927",2074,0.0557038609723342
"928",2073,0.0555729750700127
"929",2072,0.055441465312036
"930",2071,0.0553232154618509
"931",2070,0.055191591644739
"932",2069,0.0550878383076478
"933",2068,0.0549837957668125
"934",2067,0.0548794653781133
"935",2066,0.0547748492383524
"936",2065,0.0546699501977853
"937",2064,0.0548533380339683
