"","sites","0","100","200","300","400","500","600","700","800","900","1000","1100","1200","1300","1400","1500","1600","1700","1710","1720","1730","1740","1750","1760","1770","1780","1790","1800","1810","1820","1830","1840","1850","1860","1870","1880","1890","1900","1910","1920","1930","1940","1950","1960","1970","1980","1990","2000"
"1","Bush-Gd_Acopia",0.906474053859711,0.949101448059082,0.993229150772095,1.03867101669312,1.08562970161438,1.13404047489166,1.18309903144836,1.23196029663086,1.28018927574158,1.42529881000519,1.55874192714691,1.61807644367218,1.66287004947662,1.69006156921387,1.69460499286652,1.67141962051392,0.794022440910339,1.07301163673401,1.07033848762512,1.06614136695862,1.06028747558594,1.05317783355713,1.04476571083069,1.03520429134369,1.02433669567108,1.01277005672455,0.999568223953247,0.985508739948273,0.970308184623718,0.954053521156311,1.10381436347961,1.25347673892975,1.42240154743195,1.62230813503265,1.81323266029358,2.12129807472229,2.80724740028381,3.33667039871216,3.6034722328186,3.82117557525635,3.97916889190674,4.09503936767578,3.84448719024658,4.18823909759521,7.45504808425903,7.64400148391724,8.28403949737549,11.0705595016479
"2","Bush-Gd_Huamnmrc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140874132514,0.289849430322647,0.297065019607544,0.30359959602356,0.309414505958557,0.314551025629044,0.318973064422607,0.322727710008621,0.325610339641571,0.328058570623398,0.329498648643494,0.330347448587418,0.33044508099556,0.329862922430038,0.385827362537384,0.442749381065369,0.507125496864319,0.583466172218323,0.658017158508301,0.775982320308685,1.02792227268219,0,0,0,0,0,0,0,0,0,3.26286888122559,4.3730525970459
"3","Bush-Gd_Miski",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140874132514,0.289849430322647,0.297065019607544,0.30359959602356,0.309414505958557,0.314551025629044,0.318973064422607,0.322727710008621,0.325610339641571,0.328058570623398,0.329498648643494,0.330347448587418,0.33044508099556,0.329862922430038,0.385827362537384,0.442749381065369,0.507125496864319,0.583466172218323,0.658017158508301,0.775982320308685,1.02792227268219,0,0,0,0,0,0,0,0,0,3.26286888122559,4.3730525970459
"4","Bush-Gd_Pacucha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59514456987381,1.22451376914978,1.25499713420868,1.28260338306427,1.30716943740845,1.32886946201324,1.34755110740662,1.36341309547424,1.37559127807617,1.38593423366547,1.39201807975769,1.39560389518738,1.39601647853851,1.3935569524765,1.62998735904694,1.87046325206757,2.14243006706238,2.46494317054749,2.77989530563354,3.27825736999512,4.34261655807495,5.19486284255981,5.64219284057617,6.0258674621582,6.36446094512939,6.68406820297241,6.31985330581665,6.91704416275024,12.3110218048096,12.6772594451904,13.7913045883179,18.4799957275391
"5","Clm-A-C_Belmir-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883461892604828,1.38265335559845,1.5552533864975,1.75553703308105,1.97817254066467,2.22578859329224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97388982772827,0,0,4.51129817962646,0,0,4.84790754318237,4.42327404022217
"6","Clm-A-C_Belmir-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883461892604828,1.38265335559845,1.5552533864975,1.75553703308105,1.97817254066467,2.22578859329224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97388982772827,0,0,4.51129817962646,0,0,4.84790754318237,4.42327404022217
"7","Clm-A-C_Belmir-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883461892604828,1.38265335559845,1.5552533864975,1.75553703308105,1.97817254066467,2.22578859329224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97388982772827,0,0,4.51129817962646,0,0,4.84790754318237,4.42327404022217
"8","Clm-A-C_Guarne-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687300786375999,0.0902708172798157,0.114586785435677,0.146618545055389,0.152050390839577,0.13512147963047,0.17743943631649,0.233847931027412,0.295743614435196,0.337796032428741,0.360778212547302,0.457563787698746,0.527593731880188,0.602457284927368,0.683044493198395,0.764955282211304,0.867967367172241,0.825278759002686,0.826950788497925,0,0,0,0,0
"9","Clm-A-C_Guarne-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687300786375999,0.0902708172798157,0.114586785435677,0.146618545055389,0.152050390839577,0.13512147963047,0.17743943631649,0.233847931027412,0.295743614435196,0.337796032428741,0.360778212547302,0.457563787698746,0.527593731880188,0.602457284927368,0.683044493198395,0.764955282211304,0.867967367172241,0.825278759002686,0.826950788497925,0,0,0,0,0
"10","Clm-A-E_Cucunb-1",2.11507225036621,2.22045254707336,2.32933902740479,2.44225335121155,2.5582160949707,2.67679309844971,2.79765939712524,2.92075037956238,3.04384446144104,3.27940702438354,3.49137306213379,3.99559593200684,4.43755054473877,4.80692005157471,5.0925464630127,13.1617870330811,8.1525182723999,7.33572292327881,8.28761768341064,9.39409160614014,10.6333103179932,12.020806312561,13.5862445831299,15.3903379440308,17.5278205871582,19.4063701629639,20.763298034668,22.3950710296631,20.6641120910645,16.3631839752197,18.2311668395996,20.4301357269287,22.0965538024902,22.0156593322754,20.7009983062744,22.5100631713867,22.6936721801758,22.8717956542969,23.0745944976807,23.2716522216797,23.9002532958984,22.1691722869873,21.898229598999,15.9834794998169,16.1535129547119,16.7559108734131,15.8692102432251,14.110936164856
"11","Clm-A-E_Cucunb-2",2.11507225036621,2.22045254707336,2.32933902740479,2.44225335121155,2.5582160949707,2.67679309844971,2.79765939712524,2.92075037956238,3.04384446144104,3.27940702438354,3.49137306213379,3.99559593200684,4.43755054473877,4.80692005157471,5.0925464630127,13.1617870330811,8.1525182723999,7.33572292327881,8.28761768341064,9.39409160614014,10.6333103179932,12.020806312561,13.5862445831299,15.3903379440308,17.5278205871582,19.4063701629639,20.763298034668,22.3950710296631,20.6641120910645,16.3631839752197,18.2311668395996,20.4301357269287,22.0965538024902,22.0156593322754,20.7009983062744,22.5100631713867,22.6936721801758,22.8717956542969,23.0745944976807,23.2716522216797,23.9002532958984,22.1691722869873,21.898229598999,15.9834794998169,16.1535129547119,16.7559108734131,15.8692102432251,14.110936164856
