"","lake","timeseriesBC","age"
"134","Lagunillas",0.178211071720753,2065.351588
"135","Lagunillas",0.135819344092413,2084.910362
"136","Lagunillas",0.331940088429234,2094.783598
"137","Lagunillas",0.391922708950893,2104.718532
"138","Lagunillas",0.188122355318835,2124.770902
"139","Lagunillas",0.682842932704778,2134.887048
"140","Lagunillas",0.672926273269327,2165.587635
"141","Lagunillas",0.766163050964187,2175.936422
"142","Lagunillas",0.695639880952381,2207.319703
"143","Lagunillas",0.573529028049576,2217.891009
"144","Lagunillas",0.577194396143461,2249.926829
"145","Lagunillas",0.516248850553943,2260.710672
"146","Lagunillas",0.561869297588837,2293.369308
"147","Lagunillas",0.782707087002308,2304.355854
"148","Lagunillas",0.68342886920271,2337.608015
"149","Lagunillas",0.635808802952974,2348.787572
"150","Lagunillas",0.34167468719923,2393.967419
"151","Lagunillas",0.222498565142529,2486.420754
"152","Lagunillas",0.0865219835209279,2533.62031
"153","Lagunillas",0.108456691663118,2581.420131
"154","Lagunillas",0.0968006656256768,2629.78469
"155","Lagunillas",0.3916554188642,2654.167802
"156","Lagunillas",0.312881657262116,2678.679038
"157","Lagunillas",0.431808712860975,2703.314119
"158","Lagunillas",0.302237443986238,2728.068801
"159","Lagunillas",0.179344672112852,2777.920183
"160","Lagunillas",0.268551168287674,2784.182402
"161","Lagunillas",0.269176103084733,2803.008577
"162","Lagunillas",0.490563798219585,2828.199962
"163","Lagunillas",0.529689208183664,2853.490276
"164","Lagunillas",0.354347826086956,2878.875492
"165","Lagunillas",0.17886216466235,2904.351621
"166","Lagunillas",0.448322525322901,2910.734393
"167","Lagunillas",0.447014772959357,2929.914706
"168","Lagunillas",0.419506462984724,2961.98488
"169","Lagunillas",0.439334390883486,2981.28611
"170","Lagunillas",0.638566496794345,2987.729347
"171","Lagunillas",0.672350550213145,3032.958789
"172","Lagunillas",0.528624275749092,3065.393698
"173","Lagunillas",0.558518184590499,3084.9024
"174","Lagunillas",0.562211326172642,3091.412913
"175","Lagunillas",0.469503220041747,3117.491492
"176","Lagunillas",0.291179817379479,3137.087182
"177","Lagunillas",0.362389331409064,3143.625776
"178","Lagunillas",0.129590660936992,3169.812145
"179","Lagunillas",0.355550773006293,3189.483944
"180","Lagunillas",0.361394722839526,3196.047013
"181","Lagunillas",0.210930818346904,3248.648083
"182","Lagunillas",0.14845994078395,3301.401023
"183","Lagunillas",0.150594767956727,3354.278445
"184","Lagunillas",0.184307894100029,3407.253538
"185","Lagunillas",0.172589677152065,3460.300067
"186","Lagunillas",0.253827280394612,3513.392372
"187","Lagunillas",0.224142991671457,3566.505371
"188","Lagunillas",0.187463358386241,3619.614556
"189","Lagunillas",0.343249816849817,3672.695998
"190","Lagunillas",0.252693927525176,3725.726342
"191","Lagunillas",0.189006095256095,3778.682809
"192","Lagunillas",0.305969705969706,3831.543197
"193","Lagunillas",0.172950126796281,3838.142907
"194","Lagunillas",0.218167872014026,3884.285881
"195","Lagunillas",0.26174265157316,3936.889811
"196","Lagunillas",0.366740755708224,3943.45452
"197","Lagunillas",0.288803690169532,3989.334513
"198","Lagunillas",0.361281512605042,3995.877907
"199","Lagunillas",0.28699545646661,4041.600089
"200","Lagunillas",0.187844749774346,4048.119723
"201","Lagunillas",0.250606060606061,4093.667218
"202","Lagunillas",0.221184711435968,4145.517156
"203","Lagunillas",0.563410977539632,4197.131732
"204","Lagunillas",0.458150758874706,4248.493354
"205","Lagunillas",0.607220444760438,4325.024433
"206","Lagunillas",0.137668300377443,4375.680483
"207","Lagunillas",0.145002307887018,4426.026542
"208","Lagunillas",0.25811029161872,4476.047608
"209","Lagunillas",0.195053916060481,4525.729259
"210","Lagunillas",0.196778970751573,4575.057647
"211","Lagunillas",0.151399322433348,4624.019499
"212","Lagunillas",0.165640690556434,4672.60212
"213","Lagunillas",0.279903005978511,4720.793392
"214","Lagunillas",0.175182072829132,4744.738641
"215","Lagunillas",0.286666666666667,4768.58177
"216","Lagunillas",0.300640415953332,4774.526436
"217","Lagunillas",0.247791087782222,4792.321424
"218","Lagunillas",0.189027276339201,4815.956288
"219","Lagunillas",0.122363659860429,4821.848479
"220","Lagunillas",0.0931726469625913,4839.485079
"221","Lagunillas",0.217325797920043,4862.906554
"222","Lagunillas",0.343201402900081,4868.745012
"223","Lagunillas",0.260168435363873,4886.219504
"224","Lagunillas",0.23728813559322,4909.422755
"225","Lagunillas",0.242253521126761,4915.206294
"226","Lagunillas",0.120137505622309,4932.515171
"227","Lagunillas",0.223587627360041,4955.495651
"228","Lagunillas",0.226891071998798,4961.223156
"229","Lagunillas",0.132195590569203,4978.363131
"230","Lagunillas",0.133228478557198,5001.116581
"231","Lagunillas",0.213336922145212,5023.755008
"232","Lagunillas",0.167269259238171,5046.277457
"233","Lagunillas",0.0667010654320299,5068.683006
"234","Lagunillas",0.172092561608485,5090.97077
"235","Lagunillas",0.130103137086377,5135.189586
"236","Lagunillas",0.17149743988981,5178.927548
"237","Lagunillas",0.182805764403556,5222.178872
"238","Lagunillas",0.276173452091102,5264.938355
"239","Lagunillas",0.213214244818505,5307.201367
"240","Lagunillas",0.173913043478261,5348.963854
"241","Lagunillas",0.113123125937031,5354.148792
"242","Lagunillas",0.308095952023988,5385.092697
"243","Lagunillas",0.457759915560427,5390.22234
"244","Lagunillas",0.444127550009903,5430.973924
"245","Lagunillas",0.160843561472852,5436.032108
"246","Lagunillas",0.264450538892868,5471.216281
"247","Lagunillas",0.161141137794617,5476.210677
"248","Lagunillas",0.145646688231409,5491.145931
"249","Lagunillas",0.26355710750873,5510.947663
"250","Lagunillas",0.232696367761551,5530.621349
"251","Lagunillas",0.244270279434657,5550.166897
"252","Lagunillas",0.139928698752228,5555.033255
"253","Lagunillas",0.463235294117647,5569.58425
"254","Lagunillas",0.382934443288241,5588.873388
"255","Lagunillas",0.356120838526014,5608.034325
"256","Lagunillas",0.217080165399493,5627.067114
"257","Lagunillas",0.348299216193593,5645.971842
"258","Lagunillas",0.332415843219289,5664.748633
"259","Lagunillas",0.223923893057411,5683.397646
"260","Lagunillas",0.154417762732583,5701.919077
"261","Lagunillas",0.201634115867693,5720.313157
"262","Lagunillas",0.284618854307623,5738.580154
"263","Lagunillas",0.175244408629943,5756.720371
"264","Lagunillas",0.398215465961666,5792.621861
"265","Lagunillas",0.40886309680823,5828.020776
"266","Lagunillas",0.251077326916767,5862.920841
"267","Lagunillas",0.224729854893486,5897.326357
"268","Lagunillas",0.196722516938915,5931.242201
"269","Lagunillas",0.12934635260764,5964.673828
"270","Lagunillas",0.403816693657811,5997.627266
"271","Lagunillas",0.160222990760337,6030.109121
"272","Lagunillas",0.183723777783184,6062.126575
"273","Lagunillas",0.28774123368718,6077.963554
"274","Lagunillas",0.480899730899731,6093.687387
"275","Lagunillas",0.389822134387352,6109.299134
"276","Lagunillas",0.487127891870975,6124.799891
"277","Lagunillas",0.550593647044197,6140.190789
"278","Lagunillas",0.564108006586395,6155.472997
"279","Lagunillas",0.538392135350502,6170.647718
"280","Lagunillas",0.142087441557472,6200.679694
"281","Lagunillas",0.116448854170523,6230.29707
"282","Lagunillas",0.177346617724174,6259.510771
"283","Lagunillas",0.155700725102731,6288.332302
"284","Lagunillas",0.204668983760572,6316.773741
"285","Lagunillas",0.150231183402002,6344.847743
"286","Lagunillas",0.148375044287693,6372.567542
"287","Lagunillas",0.26522883665081,6399.946943
"288","Lagunillas",0.312049453913456,6427.000332
"289","Lagunillas",0.334708785462152,6453.742668
"290","Lagunillas",0.32548047117173,6480.189487
"291","Lagunillas",0.355405208788011,6503.100691
"292","Lagunillas",0.357550479331361,6506.356903
"293","Lagunillas",0.449748911504661,6529.037298
"294","Lagunillas",0.274987585320493,6532.261603
"295","Lagunillas",0.223880440206971,6554.726265
"296","Lagunillas",0.188956304285268,6557.920852
"297","Lagunillas",0.258506885171276,6580.18536
"298","Lagunillas",0.153876879130456,6605.43293
"299","Lagunillas",0.230662948247759,6630.487893
"300","Lagunillas",0.156599992411621,6655.369749
"301","Lagunillas",0.240259248784024,6680.098571
"302","Lagunillas",0.20801440578512,6704.695008
"303","Lagunillas",0.427612355018554,6729.180286
"304","Lagunillas",0.285383671945822,6753.576207
"305","Lagunillas",0.211628547809314,6777.90515
"306","Lagunillas",0.367831486667479,6802.190068
"307","Lagunillas",0.170873312733778,6826.454492
"308","Lagunillas",0.45580509324243,6829.487298
"309","Lagunillas",0.560194374101704,6850.722529
"310","Lagunillas",0.282174735010019,6853.75751
"311","Lagunillas",0.312064373547912,6875.018861
"312","Lagunillas",0.293984612435999,6878.059144
"313","Lagunillas",0.301508483914387,6899.368747
"314","Lagunillas",0.326929280619377,6902.417529
"315","Lagunillas",0.434962933205376,6923.798023
"316","Lagunillas",0.689110889110889,6926.858574
"317","Lagunillas",0.518274672187716,6948.3331
"318","Lagunillas",0.388210647980929,6951.408762
"319","Lagunillas",0.441706260115909,6973.000965
"320","Lagunillas",0.7771520394065,6974.547741
"321","Lagunillas",0.607841455044612,6976.095151
"322","Lagunillas",0.51588925259138,6997.829181
"323","Lagunillas",0.3445885509839,6999.386908
"324","Lagunillas",0.419900239683876,7000.945378
"325","Lagunillas",0.452535476249508,7022.845889
"326","Lagunillas",0.31679493951896,7025.987655
"327","Lagunillas",0.252840130254826,7048.079804
"328","Lagunillas",0.465694595834152,7051.250769
"329","Lagunillas",0.47201825051686,7073.560219
"330","Lagunillas",0.383706264968045,7076.764084
"331","Lagunillas",0.356191591227447,7099.317001
"332","Lagunillas",0.289583243916048,7102.557541
"333","Lagunillas",0.215082623645306,7125.380595
"334","Lagunillas",0.290542066204031,7128.661655
"335","Lagunillas",0.433760400968267,7151.782021
"336","Lagunillas",0.730852649523827,7155.10752
"337","Lagunillas",0.675883068599664,7178.552876
"338","Lagunillas",0.248375931842386,7181.926805
"339","Lagunillas",0.285793871866295,7205.725334
"340","Lagunillas",0.285793871866295,7209.151753
"341","Lagunillas",0.253593005016385,7233.332142
"342","Lagunillas",0.77640913697669,7236.815187
"343","Lagunillas",0.868173287765947,7261.406626
"344","Lagunillas",0.825226353303795,7279.20571
"345","Lagunillas",0.811512692851435,7289.982688
"346","Lagunillas",0.811251103442741,7348.77803
"347","Lagunillas",0.175571693030698,7379.067993
"348","Lagunillas",0.822328349669632,7410.000901
"349","Lagunillas",0.176372178214609,7441.613535
"350","Lagunillas",0.502661975334968,7473.943253
"351","Lagunillas",0.408730741012472,7507.027991
"352","Lagunillas",0.13300828725355,7540.906258
"353","Lagunillas",0.210531073268696,7575.617142
"354","Lagunillas",0.502176364517904,7611.200304
"355","Lagunillas",0.489676065481373,7647.695985
"356","Lagunillas",0.270047240327692,7685.145
"357","Lagunillas",0.304635855333003,7723.588739
"358","Lagunillas",0.575717141114997,7763.069171
"359","Lagunillas",0.400087775564633,7845.310863
"360","Lagunillas",0.185000394726455,7888.158939
"361","Lagunillas",0.383233200978456,7932.217339
"362","Lagunillas",0.362145919730091,7977.530911
"363","Lagunillas",0.105233056905919,8024.14508
"364","Lagunillas",0.174863175047379,8072.105847
"365","Lagunillas",0.396280714731513,8121.459789
"366","Lagunillas",0.360662389194914,8172.254057
"367","Llaviucu",0.161611955096139,-59
"368","Llaviucu",0.164137348570825,-55
"369","Llaviucu",0.189607221273481,-51
"370","Llaviucu",0.189330896015368,-46
"371","Llaviucu",0.122191542165902,-42
"372","Llaviucu",0.448337552375882,-38
"373","Llaviucu",0.367616260337235,-35
"374","Llaviucu",0.117710188674971,-31
"375","Llaviucu",0.192188425676361,-28
"376","Llaviucu",0.109250928122099,-25
"377","Llaviucu",0.118128878102482,-21
"378","Llaviucu",0.089221791791301,-15
"379","Llaviucu",0.10538268472511,-13
"380","Llaviucu",0.165468795145912,-8
"381","Llaviucu",0.130601491378702,-6
"382","Llaviucu",0.112665778285424,3
"383","Llaviucu",0.112880729006599,9
"384","Llaviucu",0.202592407902766,11
"385","Llaviucu",0.272459133226132,16
"386","Llaviucu",0.149492792311799,24
"387","Llaviucu",0.208330688670263,35
"388","Llaviucu",0.101809193727402,45
"389","Llaviucu",0.162306225243288,46
"390","Llaviucu",0.239147112188113,54
"391","Llaviucu",0.312215775442998,63
"392","Llaviucu",0.236742792670116,71
"393","Llaviucu",0.208235086901928,78
"394","Llaviucu",0.127648846824265,85
"395","Llaviucu",0.26896775134032,88
"396","Llaviucu",0.242275242203934,93
"397","Llaviucu",0.169985736321892,104
"398","Llaviucu",0.251626982077372,114
"399","Llaviucu",0.293444663000281,115
