"","timeseriesBC","age","clust","id"
"1331",0.134200176709781,1123,3,"yahuarcocha"
"1341",0.412456591043552,1166,3,"yahuarcocha"
"1351",0.288009735874819,1209,3,"yahuarcocha"
"1361",0.245298295977329,1252,3,"yahuarcocha"
"1371",0.295650430948086,1297,3,"yahuarcocha"
"1381",0.354678366176585,1340,3,"yahuarcocha"
"1391",0.137544014084507,1386,3,"yahuarcocha"
"1401",0.261415316775156,1431,3,"yahuarcocha"
"1411",0.424807101634766,1476,3,"yahuarcocha"
"1421",0.221626664535069,1523,3,"yahuarcocha"
"1431",0.270271789375348,1571,3,"yahuarcocha"
"1441",0.102519060937619,1596,3,"yahuarcocha"
"1451",0.335854286824665,1617,4,"yahuarcocha"
"1461",0.246247419787972,1683,4,"yahuarcocha"
"1471",0.149866316431352,1705,4,"yahuarcocha"
"1481",0.209012070784015,1773,4,"yahuarcocha"
"1491",0.326019479824467,1815,4,"yahuarcocha"
"1113",0.225497177053786,3,1,"pinan"
"1212",0.172035076123518,5,1,"pinan"
"1312",0.210299298259923,11,1,"pinan"
"1412",0.194279715120733,16,1,"pinan"
"1511",0.188005510713207,24,1,"pinan"
"1611",0.216641512130932,34,1,"pinan"
"1711",0.258618207683775,47,1,"pinan"
"1811",0.219491829859122,60,1,"pinan"
"1911",0.260676867634451,72,1,"pinan"
"11011",0.235055568388902,89,1,"pinan"
"1114",0.213076597545493,104,1,"pinan"
"1122",0.237763353458338,114,1,"pinan"
"1132",0.258405359363732,128,1,"pinan"
"1142",0.31345170481348,153,1,"pinan"
"1152",0.257915153516012,191,1,"pinan"
"1162",0.204256898898651,236,1,"pinan"
"1172",0.276242302735214,282,1,"pinan"
"1182",0.209510774113059,328,1,"pinan"
"1192",0.328439612985169,371,1,"pinan"
"1202",0.304798517196403,415,2,"pinan"
"1213",0.25533155524841,462,2,"pinan"
"1222",0.201859144019108,506,2,"pinan"
"1232",0.225685110238004,524,2,"pinan"
"1242",0.266452294703054,542,2,"pinan"
"1252",0.173046061193168,561,2,"pinan"
"1262",0.178485721142309,579,2,"pinan"
"1272",0.239658144971071,598,2,"pinan"
"1282",0.185926553237355,616,2,"pinan"
"1292",0.205025070251804,634,2,"pinan"
"1302",0.231917771778197,654,2,"pinan"
"1313",0.326674617372292,672,2,"pinan"
"1322",0.235109315894082,691,2,"pinan"
"1332",0.277159084877117,709,2,"pinan"
"1342",0.227474988226927,728,2,"pinan"
"1352",0.369354291918243,746,2,"pinan"
"1362",0.27391339310844,764,2,"pinan"
"1372",0.48241799125069,764,2,"pinan"
"1382",0.612017311326535,764,2,"pinan"
"1392",0.155248393992011,764,2,"pinan"
"1402",0.53818016585255,764,3,"pinan"
"1413",0.23020369936783,783,3,"pinan"
"1422",0.296428225520054,802,3,"pinan"
"1432",0.256202213201241,820,3,"pinan"
"1442",0.220089741881025,839,3,"pinan"
"1452",0.243375996710989,858,3,"pinan"
"1462",0.244417740991469,876,3,"pinan"
"1472",0.329367811881913,895,3,"pinan"
"1482",0.269057760439473,920,3,"pinan"
"1492",0.34437451821853,946,4,"pinan"
"1501",0.58970479682286,946,4,"pinan"
"1512",0.711910992610148,946,4,"pinan"
"1521",0.818510786360473,1024,4,"pinan"
"1531",0.251775671618382,1077,4,"pinan"
"1541",0.243630517245711,1102,4,"pinan"
"1115",0.273472600937742,-50,1,"fondococha"
"1214",0.0675803598860721,-40,1,"fondococha"
"1314",0.075552006322757,-29,1,"fondococha"
"1414",0.079296089307712,-19,1,"fondococha"
"1513",0.0719734696136004,-9,1,"fondococha"
"1612",0.342804467253377,12,1,"fondococha"
"1712",0.32761583674656,45,1,"fondococha"
"1812",0.222412424613144,74,1,"fondococha"
"1912",0.0906597527266494,99,1,"fondococha"
"11012",0.274174194792923,122,1,"fondococha"
"1116",0.338265572783858,141,1,"fondococha"
"1123",0.225849637128027,163,1,"fondococha"
"1133",0.197427677276544,179,1,"fondococha"
"1143",0.333605069640421,199,1,"fondococha"
"1153",0.186031606723213,218,1,"fondococha"
"1163",0.149756181024895,229,1,"fondococha"
"1173",0.13150236449618,238,1,"fondococha"
"1183",0.101539985590778,255,1,"fondococha"
"1193",0.146518092265678,271,1,"fondococha"
"1203",0.23857678499473,289,1,"fondococha"
"1215",0.210342498160744,304,1,"fondococha"
"1223",0.160854275362961,320,1,"fondococha"
"1233",0.333842916201808,331,1,"fondococha"
"1243",0.184297825285662,350,1,"fondococha"
"1253",0.126107763436415,368,1,"fondococha"
"1263",0.0917190220591662,396,1,"fondococha"
"1273",0.168715359501936,419,1,"fondococha"
"1283",0.318219724670593,437,1,"fondococha"
"1293",0.189024674007129,447,1,"fondococha"
"1303",0.174283965575388,502,1,"fondococha"
"1315",0.201072636430949,536,1,"fondococha"
"1323",0.401133973196058,560,1,"fondococha"
"1333",0.398952076100489,594,1,"fondococha"
"1343",0.428008199890308,645,1,"fondococha"
"1353",0.200443326717799,693,1,"fondococha"
"1363",0.558774023458925,735,1,"fondococha"
"1373",0.204588025807645,790,1,"fondococha"
"1383",0.159229306956214,846,1,"fondococha"
"1393",0.233458897867428,879,1,"fondococha"
"1403",0.350802990012354,932,1,"fondococha"
"1415",0.430808984908202,944,1,"fondococha"
"1423",0.20969301965686,965,1,"fondococha"
"1433",0.358917665747191,997,2,"fondococha"
"1443",0.189014865495795,1040,2,"fondococha"
"1453",0.138168835111342,1054,2,"fondococha"
"1463",0.233615787243201,1059,2,"fondococha"
"1473",0.131945318362534,1073,2,"fondococha"
"1483",0.213946221962393,1087,2,"fondococha"
"1493",0.378080482171427,1121,3,"fondococha"
"1502",0.296276580379728,1144,3,"fondococha"
"1514",0.195124047195511,1173,3,"fondococha"
"1522",0.393981049634248,1196,3,"fondococha"
"1532",0.273122519114474,1239,3,"fondococha"
"1542",0.299337323070611,1281,3,"fondococha"
"1551",0.27407133796348,1319,3,"fondococha"
"1561",0.345702652501404,1352,3,"fondococha"
"1571",0.14865991139185,1375,3,"fondococha"
"1581",0.421000069352937,1404,3,"fondococha"
"1591",0.149073757896534,1469,3,"fondococha"
"1601",0.0979009333207829,1544,3,"fondococha"
"1613",0.18991691311083,1562,3,"fondococha"
"1621",0.0397163120567376,1573,3,"fondococha"
"1631",0.0974631652787897,1601,3,"fondococha"
"1641",0.181480272245523,1629,3,"fondococha"
"1651",0.350437004168348,1659,3,"fondococha"
"1661",0.245416726145564,1671,3,"fondococha"
"1671",0.343887423043096,1704,3,"fondococha"
"1681",0.0545229086245482,1728,3,"fondococha"
"1691",0.0358531213518035,1762,3,"fondococha"
"1701",0.0477762674914143,1782,3,"fondococha"
"1713",0.0421595832280856,1800,3,"fondococha"
"1721",0.120514660238788,1816,3,"fondococha"
"1731",0.0722982522362773,1851,3,"fondococha"
"1741",0.0756842714496833,1874,3,"fondococha"
"1751",0.0708552796588914,1894,3,"fondococha"
"1761",0.0826526927243809,1910,3,"fondococha"
"1771",0.108813984016556,1945,3,"fondococha"
"1781",0.495026378317426,1993,4,"fondococha"
"1791",0.410904045659509,2063,4,"fondococha"
"1801",0.250956376114404,2075,4,"fondococha"
"1813",0.232063175199624,2082,4,"fondococha"
"1821",0.187176453187398,2082,4,"fondococha"
"1831",0.203158541488095,2082,4,"fondococha"
"1841",0.284809487863656,2117,4,"fondococha"
"1851",0.188221294333857,2150,4,"fondococha"
"1861",0.112319214579821,2170,4,"fondococha"
"1871",0.334967012252592,2198,4,"fondococha"
"1881",0.0923080188479009,2222,4,"fondococha"
"1891",0.089909556663025,2255,4,"fondococha"
"1901",0.171360036207287,2345,4,"fondococha"
"1913",0.181894106523794,2384,4,"fondococha"
"1921",0.406165783161074,2410,4,"fondococha"
"1931",0.266941266209001,2441,4,"fondococha"
"1941",0.160025978243221,2469,4,"fondococha"
"1951",0.198866169819734,2484,4,"fondococha"
"1961",0.226845763667105,2525,4,"fondococha"
"1971",0.156378340810008,2571,4,"fondococha"
"1981",0.23050872057863,2598,4,"fondococha"
