"","timeseriesBC","age","clust","id"
"11",0.161611955096139,-59,1,"llaviucu"
"12",0.164137348570825,-55,1,"llaviucu"
"13",0.189607221273481,-51,1,"llaviucu"
"14",0.189330896015368,-46,1,"llaviucu"
"15",0.122191542165902,-42,1,"llaviucu"
"16",0.448337552375882,-38,1,"llaviucu"
"17",0.367616260337235,-35,1,"llaviucu"
"18",0.117710188674971,-31,1,"llaviucu"
"19",0.192188425676361,-28,1,"llaviucu"
"110",0.1092509281221,-25,1,"llaviucu"
"111",0.118128878102482,-21,1,"llaviucu"
"112",0.089221791791301,-15,1,"llaviucu"
"113",0.10538268472511,-13,1,"llaviucu"
"114",0.165468795145912,-8,1,"llaviucu"
"115",0.130601491378702,-6,1,"llaviucu"
"116",0.112665778285424,3,1,"llaviucu"
"117",0.112880729006599,9,1,"llaviucu"
"118",0.202592407902765,11,1,"llaviucu"
"119",0.272459133226132,16,1,"llaviucu"
"120",0.149492792311799,24,1,"llaviucu"
"121",0.208330688670263,35,1,"llaviucu"
"122",0.101809193727402,45,1,"llaviucu"
"123",0.162306225243288,46,1,"llaviucu"
"124",0.239147112188113,54,1,"llaviucu"
"125",0.312215775442998,63,1,"llaviucu"
"126",0.236742792670116,71,1,"llaviucu"
"127",0.208235086901928,78,1,"llaviucu"
"128",0.127648846824265,85,1,"llaviucu"
"129",0.26896775134032,88,2,"llaviucu"
"130",0.242275242203934,93,2,"llaviucu"
"131",0.169985736321892,104,2,"llaviucu"
"132",0.251626982077372,114,2,"llaviucu"
"133",0.293444663000281,115,2,"llaviucu"
"134",0.193618331236448,121,2,"llaviucu"
"135",0.232421488313367,126,2,"llaviucu"
"136",0.212527211634013,127,2,"llaviucu"
"137",0.217348207634802,144,2,"llaviucu"
"138",0.207569712483402,166,2,"llaviucu"
"139",0.289071498673029,180,2,"llaviucu"
"140",0.287436040850993,200,2,"llaviucu"
"141",0.304895660960589,218,2,"llaviucu"
"142",0.289509007010894,251,2,"llaviucu"
"143",0.207254671127015,262,2,"llaviucu"
"144",0.401244631324189,317,2,"llaviucu"
"145",0.345068644106708,385,2,"llaviucu"
"146",0.178373097789744,445,2,"llaviucu"
"147",0.174188869880931,456,2,"llaviucu"
"148",0.254324712848176,501,2,"llaviucu"
"149",0.276080733810713,540,2,"llaviucu"
"150",0.189285240486036,587,2,"llaviucu"
"151",0.260333058339965,632,2,"llaviucu"
"152",0.263455112634551,724,2,"llaviucu"
"153",0.363607241663835,787,2,"llaviucu"
"154",0.354363836597033,914,2,"llaviucu"
"155",0.27312462829341,1038,2,"llaviucu"
"156",0.290160285537424,1155,3,"llaviucu"
"157",0.239426746215194,1255,3,"llaviucu"
"158",0.395570677681046,1349,3,"llaviucu"
"159",0.519433875439128,1430,3,"llaviucu"
"160",0.245749398729338,1505,3,"llaviucu"
"161",0.277238400682003,1636,3,"llaviucu"
"162",0.224506895916076,1690,3,"llaviucu"
"163",0.239580731827298,1703,3,"llaviucu"
"164",0.332403868427148,1765,3,"llaviucu"
"165",0.28211655605055,1839,3,"llaviucu"
"166",0.237091286932913,1908,3,"llaviucu"
"167",0.219289785181938,1941,3,"llaviucu"
"168",0.278486065842998,2035,3,"llaviucu"
"169",0.200800811934322,2070,3,"llaviucu"
"170",0.400420538175205,2127,3,"llaviucu"
"171",0.258531028414131,2182,3,"llaviucu"
"172",0.239952224822901,2208,3,"llaviucu"
"173",0.255190966764413,2260,3,"llaviucu"
"174",0.176238489694344,2285,3,"llaviucu"
"175",0.350584851291019,2358,4,"llaviucu"
"176",0.153919542057561,2382,4,"llaviucu"
"177",0.152542695373977,2450,4,"llaviucu"
"178",0.25186031100145,2488,4,"llaviucu"
"179",0.256114816593103,2509,4,"llaviucu"
"180",0.306348564496563,2551,4,"llaviucu"
"181",0.221627621199508,2586,4,"llaviucu"
"182",0.219719018870332,2613,4,"llaviucu"
"183",0.168955481571523,2649,4,"llaviucu"
"184",0.254078919365219,2687,4,"llaviucu"
"185",0.191847758321747,2707,4,"llaviucu"
"186",0.210257123115732,2735,4,"llaviucu"
"187",0.233474655784944,2752,4,"llaviucu"
"188",0.234439819993589,2776,4,"llaviucu"
"189",0.169603716794265,2793,4,"llaviucu"
"190",0.224463946439881,2820,4,"llaviucu"
"191",0.328771775999904,2852,4,"llaviucu"
"192",0.324242081974075,2884,4,"llaviucu"
"193",0.235597679652582,2931,4,"llaviucu"
"194",0.233840401849421,2961,4,"llaviucu"
"195",0.240679630496592,2967,4,"llaviucu"
"196",0.315305503175326,2997,4,"llaviucu"
"197",0.387918486171761,3000,4,"llaviucu"
"198",0.243344183360674,3016,4,"llaviucu"
"199",0.351911172143636,3036,4,"llaviucu"
"1100",0.304351694048241,3045,4,"llaviucu"
"1101",0.329626191929581,3064,4,"llaviucu"
"1102",0.335633984300291,3083,4,"llaviucu"
"1103",0.306850333341076,3104,4,"llaviucu"
"1104",0.206351955113774,3113,4,"llaviucu"
"1105",0.213673067021637,3140,4,"llaviucu"
"1106",0.161563845852676,3162,4,"llaviucu"
"1107",0.148074835578827,3181,4,"llaviucu"
"1108",0.262187847401101,3194,4,"llaviucu"
"1109",0.281784778976837,3208,4,"llaviucu"
"1110",0.183242920690029,3227,4,"llaviucu"
"1111",0.288519640123388,-68,1,"yahuarcocha"
"1210",0.142979026733656,-64,1,"yahuarcocha"
"1310",0.300161321586454,-62,1,"yahuarcocha"
"1410",0.163807601749075,-59,1,"yahuarcocha"
"1510",0.318768529076397,-57,1,"yahuarcocha"
"1610",0.398924439133033,-54,1,"yahuarcocha"
"1710",0.271515924197601,-51,1,"yahuarcocha"
"1810",0.117209073427689,-47,1,"yahuarcocha"
"1910",0.140979670636085,-43,1,"yahuarcocha"
"11010",0.234835076427997,-38,1,"yahuarcocha"
"1112",0.164058285596856,-33,1,"yahuarcocha"
"1121",0.174289214216572,-25,1,"yahuarcocha"
"1131",0.180907309076654,-12,1,"yahuarcocha"
"1141",0.283467012898763,7,1,"yahuarcocha"
"1151",0.159354318355081,26,1,"yahuarcocha"
"1161",0.324221159626424,66,2,"yahuarcocha"
"1171",0.424948062102089,116,2,"yahuarcocha"
"1181",0.188949299548378,174,2,"yahuarcocha"
"1191",0.435924116173178,238,2,"yahuarcocha"
"1201",0.31875051910691,304,2,"yahuarcocha"
"1211",0.191484411354118,371,2,"yahuarcocha"
"1221",0.345556402315438,433,2,"yahuarcocha"
"1231",0.239946820595239,497,2,"yahuarcocha"
"1241",0.268228363456912,560,2,"yahuarcocha"
"1251",0.129864224376651,631,2,"yahuarcocha"
"1261",0.387322526293998,697,2,"yahuarcocha"
"1271",0.236430814526419,765,2,"yahuarcocha"
"1281",0.390682095748389,835,2,"yahuarcocha"
"1291",0.289177662152654,903,2,"yahuarcocha"
"1301",0.575850797923476,968,2,"yahuarcocha"
"1311",0.756064137054247,1030,3,"yahuarcocha"
"1321",0.209341629841293,1079,3,"yahuarcocha"
